354
1	1	120
1	3	118
1	5	110
1	8	104
1	10	106
2	2	73
2	9	94
3	1	79
6	1	132
6	2	124
6	4	143
6	5	114
6	6	139
6	7	149
6	8	137
6	9	144
6	10	155
7	1	95
7	2	108
7	3	93
7	4	102
7	5	121
7	6	112
7	7	112
7	8	91
7	9	84
7	10	109
8	2	95
8	3	90
8	4	89
8	5	98
8	6	83
8	7	87
8	8	87
8	9	86
8	10	89
9	4	82
11	1	154
11	2	144
11	3	184
11	4	176
11	5	190
11	6	185
11	7	147
11	8	150
11	9	167
11	10	161
12	1	122
12	2	108
12	3	128
12	4	121
12	5	152
12	6	113
12	7	115
12	8	110
12	9	99
12	10	141
13	1	121
13	2	85
13	3	113
13	4	106
13	5	87
13	6	92
13	7	106
13	8	88
13	9	80
13	10	85
14	1	82
14	2	87
14	4	85
14	5	91
14	7	89
14	8	106
14	10	80
16	1	177
16	2	216
16	3	217
16	4	189
16	5	181
16	6	193
16	7	173
16	8	178
16	9	186
16	10	200
17	1	133
17	2	118
17	3	104
17	4	116
17	5	121
17	6	131
17	7	140
17	8	125
17	9	127
17	10	131
18	1	136
18	2	111
18	3	98
18	4	96
18	5	115
18	6	129
18	7	110
18	8	100
18	9	86
18	10	94
19	2	81
19	3	81
19	4	99
19	5	100
19	6	86
19	9	86
20	3	74
21	1	113
21	2	113
21	4	126
21	6	108
21	7	102
22	3	93
22	8	101
26	1	147
26	2	144
26	3	153
26	4	151
26	5	134
26	6	167
26	7	142
26	8	158
26	9	158
26	10	162
27	1	104
27	2	105
27	3	138
27	4	102
27	5	101
27	6	129
27	7	114
27	8	133
27	9	118
27	10	106
28	1	102
28	4	111
28	7	104
28	8	95
28	9	96
28	10	112
29	3	91
29	4	78
29	6	88
30	5	83
31	1	178
31	2	174
31	3	155
31	4	185
31	5	182
31	6	180
31	7	188
31	8	168
31	9	173
31	10	198
32	1	139
32	2	121
32	3	131
32	4	124
32	5	130
32	6	119
32	7	116
32	8	130
32	9	122
32	10	124
33	1	103
33	2	102
33	3	99
33	4	103
33	5	129
33	6	115
33	7	119
33	8	104
33	9	106
33	10	99
34	1	73
34	2	100
34	3	96
34	5	100
34	8	84
34	9	89
35	5	92
36	1	199
36	2	199
36	3	216
36	4	215
36	5	206
36	6	202
36	7	192
36	8	152
36	9	198
36	10	196
37	1	137
37	2	139
37	3	134
37	4	153
37	5	189
37	6	152
37	7	148
37	8	164
37	9	136
37	10	124
38	1	103
38	2	116
38	3	151
38	4	135
38	5	108
38	6	117
38	7	101
38	8	119
38	9	134
38	10	134
39	2	104
39	3	107
39	4	94
39	7	99
39	8	93
39	9	87
39	10	102
40	1	78
41	2	134
41	7	109
41	9	119
42	1	104
42	5	117
42	8	112
46	1	157
46	2	171
46	3	149
46	4	152
46	5	133
46	6	158
46	7	152
46	8	155
46	9	145
46	10	172
47	1	123
47	2	120
47	3	116
47	4	116
47	5	120
47	6	127
47	7	110
47	8	119
47	9	135
47	10	125
48	1	97
48	2	109
48	3	105
48	4	119
48	5	105
48	6	98
48	7	102
48	8	110
48	9	111
48	10	108
49	2	105
49	3	93
49	4	94
49	5	87
49	7	98
49	8	112
49	9	97
49	10	94
50	4	97
51	1	179
51	2	190
51	3	186
51	4	194
51	5	192
51	6	188
51	7	178
51	8	181
51	9	186
51	10	191
52	1	153
52	2	164
52	3	123
52	4	154
52	5	155
52	6	178
52	7	139
52	8	144
52	9	138
52	10	127
53	1	134
53	2	108
53	3	103
53	4	132
53	5	105
53	6	100
53	7	116
53	8	131
53	9	147
53	10	120
54	1	100
54	4	119
54	5	105
54	6	101
54	7	104
54	8	97
54	9	100
54	10	103
55	1	99
55	6	98
56	1	214
56	2	182
56	3	214
56	4	200
56	5	243
56	6	191
56	7	240
56	8	246
56	9	254
56	10	229
57	1	169
57	2	147
57	3	171
57	4	183
57	5	165
57	6	173
57	7	153
57	8	153
57	9	152
57	10	152
58	1	129
58	2	119
58	3	114
58	4	136
58	5	111
58	6	133
58	7	139
58	8	124
58	9	123
58	10	123
59	1	109
59	2	100
59	3	108
59	4	107
59	5	101
59	6	111
59	7	106
59	8	103
59	9	115
59	10	125
60	2	81
60	3	84
60	4	101
60	5	101
60	7	87
60	10	85
