ILOG_CSV_FORMAT,1.1,,,,,,,,,,

BESTSOFAR|NAMES,modeler,instance,modelParams,lb,lbMethod,lbDate,lbComment,ub,ubMethod,ubDate,ubComment
BESTSOFAR|KEYS,1,1,1,0,0,0,0,0,0,0,0

BESTSOFAR,MultiProcessorTotalTardiness,200/inp200.14,1,0,,,,69665,,,,
BESTSOFAR,MultiProcessorTotalTardiness,200/inp200.22,1,0,,,,186170,,,,
BESTSOFAR,MultiProcessorTotalTardiness,200/inp200.43,1,0,,,,6,,,,
BESTSOFAR,MultiProcessorTotalTardiness,200/inp200.44,1,0,,,,24,,,,
BESTSOFAR,MultiProcessorTotalTardiness,200/inp200.50,1,0,,,,12,,,,
BESTSOFAR,MultiProcessorTotalTardiness,200/inp200.86,1,0,,,,0,,,,
BESTSOFAR,MultiProcessorTotalTardiness,200/inp200.119,1,0,,,,376528,,,,
BESTSOFAR,MultiProcessorTotalTardiness,200/inp200.133,1,0,,,,1683,,,,
BESTSOFAR,MultiProcessorTotalTardiness,200/inp200.168,1,0,,,,0,,,,
BESTSOFAR,MultiProcessorTotalTardiness,200/inp200.199,1,0,,,,403664,,,,

BESTSOFAR,MultiProcessorTotalTardiness,500/inp500.2,1,0,,,,47170,,,,
BESTSOFAR,MultiProcessorTotalTardiness,500/inp500.3,1,0,,,,48193,,,,
BESTSOFAR,MultiProcessorTotalTardiness,500/inp500.43,1,0,,,,45,,,,
BESTSOFAR,MultiProcessorTotalTardiness,500/inp500.49,1,0,,,,26,,,,
BESTSOFAR,MultiProcessorTotalTardiness,500/inp500.72,1,0,,,,2421810,,,,
BESTSOFAR,MultiProcessorTotalTardiness,500/inp500.146,1,0,,,,819767,,,,
BESTSOFAR,MultiProcessorTotalTardiness,500/inp500.177,1,0,,,,0,,,,
BESTSOFAR,MultiProcessorTotalTardiness,500/inp500.180,1,0,,,,0,,,,
BESTSOFAR,MultiProcessorTotalTardiness,500/inp500.191,1,0,,,,2591064,,,,
BESTSOFAR,MultiProcessorTotalTardiness,500/inp500.198,1,0,,,,2607595,,,,
