Field|NAMES,ModelName,InstanceName,Parameters,TimeLimit,CostLimit
Field|KEYS,1,1,1,0,0

MultiProcessorTotalTardiness,200/inp200.14,1,900,-1
MultiProcessorTotalTardiness,200/inp200.22,1,900,-1
MultiProcessorTotalTardiness,200/inp200.43,1,900,-1
MultiProcessorTotalTardiness,200/inp200.44,1,900,-1
MultiProcessorTotalTardiness,200/inp200.50,1,900,-1
MultiProcessorTotalTardiness,200/inp200.86,1,900,-1
MultiProcessorTotalTardiness,200/inp200.119,1,900,-1
MultiProcessorTotalTardiness,200/inp200.133,1,900,-1
MultiProcessorTotalTardiness,200/inp200.168,1,900,-1
MultiProcessorTotalTardiness,200/inp200.199,1,900,-1

MultiProcessorTotalTardiness,500/inp500.2,1,1200,-1
MultiProcessorTotalTardiness,500/inp500.3,1,1200,-1
MultiProcessorTotalTardiness,500/inp500.43,1,1200,-1
MultiProcessorTotalTardiness,500/inp500.49,1,1200,-1
MultiProcessorTotalTardiness,500/inp500.72,1,1200,-1
MultiProcessorTotalTardiness,500/inp500.146,1,1200,-1
MultiProcessorTotalTardiness,500/inp500.177,1,1200,-1
MultiProcessorTotalTardiness,500/inp500.180,1,1200,-1
MultiProcessorTotalTardiness,500/inp500.191,1,1200,-1
MultiProcessorTotalTardiness,500/inp500.198,1,1200,-1
