nbJobs = 20;
nbMchs = 10;

Ops = {
 <1,1,0>,
 <2,1,1>,
 <3,1,2>,
 <4,1,3>,
 <5,1,4>,
 <6,1,5>,
 <7,1,6>,
 <8,1,7>,
 <9,1,8>,
 <10,1,9>,
 <11,2,0>,
 <12,2,1>,
 <13,2,2>,
 <14,2,3>,
 <15,2,4>,
 <16,2,5>,
 <17,2,6>,
 <18,2,7>,
 <19,2,8>,
 <20,2,9>,
 <21,2,10>,
 <22,2,11>,
 <23,3,0>,
 <24,3,1>,
 <25,3,2>,
 <26,3,3>,
 <27,3,4>,
 <28,3,5>,
 <29,3,6>,
 <30,3,7>,
 <31,3,8>,
 <32,3,9>,
 <33,3,10>,
 <34,3,11>,
 <35,3,12>,
 <36,3,13>,
 <37,4,0>,
 <38,4,1>,
 <39,4,2>,
 <40,4,3>,
 <41,4,4>,
 <42,4,5>,
 <43,4,6>,
 <44,4,7>,
 <45,4,8>,
 <46,4,9>,
 <47,5,0>,
 <48,5,1>,
 <49,5,2>,
 <50,5,3>,
 <51,5,4>,
 <52,5,5>,
 <53,5,6>,
 <54,5,7>,
 <55,5,8>,
 <56,5,9>,
 <57,5,10>,
 <58,5,11>,
 <59,6,0>,
 <60,6,1>,
 <61,6,2>,
 <62,6,3>,
 <63,6,4>,
 <64,6,5>,
 <65,6,6>,
 <66,6,7>,
 <67,6,8>,
 <68,6,9>,
 <69,7,0>,
 <70,7,1>,
 <71,7,2>,
 <72,7,3>,
 <73,7,4>,
 <74,7,5>,
 <75,7,6>,
 <76,7,7>,
 <77,7,8>,
 <78,7,9>,
 <79,7,10>,
 <80,7,11>,
 <81,8,0>,
 <82,8,1>,
 <83,8,2>,
 <84,8,3>,
 <85,8,4>,
 <86,8,5>,
 <87,8,6>,
 <88,8,7>,
 <89,8,8>,
 <90,8,9>,
 <91,8,10>,
 <92,9,0>,
 <93,9,1>,
 <94,9,2>,
 <95,9,3>,
 <96,9,4>,
 <97,9,5>,
 <98,9,6>,
 <99,9,7>,
 <100,9,8>,
