# INSTANCE: InstancesTDTSP/inst_10_5_TW.txt DATA_TDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 10
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 60
# EXTRACTION TIME: 0.094
* 0 10911
* 0 10848
* 0 10825
* 0 10686
* 0 10650
* 0.015 10598
* 0.015 10591
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 10591
# NUMBER OF BRANCHES: 908
# END TIME: 0.109
## Solution: 
10
202 0
231 625
147 1144
77 1637
168 1837
175 2220
108 3425
4 3949
50 7112
236 9582
# BEST TD SOLUTION: 10591
