# INSTANCE: InstancesTDTSP/inst_10_11_TW.txt DATA_TDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 10
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 60
# EXTRACTION TIME: 0.102
* 0 10457
* 0.001 10186
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 10186
# NUMBER OF BRANCHES: 116
# END TIME: 0.103
## Solution: 
10
228 0
100 723
87 1377
218 2328
24 3246
210 3977
221 4504
226 5063
222 5429
17 7419
# BEST TD SOLUTION: 10186
