# INSTANCE: InstancesTDTSP/inst_100_13_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 100
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
# EXTRACTION TIME: 296.43
* 0.05 391011
* 0.08 390865
* 0.21 390835
* 0.23 390775
* 0.29 390648
* 0.54 390489
* 0.79 390388
* 0.81 390257
* 0.88 389518
* 1.25 389355
* 1.82 389228
* 1.97 389018
* 2.05 388732
* 2.08 388696
* 2.65 388545
* 2.97 388383
* 3.13 388369
* 3.22 388269
* 3.85 387862
* 3.91 387471
* 3.94 386852
* 3.98 386550
* 4.15 386514
* 4.3 386324
* 4.46 386236
* 4.55 42856
* 4.6 42364
* 4.69 41678
* 4.74 41426
* 5.11 41299
* 105.53 41169
* 105.72 41132
* 189.15 40879
* 189.89 40877
* 198.9 40863
* 199.97 40853
* 223.96 40655
* 224.2 40638
* 243.72 40632
* 262.56 39720
* 262.61 39719
* 262.65 39578
* 335.91 39489
* 336.07 39465
* 374.03 39252
* 374.3 39232
* 374.62 39159
* 375.99 39102
* 391.1 39034
* 391.24 39019
* 469.03 38901
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 38901
# NUMBER OF BRANCHES: 26920257
# END TIME: 7496.43
## Solution: 
100
27 0
22 367
215 678
218 995
119 1463
251 1743
25 2066
200 2624
254 3225
116 3567
31 4017
40 4498
47 4882
126 5182
46 5415
37 5676
229 6138
42 6510
123 7055
19 7481
92 7914
99 8197
55 8638
57 9006
48 9281
125 9907
248 10328
33 10853
59 11457
238 12297
87 12820
133 13161
96 13804
98 14363
41 14823
35 15259
159 15824
142 16221
163 16551
188 16737
160 16947
162 17160
153 17274
161 17478
192 17748
147 18127
154 18324
187 18703
149 18904
191 19115
53 19395
79 19760
81 20059
74 20199
213 20486
170 20720
130 20947
83 21288
85 21678
70 21997
205 22310
202 22491
241 22677
68 23038
76 23584
235 23799
72 24162
206 24430
24 24938
242 25382
152 25888
164 26346
165 26490
212 27158
175 27536
169 27873
11 28294
184 28612
106 29232
4 29535
107 29846
13 30105
7 30200
12 30405
115 30678
110 30914
16 31086
113 31537
194 31949
0 32607
247 32819
17 33362
138 34044
224 34898
244 35877
237 36087
236 36277
20 37167
117 37417
102 37900
# BEST TD SOLUTION: 38901
