# INSTANCE: InstancesTDTSP/inst_20_2_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 20
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 1.71
* 0 16537
* 0.01 16044
* 0.02 15830
* 0.94 15822
* 1.05 15767
* 1.05 15735
* 1.05 15527
* 1.89 15459
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 15459
# NUMBER OF BRANCHES: 34347
# END TIME: 4.3
## Solution: 
20
26 0
76 632
235 878
81 1389
47 1925
43 2109
232 2954
163 4470
147 5180
154 5320
208 5858
67 6627
173 7399
247 9302
139 10798
115 11556
110 11990
6 12432
2 12812
35 14183
# BEST TD SOLUTION: 15459
