# INSTANCE: InstancesTDTSP/inst_20_8_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 20
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 1.68
* 0 14390
* 0.01 13904
* 0.29 13858
* 0.3 13787
* 0.3 13757
* 9.9 13708
* 10.91 13696
* 20.12 13662
* 20.74 13603
* 21.54 13594
* 31.18 13520
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 13520
# NUMBER OF BRANCHES: 447836
# END TIME: 38.95
## Solution: 
20
160 0
192 271
3 1167
31 2144
45 2718
42 3011
32 3747
158 4137
130 4878
226 5931
118 7289
251 7644
120 8020
19 8579
238 9397
96 10697
98 11299
227 11843
59 12500
164 13281
# BEST TD SOLUTION: 13520
