# INSTANCE: InstancesTDTSP/inst_50_10_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
# EXTRACTION TIME: 26.05
* 0.01 23692
* 0.07 23460
* 0.56 23305
* 0.61 23302
* 0.65 23296
* 0.66 23261
* 1.91 23141
* 2.13 23087
* 18.81 22979
* 18.93 22978
* 18.99 22973
* 22.85 22910
* 23.01 22846
* 27.25 22840
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 22840
# NUMBER OF BRANCHES: 21184911
# END TIME: 7226.05
## Solution: 
50
93 0
216 460
236 777
237 898
22 1285
31 1759
65 2158
191 2587
152 3217
37 3704
230 4305
58 4960
248 5552
228 6145
35 6794
62 7656
48 8070
57 8417
19 9051
88 9981
105 10559
91 11255
197 12288
198 12913
241 13706
132 13805
209 14107
202 14379
78 14620
210 14837
81 15061
84 15331
221 15609
213 15993
168 16087
225 16584
113 17095
7 17356
5 17554
110 17743
6 17961
1 18197
106 18647
0 19030
177 19722
176 20392
171 20595
11 20933
34 21670
54 21911
# BEST TD SOLUTION: 22840
