# INSTANCE: InstancesTDTSP/inst_50_8_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 50
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 7200
# EXTRACTION TIME: 26.05
* 0.02 23838
* 0.08 23737
* 5.86 23729
* 7.28 23661
* 9.36 23653
* 9.51 23569
* 9.62 23558
* 15.35 23546
* 15.97 23542
* 16.28 23444
* 16.31 23433
* 16.32 23425
* 17.91 23402
* 18.32 23388
* 18.66 23375
* 25.08 23374
* 26.28 23269
# SOLUTION FOUND
# OPTIMALITY NOT PROVED
# BEST SOLUTION: 23269
# NUMBER OF BRANCHES: 55539528
# END TIME: 7226.05
## Solution: 
50
206 0
202 351
222 735
66 1242
69 1525
86 2151
34 2401
53 2728
43 3438
229 3728
122 4076
47 4472
39 4851
231 5145
56 5659
60 6044
33 6846
59 7421
199 8779
96 9422
98 10139
89 10744
220 11620
236 12250
237 12403
21 12672
201 13025
29 13427
200 13820
216 14220
129 14709
74 14942
163 15581
164 15720
165 16007
162 16393
192 16667
212 17061
172 17626
225 18179
18 18466
3 18774
115 19336
6 19686
4 19874
1 20054
107 20352
109 21024
143 22226
83 22873
# BEST TD SOLUTION: 23269
