# INSTANCE: InstancesTDTSP/inst_20_6_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_10p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 20
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 1.83
* 0 25952
* 0 16854
* 0 16617
* 0.02 15189
* 1.13 15178
* 1.37 15139
* 4.25 14788
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 14788
# NUMBER OF BRANCHES: 54382
# END TIME: 6.9
## Solution: 
20
244 0
217 366
254 586
86 762
157 1167
84 1542
169 2164
145 3027
162 3379
146 3739
46 4619
243 5208
58 5619
248 6243
199 7682
186 9943
182 10403
113 11500
0 12049
98 13584
# BEST TD SOLUTION: 14788
