# INSTANCE: InstancesTDTSP/inst_20_17_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 20
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 1.7
* 0 74766
* 0 16963
* 0 16850
* 0.01 16052
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 16052
# NUMBER OF BRANCHES: 558
# END TIME: 1.71
## Solution: 
20
173 0
195 367
178 669
213 1322
168 1432
214 1862
73 2427
129 2971
14 4963
12 5116
137 5992
118 8020
251 8356
25 8877
44 9796
109 11520
227 12931
51 13335
234 13857
104 14552
# BEST TD SOLUTION: 16052
