# INSTANCE: InstancesTDTSP/inst_30_1_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 8.06
* 0.01 19602
* 0.04 18740
* 0.45 18490
* 5.59 18422
* 5.59 18409
* 5.64 18377
* 8.07 18142
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 18142
# NUMBER OF BRANCHES: 292725
# END TIME: 130.47
## Solution: 
30
76 0
83 527
189 880
212 1530
181 1901
175 2134
183 2549
240 3219
8 4715
3 5570
247 6420
109 6807
184 7996
185 8368
153 9205
162 9321
242 10158
254 10784
218 11280
23 12007
99 12361
48 12842
36 13232
41 14062
199 14430
96 15039
134 15768
245 16674
233 16923
201 17538
# BEST TD SOLUTION: 18142
