# INSTANCE: InstancesTDTSP/inst_30_15_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 30
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 3600
# EXTRACTION TIME: 6.21
* 0 18673
* 0.01 18581
* 0.02 18331
* 1.68 18121
* 4.43 18074
* 4.55 18064
* 12.31 18057
* 12.77 18053
* 12.79 18044
* 12.79 18020
* 13.37 17969
* 13.43 17935
* 22.4 17926
* 1576.97 17894
* 1592.33 17870
* 1629.43 17851
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 17851
# NUMBER OF BRANCHES: 16605419
# END TIME: 2397.6
## Solution: 
30
85 0
168 236
191 794
140 1264
49 1486
38 1671
23 2313
123 2647
254 3279
116 3579
217 4100
200 4894
22 5704
129 6354
149 6994
154 7554
185 8600
11 9165
186 9580
114 10876
8 11184
10 11679
109 12493
35 13961
51 14128
101 14988
104 15470
234 15726
249 16906
70 17703
# BEST TD SOLUTION: 17851
