Field|NAMES,ModelName,InstanceName,Parameters,TimeLimit,CostLimit
Field|KEYS,1,1,1,0,0

CommonDueDate,sch100-01,0.8,600,-1
CommonDueDate,sch100-03,0.2,600,-1
CommonDueDate,sch100-03,0.4,600,-1
CommonDueDate,sch100-03,0.6,600,-1
CommonDueDate,sch100-04,0.4,600,-1
CommonDueDate,sch100-04,0.6,600,-1
CommonDueDate,sch100-05,0.2,600,-1
CommonDueDate,sch100-08,0.4,600,-1
CommonDueDate,sch100-09,0.6,600,-1
CommonDueDate,sch100-10,0.2,600,-1
CommonDueDate,sch200-01,0.6,1200,-1
CommonDueDate,sch200-05,0.2,1200,-1
CommonDueDate,sch200-05,0.8,1200,-1
CommonDueDate,sch200-07,0.2,1200,-1
CommonDueDate,sch200-07,0.8,1200,-1
CommonDueDate,sch200-08,0.8,1200,-1
CommonDueDate,sch200-09,0.4,1200,-1
CommonDueDate,sch200-09,0.8,1200,-1
CommonDueDate,sch200-10,0.4,1200,-1
CommonDueDate,sch200-10,0.6,1200,-1
