Instance20PP10Act3Res10TResMinUnc0.0MaxUnc0.0Seed8.dat
97609	68698	29197	68626	64464	79070	85826	54105	24931	28930	
32375	32164	47624	40468	16708	82454	96590	31951	79063	89152	
1327	38384	69599	46474	26076	78961	85711	21529	70374	59593	
93839	18690	31051	14604	80381	121	16129	67332	88277	16973	
7476	4364	34619	55216	41173	32967	51923	42437	22555	68122	
82328	79029	84298	85371	76413	26799	30787	95850	56078	22499	
91928	84964	2520	47881	30889	8977	7125	94247	75451	90938	
84369	5237	18175	73224	22163	26165	14129	47312	9576	97825	
61370	12519	71421	61223	23675	18035	37009	14780	94288	13180	
91606	2304	57217	69285	82629	30158	32932	15291	26828	88324	
22565	27551	54423	80030	68091	36835	63749	7719	64736	34979	
67404	48611	11052	73416	2701	10218	68258	75814	41453	39565	
44438	44046	80322	87088	41551	97039	864	80649	51609	61057	
7441	11087	31159	63826	2071	34956	59655	85834	54422	34881	
53101	97596	76475	33137	14986	25856	57362	26366	87843	51265	
86188	2272	46009	64254	54092	94101	38422	65364	1541	7209	
22384	90462	78539	39307	40766	12908	62387	32229	13591	76118	
67028	78393	75752	87733	80241	88278	88143	80022	80321	25959	
15203	5943	46310	15424	29056	87938	5013	54853	2449	60383	
55998	71884	50063	84613	15823	46066	93665	90432	19049	8233	
0	112433	400052	118661	806332	118661	1212612	118661	1618892	118661	2025172	118661	2431452	118661	2837732	118661	3244012	118661	3650292	118661	4056572	118661	4462852	118661	4869132	118661	5275412	118661	5681692	118661	6087972	118661	6494252	118661	6900532	118661	7306812	118661	7713092	118661	8119372	118661	8525652	118661	8931932	118661	9338212	118661	9744492	118661	10150772	118661	10557052	118661	10963332	118661	11369612	118661	11775892	118661	12182172	118661	12588452	118661	12994732	118661	13401012	118661	13807292	118661	14213572	118661	14619852	118661	15026132	118661	15432412	118661	15838692	118661	16244972	118661	16651252	118661	17057532	118661	17463812	118661	17870092	118661	18276372	118661	18682652	118661	19088932	118661	19495212	118661	19901492	118661	20307772	118661	20714052	118661	21120332	118661	21526612	118661	21932892	118661	22339172	118661	22745452	118661	23151732	118661	23558012	118661	23964292	118661	24370572	118661	24776852	118661	25183132	118661	25589412	118661	25995692	118661	26401972	118661	26808252	118661	27214532	118661	27620812	118661	28027092	118661	28433372	118661	28839652	118661	29245932	118661	29652212	118661	30058492	118661	30464772	118661	30871052	118661	31277332	118661	31683612	118661	32089892	118661	32496172	118661	32902452	118661	33308732	118661	33715012	118661	34121292	118661	34527572	118661	34933852	118661	35340132	118661	35746412	118661	36152692	118661	36558972	118661	36965252	118661	37371532	118661	37777812	118661	38184092	118661	38590372	118661	38996652	118661	39402932	118661	39809212	118661	40215492	118661	40621772	118661	41028052	118661	41434332	118661	
0	2285	482580	57383	1020258	57383	1557936	57383	2095614	57383	2633292	57383	3170970	57383	3708648	57383	4246326	57383	4784004	57383	5321682	57383	5859360	57383	6397038	57383	6934716	57383	7472394	57383	8010072	57383	8547750	57383	9085428	57383	9623106	57383	10160784	57383	10698462	57383	11236140	57383	11773818	57383	12311496	57383	12849174	57383	13386852	57383	13924530	57383	14462208	57383	14999886	57383	15537564	57383	16075242	57383	16612920	57383	17150598	57383	17688276	57383	18225954	57383	18763632	57383	19301310	57383	19838988	57383	20376666	57383	20914344	57383	21452022	57383	21989700	57383	22527378	57383	23065056	57383	23602734	57383	24140412	57383	24678090	57383	25215768	57383	25753446	57383	26291124	57383	26828802	57383	27366480	57383	27904158	57383	28441836	57383	28979514	57383	29517192	57383	30054870	57383	30592548	57383	31130226	57383	31667904	57383	32205582	57383	32743260	57383	33280938	57383	33818616	57383	34356294	57383	34893972	57383	35431650	57383	35969328	57383	36507006	57383	37044684	57383	37582362	57383	38120040	57383	38657718	57383	39195396	57383	39733074	57383	40270752	57383	40808430	57383	41346108	57383	
72867	115186	599903	115186	1126939	115186	1653975	115186	2181011	115186	2708047	115186	3235083	115186	3762119	115186	4289155	115186	4816191	115186	5343227	115186	5870263	115186	6397299	115186	6924335	115186	7451371	115186	7978407	115186	8505443	115186	9032479	115186	9559515	115186	10086551	115186	10613587	115186	11140623	115186	11667659	115186	12194695	115186	12721731	115186	13248767	115186	13775803	115186	14302839	115186	14829875	115186	15356911	115186	15883947	115186	16410983	115186	16938019	115186	17465055	115186	17992091	115186	18519127	115186	19046163	115186	19573199	115186	20100235	115186	20627271	115186	21154307	115186	21681343	115186	22208379	115186	22735415	115186	23262451	115186	23789487	115186	24316523	115186	24843559	115186	25370595	115186	25897631	115186	26424667	115186	26951703	115186	27478739	115186	28005775	115186	28532811	115186	29059847	115186	29586883	115186	30113919	115186	30640955	115186	31167991	115186	31695027	115186	32222063	115186	32749099	115186	33276135	115186	33803171	115186	34330207	115186	34857243	115186	35384279	115186	35911315	115186	36438351	115186	36965387	115186	37492423	115186	38019459	115186	38546495	115186	39073531	115186	39600567	115186	40127603	115186	40654639	115186	41181675	115186	41708711	115186	
99835	73302	793971	73302	1488107	73302	2182243	73302	2876379	73302	3570515	73302	4264651	73302	4958787	73302	5652923	73302	6347059	73302	7041195	73302	7735331	73302	8429467	73302	9123603	73302	9817739	73302	10511875	73302	11206011	73302	11900147	73302	12594283	73302	13288419	73302	13982555	73302	14676691	73302	15370827	73302	16064963	73302	16759099	73302	17453235	73302	18147371	73302	18841507	73302	19535643	73302	20229779	73302	20923915	73302	21618051	73302	22312187	73302	23006323	73302	23700459	73302	24394595	73302	25088731	73302	25782867	73302	26477003	73302	27171139	73302	27865275	73302	28559411	73302	29253547	73302	29947683	73302	30641819	73302	31335955	73302	32030091	73302	32724227	73302	33418363	73302	34112499	73302	34806635	73302	35500771	73302	36194907	73302	36889043	73302	37583179	73302	38277315	73302	38971451	73302	39665587	73302	40359723	73302	41053859	73302	41747995	73302	
