10	10
0	91807	1	68575	2	429	3	5825	4	61283	5	18108	6	99916	7	12625	8	23448	9	110953	
0	14206	1	59711	2	79842	3	29457	4	10961	7	13093	6	77486	5	66435	9	124629	8	44204	
2	63042	1	75946	0	104322	4	57068	3	13183	5	50737	6	36390	7	109375	8	35873	9	22341	
2	29858	1	25856	0	16867	4	55876	3	64661	7	76833	6	29013	5	64898	9	32904	8	118401	
1	72482	0	88171	4	35836	3	36282	2	73320	6	19883	5	138029	9	99768	8	27441	7	37873	
1	22167	0	33285	4	98363	3	71161	2	66695	6	71999	5	126669	9	29344	8	62026	7	90597	
1	17570	2	95007	4	20637	0	59561	3	26909	6	41198	7	25017	9	47570	5	31801	8	27941	
1	40440	2	53508	4	39266	0	28435	3	15923	5	74802	7	16917	8	63301	9	21694	6	105898	
0	54072	2	35660	3	141023	4	27102	1	105854	6	103061	7	7112	9	88435	5	10608	8	5593	
0	62055	2	11479	3	82132	4	92895	1	25799	5	21523	7	82974	8	65087	9	5951	6	72722	
