10	10
0	71525	1	58842	2	26394	3	7321	4	60961	5	20306	6	68012	7	14517	8	16257	9	47069	
0	6861	1	88207	2	43368	3	10861	4	39238	7	12725	6	52577	5	145864	9	53521	8	40907	
2	51784	1	51628	0	93974	4	111709	3	49422	5	10646	6	54532	7	99663	8	79885	9	8896	
2	28349	1	36080	0	10108	4	120360	3	27185	7	72483	6	28644	5	22883	9	11157	8	57383	
1	42800	0	140533	4	96568	3	41473	2	42182	6	66394	5	140515	9	90648	8	48725	7	4913	
1	21436	0	48672	4	127029	3	19120	2	48500	6	114684	5	136543	9	23528	8	73526	7	110003	
1	40944	2	117780	4	9830	0	81436	3	37222	6	48831	7	57657	9	46389	5	11425	8	92707	
1	11675	2	125678	4	36793	0	29426	3	33646	5	62256	7	16112	8	48589	9	14833	6	66832	
0	26275	2	49630	3	86758	4	23721	1	65840	6	43397	7	11943	9	28983	5	28240	8	18881	
0	98295	2	11689	3	94015	4	105755	1	27858	5	24147	7	52019	8	134208	9	24319	6	84089	
