tour,start,end,startPos,endPos
1,214,271,0,2
1,303,351,2,2
1,383,431,2,2
1,463,483,2,0
2,228,268,0,6
2,293,345,6,6
2,360,402,6,5
2,423,465,5,0
3,270,324,0,7
3,341,379,7,5
3,403,437,5,9
3,457,477,9,7
3,494,532,7,5
3,556,590,5,9
3,610,631,9,5
3,646,684,5,5
3,708,742,5,9
3,762,783,9,5
3,798,826,5,5
3,855,889,5,9
3,909,930,9,5
3,945,973,5,5
3,1002,1036,5,9
3,1056,1077,9,5
3,1111,1139,5,5
3,1146,1199,5,0
4,318,374,0,5
4,384,424,5,3
4,450,492,3,0
5,324,346,0,1
5,360,408,1,5
5,418,476,5,7
5,493,540,7,1
5,554,602,1,5
5,612,670,5,7
5,687,734,7,1
5,748,796,1,5
5,806,864,5,7
5,881,928,7,1
5,942,990,1,5
5,1000,1058,5,7
5,1075,1122,7,1
5,1136,1185,1,0
6,326,379,0,8
6,387,439,8,3
6,454,512,3,8
6,520,572,8,3
6,587,645,3,8
6,653,705,8,3
6,720,765,3,8
6,782,834,8,3
6,849,894,3,8
6,911,963,8,3
6,978,1023,3,8
6,1040,1092,8,3
6,1107,1152,3,8
6,1169,1221,8,3
6,1236,1281,3,8
6,1298,1337,8,0
7,340,399,0,8
7,426,468,8,7
7,494,547,7,8
7,574,616,8,7
7,642,695,7,8
7,722,764,8,7
7,774,827,7,8
7,854,891,8,8
7,926,986,8,4
7,1015,1052,4,8
7,1087,1147,8,4
7,1176,1202,4,0
8,362,394,0,7
8,420,447,7,5
8,474,520,5,0
9,383,411,0,9
9,415,451,9,9
9,455,491,9,9
9,499,535,9,9
9,543,567,9,7
9,590,614,7,7
9,637,661,7,7
9,684,708,7,8
9,725,749,8,8
9,766,790,8,8
9,807,831,8,8
9,848,872,8,8
9,889,913,8,8
9,930,954,8,8
9,971,995,8,8
9,1012,1036,8,8
9,1053,1077,8,8
9,1094,1118,8,8
9,1135,1159,8,8
9,1176,1200,8,8
9,1217,1241,8,8
9,1258,1309,8,0
10,389,416,0,6
10,424,458,6,3
10,481,509,3,6
10,517,551,6,3
10,574,602,3,6
10,610,644,6,3
10,667,695,3,6
10,703,737,6,3
10,760,788,3,6
10,796,830,6,3
10,853,881,3,6
10,889,923,6,3
10,934,962,3,6
10,970,1004,6,3
10,1015,1043,3,6
10,1051,1085,6,3
10,1096,1124,3,6
10,1132,1166,6,3
10,1177,1226,3,0
11,392,444,0,0
12,411,440,0,9
12,443,491,9,7
12,502,549,7,3
12,558,589,3,9
12,615,657,9,9
12,666,713,9,3
12,722,753,3,9
12,779,821,9,9
12,830,877,9,3
12,886,917,3,9
12,943,985,9,9
12,994,1041,9,3
12,1050,1081,3,9
12,1107,1149,9,9
12,1158,1205,9,3
12,1214,1250,3,0
13,416,436,0,0
14,417,455,0,2
14,476,524,2,6
14,532,583,6,2
14,604,652,2,6
14,660,711,6,2
14,732,780,2,6
14,788,839,6,2
14,860,908,2,6
14,916,967,6,2
14,988,1036,2,6
14,1044,1095,6,2
14,1116,1164,2,6
14,1172,1225,6,0
15,745,765,0,6
15,770,803,6,6
15,808,841,6,6
15,846,879,6,6
15,884,917,6,6
15,922,955,6,6
15,960,993,6,6
15,998,1031,6,6
15,1036,1069,6,6
15,1074,1107,6,6
15,1136,1183,6,7
15,1218,1238,7,0
16,1046,1088,0,7
16,1118,1164,7,8
16,1179,1207,8,0
17,1056,1086,0,6
17,1103,1139,6,2
17,1161,1200,2,6
17,1217,1268,6,0
