tour,start,end,startPos,endPos
1,258,279,0,3
1,305,352,3,1
1,365,412,1,1
1,425,472,1,1
1,485,532,1,1
1,546,594,1,7
1,623,666,7,5
1,691,734,5,5
1,759,804,5,4
1,836,881,4,4
1,913,958,4,4
1,990,1035,4,4
1,1067,1112,4,4
1,1137,1172,4,0
2,265,299,0,4
2,322,381,4,2
2,401,431,2,4
2,454,481,4,0
3,306,361,0,5
3,396,442,5,5
3,464,497,5,6
3,531,588,6,5
3,595,641,5,5
3,663,696,5,6
3,730,756,6,4
3,762,808,4,5
3,830,863,5,6
3,874,900,6,4
3,906,952,4,5
3,974,1007,5,6
3,1018,1044,6,4
3,1050,1096,4,5
3,1118,1172,5,0
4,334,355,0,7
4,381,411,7,7
4,437,467,7,7
4,493,523,7,7
4,549,569,7,3
4,594,614,3,3
4,639,659,3,3
4,684,704,3,3
4,729,749,3,3
4,774,794,3,3
4,819,839,3,3
4,864,889,3,6
4,912,937,6,6
4,960,1013,6,7
4,1041,1094,7,7
4,1122,1175,7,7
4,1203,1238,7,0
5,347,369,0,8
5,380,429,8,4
5,446,496,4,0
6,358,392,0,7
6,423,443,7,0
7,375,434,0,8
7,460,497,8,6
7,500,544,6,3
7,573,620,3,8
7,646,683,8,6
7,686,730,6,3
7,759,806,3,8
7,832,869,8,6
7,872,916,6,3
7,945,992,3,8
7,1018,1055,8,6
7,1058,1102,6,3
7,1131,1178,3,8
7,1192,1242,8,6
7,1268,1299,6,0
8,985,1024,0,4
8,1028,1054,4,4
8,1063,1109,4,4
8,1113,1139,4,4
8,1148,1194,4,4
8,1198,1224,4,4
8,1233,1263,4,0
