tour,start,end,startPos,endPos
1,217,247,0,6
1,255,309,6,6
1,317,365,6,7
1,385,433,7,7
1,453,501,7,7
1,521,569,7,7
1,589,637,7,7
1,657,705,7,7
1,725,773,7,7
1,793,841,7,7
1,861,909,7,7
1,929,977,7,7
1,997,1045,7,7
1,1065,1113,7,7
1,1133,1193,7,0
2,232,278,0,2
2,299,341,2,4
2,363,404,4,4
2,417,463,4,2
2,484,526,2,4
2,548,589,4,4
2,602,648,4,2
2,669,711,2,4
2,733,774,4,4
2,787,833,4,2
2,854,896,2,4
2,918,959,4,4
2,972,1018,4,2
2,1039,1099,2,7
2,1132,1173,7,4
2,1186,1232,4,2
2,1253,1313,2,0
3,251,303,0,6
3,331,374,6,8
3,395,454,8,4
3,467,487,4,0
4,284,312,0,3
4,323,361,3,3
4,372,410,3,3
4,421,459,3,3
4,470,508,3,3
4,519,557,3,3
4,568,606,3,3
4,617,655,3,3
4,666,704,3,3
4,715,753,3,3
4,764,802,3,3
4,813,851,3,3
4,873,911,3,3
4,933,993,3,5
4,1004,1064,5,5
4,1086,1146,5,5
4,1168,1228,5,5
4,1250,1310,5,5
4,1332,1355,5,0
5,302,324,0,7
5,347,394,7,7
5,417,460,7,6
5,478,521,6,6
5,539,582,6,6
5,600,643,6,6
5,661,704,6,6
5,722,765,6,6
5,783,826,6,6
5,844,887,6,6
5,905,954,6,5
5,957,1006,5,5
5,1009,1058,5,5
5,1061,1098,5,9
5,1111,1148,9,9
5,1183,1229,9,0
6,304,351,0,2
6,384,423,2,8
6,433,472,8,8
6,482,521,8,8
6,531,570,8,8
6,590,629,8,8
6,649,703,8,2
6,724,778,2,2
6,799,853,2,2
6,874,928,2,2
6,949,1003,2,2
6,1024,1078,2,2
6,1100,1127,2,8
6,1135,1174,8,0
7,311,333,0,3
7,368,424,3,3
7,453,473,3,0
8,323,347,0,9
8,358,391,9,3
8,425,454,3,7
8,473,504,7,9
8,515,548,9,3
8,582,611,3,7
8,630,661,7,9
8,672,705,9,3
8,739,768,3,7
8,787,833,7,4
8,836,869,4,3
8,903,932,3,7
8,951,997,7,4
8,1000,1033,4,3
8,1067,1096,3,7
8,1115,1161,7,4
8,1191,1211,4,0
9,328,381,0,3
9,397,434,3,3
9,450,470,3,0
10,328,355,0,7
10,390,414,7,7
10,449,475,7,2
10,493,523,2,0
11,329,378,0,6
11,394,429,6,4
11,453,496,4,0
12,331,360,0,6
12,367,389,6,8
12,394,417,8,5
12,430,490,5,6
12,497,519,6,8
12,524,547,8,5
12,560,620,5,6
12,627,649,6,8
12,654,677,8,5
12,690,750,5,6
12,757,779,6,8
12,783,806,8,5
12,830,890,5,6
12,897,919,6,8
12,923,946,8,5
12,974,1034,5,6
12,1046,1068,6,8
12,1072,1095,8,5
12,1123,1183,5,6
12,1195,1245,6,0
13,336,381,0,8
13,395,436,8,5
13,448,468,5,0
14,339,389,0,4
14,414,460,4,8
14,468,491,8,4
14,516,562,4,8
14,592,615,8,4
14,640,686,4,8
14,716,739,8,4
14,764,796,4,6
14,812,841,6,4
14,875,907,4,6
14,923,952,6,4
14,986,1018,4,6
14,1034,1063,6,4
14,1097,1129,4,6
14,1145,1174,6,4
14,1208,1240,4,6
14,1256,1313,6,0
15,343,373,0,6
15,382,423,6,5
15,444,487,5,6
15,496,537,6,5
15,558,601,5,6
15,610,668,6,5
15,689,732,5,6
15,741,799,6,5
15,820,863,5,6
15,872,930,6,5
15,951,994,5,6
15,1003,1061,6,5
15,1082,1125,5,6
15,1134,1179,6,0
16,348,380,0,7
16,385,417,7,8
16,427,456,8,0
17,349,385,0,6
17,419,478,6,4
17,508,533,4,0
18,353,373,0,3
18,402,433,3,4
18,453,490,4,3
18,519,550,3,4
18,570,607,4,3
18,636,667,3,4
18,687,724,4,3
18,729,760,3,4
18,780,817,4,3
18,822,853,3,4
18,873,910,4,3
18,915,946,3,4
18,966,1003,4,3
18,1008,1039,3,4
18,1059,1096,4,3
18,1099,1130,3,4
18,1150,1206,4,0
19,355,380,0,6
19,411,462,6,6
19,493,544,6,6
19,575,626,6,6
19,657,708,6,6
19,739,790,6,6
19,821,841,6,0
20,359,416,0,4
20,421,474,4,8
20,509,540,8,4
20,574,615,4,4
20,620,673,4,8
20,696,727,8,4
20,761,802,4,4
20,807,860,4,8
20,883,914,8,4
20,948,989,4,4
20,994,1047,4,8
20,1070,1101,8,4
20,1109,1150,4,4
20,1155,1208,4,0
21,360,385,0,8
21,416,476,8,0
22,365,418,0,5
22,435,466,5,5
22,483,514,5,5
22,533,566,5,9
22,590,623,9,9
22,647,680,9,9
22,704,737,9,9
22,770,803,9,9
22,836,869,9,9
22,902,935,9,9
22,968,1001,9,9
22,1034,1067,9,9
22,1100,1158,9,0
23,367,415,0,7
23,446,488,7,6
23,517,551,6,3
23,574,623,3,7
23,654,696,7,6
23,725,759,6,3
23,782,831,3,7
23,862,904,7,6
23,933,967,6,3
23,990,1039,3,7
23,1070,1112,7,6
23,1141,1175,6,3
23,1198,1247,3,7
23,1278,1298,7,0
24,373,401,0,8
24,419,456,8,0
25,376,416,0,5
25,450,485,5,5
25,519,554,5,5
25,588,623,5,5
25,657,692,5,5
25,726,761,5,5
25,795,830,5,5
25,864,895,5,8
25,923,954,8,8
25,982,1013,8,8
25,1041,1072,8,8
25,1100,1131,8,8
25,1159,1190,8,8
25,1214,1245,8,8
25,1270,1319,8,0
26,380,413,0,7
26,441,461,7,0
27,380,408,0,5
27,418,464,5,5
27,474,494,5,0
28,380,433,0,5
28,440,482,5,0
29,381,437,0,1
29,441,475,1,0
30,381,408,0,2
30,425,462,2,7
30,472,522,7,2
30,539,576,2,7
30,586,636,7,2
30,653,690,2,7
30,700,750,7,2
30,767,804,2,7
30,814,864,7,2
30,881,918,2,7
30,928,949,7,7
30,984,1021,7,7
30,1031,1088,7,6
30,1113,1150,6,7
30,1160,1201,7,3
30,1212,1249,3,7
30,1259,1295,7,0
31,382,402,0,3
31,433,488,3,0
32,384,437,0,8
32,468,522,8,8
32,553,607,8,8
32,638,692,8,8
32,723,777,8,8
32,808,862,8,8
32,893,947,8,8
32,978,1032,8,8
32,1063,1117,8,8
32,1148,1183,8,0
33,391,427,0,3
33,461,487,3,9
33,490,513,9,3
33,547,573,3,9
33,576,599,9,3
33,633,659,3,9
33,674,697,9,3
33,731,757,3,9
33,772,795,9,3
33,825,851,3,9
33,866,889,9,3
33,919,945,3,9
33,960,983,9,3
33,1013,1039,3,9
33,1054,1077,9,3
33,1107,1133,3,9
33,1148,1171,9,3
33,1201,1227,3,9
33,1242,1265,9,3
33,1295,1321,3,9
33,1338,1361,9,3
33,1391,1416,3,0
34,393,429,0,4
34,457,506,4,7
34,538,572,7,1
34,581,618,1,4
34,642,691,4,7
34,723,757,7,1
34,766,803,1,4
34,827,876,4,7
34,908,942,7,1
34,951,988,1,4
34,1012,1061,4,7
34,1093,1127,7,1
34,1136,1173,1,4
34,1197,1233,4,0
35,393,415,0,5
35,439,477,5,0
36,398,436,0,5
36,440,463,5,5
36,467,490,5,5
36,494,517,5,5
36,521,544,5,5
36,548,571,5,5
36,575,598,5,5
36,602,625,5,5
36,629,652,5,5
36,656,679,5,5
36,683,706,5,5
36,710,733,5,5
36,737,760,5,5
36,779,802,5,5
36,821,844,5,5
36,867,890,5,5
36,913,936,5,5
36,959,982,5,5
36,1005,1063,5,8
36,1076,1134,8,8
36,1147,1205,8,8
36,1218,1265,8,0
37,398,456,0,0
38,402,447,0,5
38,463,518,5,5
38,553,595,5,5
38,611,666,5,5
38,682,724,5,5
38,740,795,5,5
38,811,853,5,5
38,869,924,5,5
38,940,982,5,5
38,998,1053,5,5
38,1069,1111,5,5
38,1127,1182,5,5
38,1198,1240,5,5
38,1256,1276,5,0
39,413,447,0,0
40,419,447,0,5
40,457,490,5,5
40,500,533,5,5
40,554,587,5,5
40,608,641,5,5
40,662,695,5,5
40,716,749,5,5
40,770,803,5,5
40,824,857,5,5
40,884,917,5,5
40,944,977,5,5
40,1004,1037,5,5
40,1064,1097,5,5
40,1124,1157,5,5
40,1184,1217,5,5
40,1244,1277,5,5
40,1304,1337,5,5
40,1364,1397,5,5
40,1424,1457,5,5
40,1484,1504,5,0
41,717,757,0,1
41,779,804,1,1
41,826,851,1,1
41,873,898,1,1
41,920,945,1,1
41,967,998,1,1
41,1012,1043,1,1
41,1057,1088,1,1
41,1102,1133,1,1
41,1147,1178,1,1
41,1192,1223,1,1
41,1237,1276,1,1
41,1297,1335,1,0
42,723,749,0,8
42,752,782,8,8
42,785,815,8,8
42,818,848,8,8
42,867,897,8,8
42,916,946,8,8
42,965,995,8,8
42,1014,1044,8,8
42,1063,1093,8,8
42,1112,1142,8,8
42,1161,1191,8,8
42,1203,1233,8,8
42,1245,1300,8,0
43,978,998,0,1
43,1003,1035,1,1
43,1040,1072,1,1
43,1076,1108,1,1
43,1112,1144,1,1
43,1158,1190,1,1
43,1204,1236,1,1
43,1250,1282,1,1
43,1296,1338,1,0
44,1016,1046,0,6
44,1070,1121,6,6
44,1145,1196,6,6
44,1220,1253,6,0
45,1022,1074,0,7
45,1108,1158,7,7
45,1185,1214,7,7
45,1248,1268,7,0
46,1057,1077,0,6
46,1105,1152,6,5
