tour,start,end,startPos,endPos
1,205,240,0,4
1,253,303,4,4
1,316,366,4,4
1,379,415,4,8
1,447,467,8,0
2,206,257,0,3
2,269,292,3,5
2,298,321,5,4
2,327,360,4,3
2,372,395,3,5
2,403,426,5,4
2,432,464,4,0
3,223,250,0,6
3,268,327,6,3
3,335,357,3,6
3,375,434,6,3
3,450,482,3,0
4,254,299,0,6
4,310,359,6,4
4,382,402,4,9
4,434,483,9,4
4,506,526,4,9
4,558,607,9,4
4,630,650,4,9
4,682,731,9,4
4,754,774,4,9
4,806,859,9,6
4,862,882,6,9
4,891,919,9,2
4,938,958,2,9
4,967,995,9,2
4,1014,1034,2,9
4,1043,1071,9,2
4,1090,1110,2,9
4,1116,1168,9,0
5,269,291,0,3
5,294,354,3,8
5,373,401,8,3
5,404,464,3,8
5,483,512,8,3
5,517,577,3,8
5,596,625,8,3
5,630,690,3,8
5,709,738,8,3
5,743,803,3,8
5,822,851,8,3
5,856,916,3,8
5,935,964,8,3
5,969,999,3,6
5,1013,1042,6,3
5,1047,1077,3,6
5,1095,1124,6,3
5,1129,1159,3,6
5,1177,1199,6,0
6,290,332,0,6
6,354,388,6,3
6,392,426,3,6
6,448,482,6,3
6,486,520,3,6
6,542,576,6,3
6,580,614,3,6
6,636,670,6,3
6,674,708,3,6
6,713,747,6,3
6,751,785,3,6
6,790,824,6,3
6,828,862,3,6
6,867,901,6,3
6,905,939,3,6
6,954,988,6,3
6,992,1026,3,6
6,1041,1075,6,3
6,1079,1113,3,6
6,1128,1160,6,0
7,294,332,0,7
7,343,389,7,8
7,416,452,8,0
8,301,340,0,7
8,361,418,7,7
8,439,496,7,7
8,517,574,7,7
8,595,625,7,9
8,633,663,9,9
8,671,701,9,9
8,719,749,9,9
8,767,797,9,9
8,815,845,9,9
8,863,893,9,9
8,911,941,9,9
8,959,989,9,9
8,1007,1037,9,9
8,1055,1085,9,9
8,1103,1133,9,9
8,1151,1181,9,9
8,1199,1229,9,9
8,1261,1291,9,9
8,1323,1349,9,0
9,307,360,0,3
9,383,442,3,4
9,477,525,4,1
9,538,597,1,4
9,632,680,4,1
9,693,752,1,4
9,787,835,4,1
9,848,907,1,4
9,942,990,4,1
9,1003,1062,1,4
9,1097,1145,4,1
9,1158,1217,1,4
9,1252,1300,4,1
9,1313,1353,1,0
10,308,354,0,7
10,381,402,7,8
10,429,478,8,0
11,308,362,0,4
11,379,426,4,4
11,460,480,4,0
12,311,341,0,3
12,373,427,3,6
12,431,488,6,7
12,492,546,7,6
12,550,607,6,7
12,611,665,7,6
12,669,726,6,7
12,730,784,7,6
12,813,870,6,7
12,874,928,7,6
12,957,999,6,7
12,1016,1070,7,6
12,1099,1141,6,7
12,1156,1210,7,6
12,1239,1281,6,7
12,1296,1350,7,0
13,315,351,0,6
13,377,435,6,4
13,445,489,4,0
14,320,359,0,5
14,386,418,5,5
14,445,477,5,5
14,504,536,5,5
14,563,595,5,5
14,622,644,5,1
14,669,691,1,1
14,716,738,1,1
14,763,785,1,1
14,810,832,1,1
14,857,879,1,1
14,904,926,1,1
14,951,973,1,1
14,998,1020,1,1
14,1045,1095,1,2
14,1127,1177,2,2
14,1209,1253,2,0
15,323,360,0,2
15,391,440,2,2
15,471,520,2,2
15,551,600,2,2
15,631,680,2,2
15,711,760,2,2
15,791,840,2,2
15,871,920,2,2
15,951,1000,2,2
15,1031,1080,2,2
15,1111,1160,2,2
15,1191,1240,2,2
15,1271,1297,2,0
16,323,362,0,6
16,388,438,6,6
16,464,484,6,0
17,324,361,0,4
17,383,415,4,6
17,438,465,6,4
17,487,519,4,6
17,542,569,6,4
17,591,644,4,5
17,665,697,5,1
17,718,771,1,5
17,792,824,5,1
17,845,900,1,7
17,921,953,7,1
17,974,1029,1,7
17,1050,1082,7,1
17,1103,1158,1,7
17,1179,1211,7,1
17,1244,1268,1,0
18,326,350,0,9
18,356,395,9,5
18,403,459,5,9
18,465,504,9,5
18,512,568,5,9
18,574,613,9,5
18,621,677,5,9
18,699,738,9,5
18,746,772,5,6
18,788,827,6,5
18,835,861,5,6
18,877,916,6,5
18,924,950,5,6
18,966,1005,6,5
18,1013,1039,5,6
18,1055,1094,6,5
18,1102,1128,5,6
18,1144,1183,6,5
18,1191,1217,5,6
18,1233,1272,6,5
18,1280,1306,5,6
18,1322,1361,6,5
18,1369,1393,5,0
19,328,376,0,8
19,386,431,8,6
19,451,490,6,8
19,500,545,8,6
19,565,604,6,8
19,614,659,8,6
19,663,700,6,6
19,705,750,6,6
19,754,791,6,6
19,796,841,6,6
19,871,908,6,6
19,913,958,6,6
19,988,1025,6,6
19,1030,1075,6,6
19,1105,1142,6,6
19,1147,1202,6,5
19,1207,1244,5,6
19,1249,1304,6,5
19,1332,1369,5,6
19,1374,1429,6,5
19,1457,1477,5,0
20,329,372,0,8
20,406,439,8,6
20,459,514,6,0
21,332,359,0,5
21,363,398,5,4
21,411,469,4,5
21,473,503,5,0
22,338,387,0,6
22,397,426,6,6
22,436,465,6,6
22,475,504,6,6
22,522,551,6,6
22,569,598,6,6
22,616,645,6,6
22,663,692,6,6
22,710,739,6,6
22,757,786,6,6
22,804,833,6,6
22,851,880,6,6
22,898,927,6,6
22,945,974,6,6
22,992,1021,6,6
22,1039,1068,6,6
22,1083,1118,6,8
22,1145,1180,8,8
22,1207,1251,8,0
23,339,383,0,4
23,395,423,4,3
23,458,480,3,4
23,492,520,4,3
23,555,575,3,4
23,587,615,4,3
23,650,670,3,4
23,694,722,4,3
23,757,777,3,4
23,801,829,4,3
23,864,924,3,9
23,958,986,9,3
23,1021,1081,3,9
23,1098,1126,9,3
23,1161,1221,3,0
24,340,388,0,8
24,401,423,8,8
24,446,468,8,8
24,491,513,8,8
24,536,558,8,8
24,581,603,8,8
24,626,648,8,8
24,671,693,8,8
24,705,727,8,8
24,739,761,8,8
24,773,795,8,8
24,807,829,8,8
24,841,863,8,8
24,885,907,8,8
24,929,951,8,8
24,973,995,8,8
24,1017,1039,8,8
24,1061,1083,8,8
24,1105,1143,8,8
24,1147,1190,8,0
25,340,363,0,3
25,397,431,3,4
25,456,488,4,8
25,507,545,8,3
25,579,613,3,4
25,638,660,4,8
25,682,720,8,3
25,754,788,3,4
25,811,833,4,8
25,855,893,8,3
25,927,980,3,5
25,1015,1037,5,8
25,1059,1097,8,3
25,1131,1184,3,5
25,1219,1252,5,0
26,341,370,0,6
26,387,442,6,0
27,341,386,0,4
27,389,433,4,0
28,343,379,0,7
28,406,444,7,0
29,343,364,0,3
29,387,421,3,6
29,428,450,6,0
30,345,391,0,5
30,401,440,5,8
30,474,509,8,5
30,520,542,5,5
30,571,610,5,8
30,644,679,8,5
30,690,712,5,5
30,741,778,5,3
30,783,818,3,5
30,829,851,5,5
30,880,923,5,5
30,948,983,5,5
30,994,1043,5,9
30,1051,1094,9,5
30,1119,1154,5,5
30,1165,1214,5,9
30,1222,1257,9,0
31,345,378,0,2
31,394,422,2,0
32,346,366,0,9
32,386,414,9,8
32,433,460,8,8
32,464,502,8,0
33,346,386,0,8
33,390,418,8,5
33,447,481,5,0
34,348,400,0,6
34,409,468,6,3
34,473,526,3,9
34,548,571,9,5
34,604,657,5,9
34,679,702,9,5
34,735,788,5,9
34,810,833,9,5
34,866,919,5,9
34,941,964,9,5
34,997,1050,5,9
34,1072,1095,9,5
34,1128,1181,5,9
34,1203,1226,9,5
34,1259,1312,5,9
34,1334,1357,9,5
34,1390,1433,5,0
35,350,396,0,3
