tour,start,end,startPos,endPos
1,212,234,0,5
1,247,300,5,5
1,306,339,5,9
1,374,425,9,9
1,433,487,9,1
1,501,534,1,9
1,569,620,9,9
1,628,682,9,1
1,696,729,1,9
1,764,815,9,9
1,823,877,9,1
1,891,924,1,9
1,959,1010,9,9
1,1018,1072,9,1
1,1086,1119,1,9
1,1154,1205,9,9
1,1213,1267,9,1
1,1281,1316,1,0
2,266,310,0,9
2,344,397,9,9
2,412,464,9,6
2,481,512,6,9
2,546,599,9,9
2,614,666,9,6
2,683,714,6,9
2,748,801,9,9
2,816,868,9,6
2,885,918,6,8
2,943,996,8,9
2,1011,1063,9,6
2,1080,1113,6,8
2,1138,1158,8,0
3,269,317,0,6
3,334,368,6,4
3,389,429,4,8
3,460,520,8,6
3,537,571,6,4
3,592,632,4,8
3,663,723,8,6
3,740,774,6,4
3,795,835,4,8
3,866,926,8,6
3,943,977,6,4
3,998,1038,4,8
3,1069,1105,8,8
3,1131,1165,8,4
3,1186,1226,4,8
3,1257,1293,8,8
3,1319,1353,8,4
3,1374,1433,4,0
4,275,308,0,1
4,337,370,1,6
4,400,447,6,1
4,476,509,1,6
4,539,586,6,1
4,615,648,1,6
4,678,725,6,1
4,754,811,1,8
4,836,883,8,1
4,912,969,1,8
4,994,1041,8,1
4,1070,1127,1,8
4,1152,1199,8,1
4,1228,1248,1,0
5,276,308,0,4
5,329,360,4,4
5,381,412,4,4
5,433,453,4,0
6,290,331,0,5
6,339,387,5,5
6,407,460,5,5
6,468,516,5,5
6,536,589,5,5
6,597,645,5,5
6,665,718,5,5
6,726,774,5,5
6,800,853,5,5
6,861,889,5,1
6,911,964,1,5
6,972,1000,5,1
6,1022,1075,1,5
6,1083,1111,5,1
6,1133,1163,1,7
6,1171,1199,7,1
6,1221,1241,1,0
7,292,317,0,2
7,324,346,2,2
7,354,385,2,8
7,390,445,8,2
7,451,471,2,0
8,293,349,0,8
8,366,402,8,7
8,413,460,7,8
8,477,513,8,7
8,524,571,7,8
8,588,624,8,7
8,635,682,7,8
8,699,735,8,7
8,746,793,7,8
8,810,846,8,7
8,857,904,7,8
8,921,970,8,7
8,992,1039,7,8
8,1056,1105,8,7
8,1116,1163,7,8
8,1180,1229,8,7
8,1240,1287,7,8
8,1303,1349,8,0
9,304,334,0,4
9,342,397,4,6
9,401,455,6,0
10,305,349,0,7
10,381,423,7,4
10,444,466,4,0
11,310,370,0,7
11,379,432,7,7
11,441,494,7,7
11,503,556,7,7
11,565,618,7,2
11,631,684,2,2
11,697,750,2,2
11,763,816,2,2
11,829,882,2,2
11,895,948,2,2
11,961,1014,2,2
11,1027,1080,2,2
11,1093,1146,2,2
11,1159,1212,2,2
11,1225,1278,2,2
11,1291,1320,2,0
12,314,368,0,9
12,380,421,9,8
12,436,477,8,8
12,492,533,8,8
12,546,587,8,8
12,600,641,8,8
12,654,695,8,8
12,708,749,8,8
12,762,803,8,8
12,816,857,8,8
12,870,911,8,8
12,924,965,8,8
12,997,1038,8,8
12,1070,1111,8,8
12,1143,1184,8,8
12,1216,1247,8,5
12,1275,1306,5,5
12,1334,1365,5,5
12,1383,1415,5,0
13,314,344,0,9
13,347,402,9,6
13,415,457,6,9
13,460,515,9,6
13,528,570,6,9
13,573,628,9,6
13,641,683,6,9
13,686,741,9,6
13,754,796,6,9
13,799,854,9,6
13,867,909,6,9
13,912,967,9,6
13,980,1022,6,9
13,1025,1080,9,6
13,1093,1135,6,9
13,1138,1159,9,0
14,315,365,0,9
14,382,413,9,9
14,430,461,9,9
14,478,509,9,9
14,526,557,9,9
14,574,605,9,9
14,622,653,9,9
14,670,701,9,9
14,718,749,9,9
14,766,815,9,9
14,826,875,9,9
14,886,935,9,9
14,946,995,9,9
14,1006,1055,9,9
14,1086,1126,9,4
