tour,start,end,startPos,endPos
1,252,278,0,7
1,281,332,7,7
1,335,386,7,7
1,389,440,7,7
1,443,494,7,7
1,497,548,7,7
1,551,602,7,7
1,624,645,7,7
1,661,719,7,7
1,728,786,7,7
1,795,853,7,7
1,862,920,7,7
1,929,987,7,7
1,996,1054,7,7
1,1063,1121,7,7
1,1130,1156,7,0
2,274,302,0,7
2,329,368,7,2
2,385,444,2,9
2,462,491,9,7
2,518,557,7,2
2,574,633,2,9
2,651,680,9,7
2,707,746,7,2
2,763,822,2,9
2,840,869,9,7
2,896,947,7,3
2,968,992,3,9
2,1003,1032,9,7
2,1059,1110,7,3
2,1131,1168,3,0
3,280,317,0,3
3,346,369,3,3
3,398,421,3,3
3,429,488,3,0
4,320,373,0,8
4,384,434,8,3
4,459,480,3,8
4,484,534,8,3
4,559,580,3,8
4,584,634,8,3
4,659,680,3,8
4,684,734,8,3
4,745,766,3,8
4,791,842,8,0
5,321,367,0,7
5,371,427,7,7
5,431,487,7,7
5,491,518,7,0
6,328,364,0,4
6,393,450,4,0
7,339,364,0,1
7,399,438,1,4
7,446,480,4,5
7,490,511,5,1
7,530,569,1,4
7,577,611,4,5
7,621,642,5,1
7,661,700,1,4
7,734,768,4,5
7,778,799,5,1
7,818,857,1,4
7,891,924,4,9
7,951,972,9,1
7,988,1027,1,4
7,1061,1094,4,9
7,1121,1142,9,1
7,1162,1201,1,4
7,1235,1268,4,9
7,1297,1318,9,1
7,1338,1377,1,4
7,1411,1431,4,0
8,345,369,0,2
8,374,396,2,1
8,416,474,1,2
8,479,499,2,0
9,345,377,0,8
9,381,416,8,9
9,428,455,9,8
9,486,521,8,9
9,533,560,9,8
9,591,626,8,9
9,638,665,9,8
9,696,731,8,9
9,743,770,9,8
9,801,836,8,9
9,848,875,9,8
9,910,945,8,9
9,957,984,9,8
9,1019,1044,8,8
9,1073,1100,8,8
9,1135,1160,8,8
9,1189,1233,8,6
9,1268,1288,6,0
10,350,383,0,3
10,392,433,3,0
11,351,390,0,7
11,413,434,7,7
11,457,482,7,0
12,359,410,0,6
12,414,438,6,5
12,468,501,5,6
12,505,529,6,5
12,559,592,5,6
12,596,620,6,5
12,650,683,5,6
12,687,738,6,7
12,746,779,7,6
12,783,834,6,7
12,842,875,7,6
12,879,915,6,6
12,937,996,6,6
12,1012,1048,6,6
12,1070,1129,6,6
12,1145,1181,6,6
