tour,start,end,startPos,endPos
1,202,255,0,5
1,273,299,5,5
1,317,343,5,5
1,361,387,5,5
1,405,431,5,5
1,449,475,5,5
1,493,519,5,5
1,546,572,5,5
1,599,625,5,5
1,652,678,5,5
1,705,731,5,5
1,758,784,5,5
1,811,837,5,5
1,864,890,5,5
1,917,943,5,5
1,970,996,5,5
1,1023,1049,5,5
1,1076,1102,5,5
1,1129,1187,5,0
2,257,308,0,7
2,326,359,7,6
2,390,442,6,3
2,453,503,3,7
2,521,554,7,6
2,585,637,6,3
2,648,698,3,7
2,716,749,7,6
2,780,832,6,3
2,843,893,3,7
2,911,944,7,6
2,975,1027,6,3
2,1038,1088,3,7
2,1106,1139,7,6
2,1170,1191,6,6
2,1218,1268,6,7
2,1285,1318,7,6
2,1349,1369,6,0
3,314,351,0,6
3,386,439,6,0
4,316,373,0,9
4,406,437,9,7
4,446,495,7,9
4,528,559,9,7
4,568,617,7,9
4,650,681,9,7
4,691,740,7,9
4,773,804,9,7
4,814,863,7,9
4,895,926,9,7
4,936,985,7,9
4,1017,1048,9,7
4,1058,1107,7,9
4,1139,1170,9,7
4,1180,1229,7,9
4,1261,1321,9,0
5,317,365,0,8
5,391,412,8,2
5,437,462,2,7
5,478,525,7,8
5,551,572,8,2
5,597,622,2,7
5,638,685,7,8
5,710,731,8,2
5,756,781,2,7
5,797,844,7,0
6,322,382,0,3
6,413,442,3,9
6,445,467,9,3
6,498,526,3,0
7,327,373,0,4
7,377,431,4,9
7,434,474,9,2
7,482,535,2,4
7,539,593,4,9
7,596,636,9,2
7,644,697,2,4
7,701,760,4,7
7,765,805,7,2
7,836,876,2,7
7,883,942,7,7
7,947,987,7,2
7,1018,1074,2,3
7,1107,1166,3,7
7,1171,1211,7,2
7,1242,1271,2,0
8,329,349,0,4
8,382,407,4,6
8,436,468,6,4
8,501,521,4,0
9,333,370,0,2
9,373,416,2,5
9,445,465,5,0
10,334,364,0,4
10,379,432,4,4
10,447,495,4,0
11,337,374,0,7
11,389,433,7,0
12,341,377,0,7
12,406,447,7,7
12,476,530,7,0
13,342,373,0,7
13,387,416,7,6
13,420,449,6,6
13,453,497,6,0
14,343,381,0,4
14,411,456,4,9
14,471,511,9,4
14,541,586,4,9
14,601,641,9,4
14,670,715,4,9
14,723,763,9,4
14,792,837,4,9
14,845,885,9,4
14,914,959,4,9
14,993,1028,9,6
14,1051,1096,6,9
14,1122,1157,9,6
14,1180,1200,6,0
15,345,365,0,1
15,381,441,1,5
15,453,477,5,0
16,349,406,0,7
16,415,467,7,7
16,476,513,7,9
16,516,553,9,9
16,575,612,9,9
16,634,671,9,9
16,693,730,9,9
16,752,789,9,9
16,811,848,9,9
16,870,907,9,9
16,929,966,9,9
16,988,1025,9,9
16,1047,1070,9,7
16,1095,1118,7,7
16,1143,1166,7,7
16,1191,1251,7,0
17,349,376,0,2
17,391,416,2,1
17,427,474,1,2
17,488,546,2,2
17,561,586,2,1
17,597,644,1,2
17,658,716,2,2
17,731,756,2,1
17,767,814,1,2
17,828,871,2,8
17,892,915,8,7
17,924,971,7,2
17,985,1007,2,5
17,1034,1057,5,7
17,1066,1113,7,2
17,1127,1149,2,5
17,1176,1233,5,4
17,1262,1309,4,2
17,1323,1355,2,0
18,351,397,0,8
18,424,453,8,8
18,480,530,8,0
19,351,382,0,2
19,397,455,2,5
19,482,508,5,3
19,511,535,3,2
19,550,599,2,9
19,606,632,9,3
19,635,659,3,2
19,674,723,2,9
19,730,756,9,3
19,759,783,3,2
19,798,847,2,9
19,854,889,9,7
19,912,936,7,2
19,971,1020,2,9
19,1027,1062,9,7
19,1085,1109,7,2
19,1144,1193,2,9
19,1200,1220,9,0
20,353,406,0,8
20,431,490,8,3
20,498,541,3,8
20,566,625,8,3
20,633,676,3,8
20,701,760,8,3
20,768,811,3,8
20,836,895,8,3
20,914,957,3,8
20,982,1021,8,7
20,1032,1075,7,8
20,1100,1139,8,7
20,1150,1193,7,8
20,1218,1257,8,7
20,1268,1311,7,0
21,361,418,0,4
21,440,496,4,0
22,363,405,0,2
22,434,489,2,0
23,363,400,0,6
23,405,444,6,0
24,364,407,0,6
24,434,490,6,4
24,512,557,4,4
24,580,615,4,6
24,642,698,6,4
24,723,768,4,4
