tour,start,end,startPos,endPos
1,210,232,0,4
1,238,288,4,6
1,312,349,6,4
1,355,397,4,2
1,412,463,2,0
2,210,268,0,8
2,283,337,8,8
2,352,406,8,8
2,421,475,8,8
2,492,532,8,0
3,235,268,0,1
3,295,332,1,4
3,366,388,4,1
3,415,452,1,4
3,486,515,4,0
4,243,265,0,2
4,288,328,2,9
4,355,389,9,2
4,402,442,2,9
4,469,503,9,2
4,516,556,2,9
4,583,617,9,2
4,630,670,2,9
4,697,731,9,2
4,744,781,2,9
4,791,825,9,2
4,856,893,2,9
4,903,937,9,2
4,968,1005,2,9
4,1015,1049,9,2
4,1080,1117,2,9
4,1127,1161,9,2
4,1188,1208,2,0
5,272,298,0,5
5,307,339,5,5
5,352,384,5,5
5,397,429,5,5
5,451,483,5,5
5,505,537,5,5
5,571,603,5,5
5,637,669,5,5
5,703,735,5,5
5,769,801,5,5
5,822,854,5,5
5,875,907,5,5
5,928,960,5,5
5,981,1013,5,5
5,1034,1066,5,5
5,1087,1119,5,5
5,1140,1176,5,0
6,280,320,0,7
6,348,382,7,2
6,392,426,2,2
6,436,470,2,2
6,480,514,2,2
6,524,558,2,2
6,568,602,2,2
6,612,646,2,2
6,656,690,2,2
6,700,734,2,2
6,744,778,2,2
6,788,822,2,2
6,832,866,2,2
6,876,910,2,2
6,939,973,2,2
6,976,1010,2,2
6,1013,1047,2,2
6,1050,1084,2,2
6,1087,1129,2,6
6,1145,1187,6,6
6,1203,1245,6,6
6,1261,1303,6,6
6,1319,1361,6,6
6,1377,1419,6,6
6,1435,1485,6,0
7,306,359,0,5
7,367,427,5,3
7,458,480,3,0
8,308,362,0,4
8,379,439,4,0
9,316,344,0,6
9,371,393,6,1
9,400,426,1,3
9,432,473,3,6
9,500,522,6,1
9,529,555,1,3
9,561,602,3,6
9,629,651,6,1
9,658,715,1,7
9,724,765,7,6
9,792,814,6,1
9,834,891,1,7
9,906,947,7,6
9,974,996,6,1
9,1016,1073,1,7
9,1088,1129,7,6
9,1156,1178,6,1
9,1198,1255,1,7
9,1270,1311,7,6
9,1338,1360,6,1
9,1376,1422,1,4
9,1435,1463,4,0
10,333,374,0,7
10,384,409,7,2
10,422,443,2,1
10,450,503,1,5
10,508,533,5,2
10,546,567,2,1
10,574,627,1,5
10,632,657,5,2
10,670,691,2,1
10,698,718,1,2
10,725,750,2,2
10,763,784,2,1
10,791,811,1,2
10,818,843,2,2
10,856,888,2,7
10,892,912,7,2
10,919,944,2,2
10,957,989,2,7
10,993,1031,7,4
10,1038,1063,4,2
10,1076,1108,2,7
10,1112,1166,7,0
11,334,376,0,4
11,379,407,4,4
11,410,438,4,4
11,441,482,4,0
12,336,393,0,8
12,397,456,8,5
12,482,541,5,5
12,553,585,5,8
12,589,648,8,5
12,674,733,5,5
12,745,777,5,8
12,783,842,8,5
12,868,927,5,5
12,939,971,5,8
12,977,1036,8,5
12,1062,1121,5,5
12,1133,1165,5,8
12,1171,1230,8,5
12,1256,1315,5,0
13,338,395,0,6
13,406,459,6,8
13,492,545,8,8
13,578,631,8,8
13,664,717,8,8
13,750,803,8,8
13,836,889,8,8
13,922,975,8,8
13,1008,1061,8,8
13,1094,1147,8,8
13,1180,1200,8,0
14,339,388,0,4
14,404,458,4,1
14,468,507,1,8
14,518,557,8,4
14,573,627,4,1
14,637,676,1,8
14,687,726,8,4
14,742,796,4,1
14,806,826,1,0
15,340,397,0,4
15,425,478,4,0
16,343,401,0,2
16,415,464,2,5
16,499,519,5,0
17,344,375,0,7
17,398,446,7,7
17,459,479,7,0
18,345,378,0,3
18,409,441,3,2
18,460,515,2,9
18,538,589,9,3
18,620,652,3,2
18,673,728,2,9
18,751,802,9,3
18,833,865,3,2
18,886,941,2,9
18,964,995,9,9
18,1019,1051,9,2
18,1057,1112,2,9
18,1135,1166,9,9
18,1190,1234,9,0
19,350,385,0,2
19,419,450,2,2
19,484,515,2,2
19,549,580,2,2
19,614,645,2,2
19,679,710,2,2
19,744,775,2,2
19,809,840,2,2
19,874,905,2,2
19,939,970,2,2
19,1004,1035,2,2
19,1069,1100,2,2
19,1134,1165,2,2
19,1199,1224,2,0
20,350,370,0,2
20,379,420,2,4
20,425,453,4,0
21,352,374,0,7
21,387,429,7,7
21,442,462,7,0
22,352,409,0,3
22,427,462,3,3
22,480,533,3,0
23,354,408,0,9
23,419,439,9,0
24,354,380,0,6
24,384,410,6,6
24,414,440,6,6
24,444,470,6,6
24,503,529,6,6
24,562,588,6,6
24,604,630,6,6
24,646,680,6,3
24,683,717,3,3
24,720,754,3,3
24,757,791,3,8
24,797,831,8,8
24,837,871,8,8
24,877,911,8,8
24,917,951,8,8
24,957,991,8,8
24,997,1031,8,8
24,1059,1093,8,8
24,1121,1172,8,0
25,357,399,0,5
25,410,462,5,0
26,359,393,0,5
26,401,430,5,3
26,461,509,3,0
27,361,416,0,3
27,442,495,3,5
27,516,547,5,3
27,573,626,3,5
27,647,678,5,3
27,704,757,3,5
27,778,806,5,1
27,826,879,1,5
27,900,928,5,1
27,948,1001,1,5
27,1022,1050,5,1
27,1070,1123,1,5
27,1144,1172,5,1
27,1192,1245,1,5
27,1266,1286,5,0
28,363,422,0,9
28,432,481,9,8
28,512,553,8,6
28,576,613,6,9
28,623,672,9,8
28,703,744,8,6
28,767,804,6,9
28,814,863,9,8
28,894,935,8,6
28,958,995,6,9
28,1005,1060,9,6
28,1076,1117,6,6
28,1140,1177,6,9
28,1187,1242,9,6
28,1258,1299,6,6
28,1322,1355,6,0
29,365,409,0,5
29,419,445,5,5
29,457,492,5,5
29,502,528,5,5
29,540,575,5,5
29,585,611,5,5
29,623,658,5,5
29,668,694,5,5
29,706,741,5,5
29,751,777,5,5
29,789,824,5,5
29,834,860,5,5
29,872,907,5,5
29,917,943,5,5
29,978,1013,5,5
29,1023,1049,5,5
29,1084,1119,5,5
29,1129,1155,5,5
29,1190,1225,5,5
29,1235,1265,5,0
30,365,391,0,3
30,419,477,3,5
30,493,550,5,9
30,585,623,9,2
30,633,691,2,5
30,707,764,5,9
30,799,837,9,2
30,847,905,2,9
30,938,995,9,9
30,1030,1068,9,2
30,1085,1143,2,9
30,1176,1197,9,0
31,366,417,0,4
31,452,496,4,4
31,515,559,4,4
31,588,632,4,4
31,661,719,4,5
31,743,801,5,5
31,825,883,5,5
31,907,965,5,5
31,989,1018,5,8
31,1051,1080,8,8
31,1103,1132,8,8
31,1155,1184,8,8
31,1207,1236,8,8
31,1259,1306,8,0
32,369,426,0,4
32,447,487,4,2
32,493,529,2,4
32,550,590,4,2
32,612,657,2,8
32,681,721,8,2
32,743,788,2,8
32,812,852,8,2
32,874,919,2,8
32,943,983,8,2
32,1005,1050,2,8
32,1074,1114,8,2
32,1136,1181,2,0
33,370,424,0,6
33,442,486,6,0
34,372,430,0,5
34,449,501,5,0
35,373,430,0,5
35,451,480,5,5
35,501,530,5,5
35,551,580,5,5
35,585,614,5,5
35,618,647,5,5
35,651,680,5,5
35,684,713,5,5
35,717,746,5,5
35,750,779,5,5
35,805,834,5,5
35,860,889,5,5
35,915,944,5,5
35,970,999,5,5
35,1025,1054,5,5
35,1080,1109,5,5
35,1135,1164,5,5
35,1190,1249,5,6
35,1262,1321,6,6
35,1334,1393,6,6
35,1406,1465,6,0
36,378,407,0,7
36,419,473,7,4
36,488,514,4,7
36,526,580,7,4
36,595,621,4,7
36,633,687,7,4
36,702,728,4,7
36,740,794,7,4
36,809,835,4,7
36,847,901,7,4
36,916,942,4,7
36,954,1008,7,4
36,1023,1049,4,7
36,1061,1115,7,4
36,1130,1179,4,5
36,1202,1256,5,4
36,1271,1291,4,0
37,380,408,0,6
37,430,465,6,9
37,468,500,9,5
37,531,573,5,6
37,595,630,6,9
37,633,665,9,5
37,696,738,5,6
37,757,792,6,9
37,795,827,9,5
37,858,896,5,7
37,914,949,7,9
37,952,984,9,5
37,1015,1053,5,7
37,1071,1106,7,9
37,1109,1141,9,5
37,1172,1232,5,0
38,382,437,0,6
38,467,494,6,4
38,512,539,4,4
38,557,584,4,4
38,602,629,4,4
38,647,674,4,4
38,692,719,4,4
38,737,764,4,4
38,782,809,4,4
38,827,848,4,7
38,861,882,7,7
38,895,916,7,7
38,929,950,7,7
38,963,984,7,7
38,997,1018,7,7
38,1031,1052,7,7
38,1065,1086,7,7
38,1099,1120,7,7
38,1133,1154,7,7
38,1167,1227,7,5
38,1237,1297,5,5
38,1307,1367,5,5
38,1377,1437,5,5
38,1447,1467,5,0
39,383,411,0,2
39,444,486,2,2
39,510,552,2,2
39,576,618,2,2
39,642,684,2,2
39,708,739,2,6
39,764,795,6,6
39,820,851,6,6
39,876,907,6,6
39,932,963,6,6
39,988,1019,6,6
39,1044,1075,6,6
39,1100,1131,6,6
39,1156,1187,6,6
39,1212,1243,6,6
39,1268,1308,6,0
40,388,423,0,8
40,429,489,8,8
40,495,555,8,8
40,561,621,8,8
40,627,687,8,8
40,693,753,8,8
40,759,819,8,8
40,825,885,8,8
40,891,951,8,8
40,957,1017,8,8
40,1023,1083,8,8
40,1089,1149,8,8
40,1155,1215,8,8
40,1221,1241,8,0
41,388,414,0,2
41,434,490,2,2
41,509,564,2,2
41,584,640,2,2
41,659,714,2,2
41,734,790,2,2
41,809,864,2,2
41,884,940,2,2
41,959,1014,2,2
41,1034,1090,2,2
41,1109,1164,2,2
41,1184,1240,2,2
41,1259,1279,2,0
42,390,428,0,4
42,450,500,4,6
42,529,562,6,7
42,592,642,7,4
42,664,714,4,6
42,743,776,6,7
42,806,856,7,4
42,878,928,4,6
42,957,978,6,8
42,1006,1056,8,4
42,1069,1119,4,6
42,1148,1176,6,0
43,390,420,0,3
43,437,467,3,0
44,397,444,0,3
44,458,478,3,0
45,403,437,0,9
45,461,512,9,4
45,541,578,4,9
45,602,653,9,4
45,682,719,4,9
45,743,794,9,4
45,823,860,4,9
45,884,935,9,4
45,964,1001,4,9
45,1025,1076,9,4
45,1105,1160,4,5
45,1181,1237,5,0
46,405,455,0,5
46,470,490,5,0
47,413,438,0,6
47,447,494,6,0
48,691,713,0,5
48,729,760,5,7
48,776,804,7,5
48,820,851,5,7
48,867,895,7,5
48,914,945,5,7
48,961,989,7,5
48,1008,1039,5,7
48,1055,1083,7,5
48,1102,1133,5,7
48,1149,1177,7,5
48,1196,1227,5,7
48,1243,1291,7,0
49,726,751,0,7
49,766,812,7,6
49,832,871,6,9
49,878,913,9,7
49,928,974,7,6
49,994,1033,6,9
49,1040,1075,9,7
49,1089,1135,7,6
49,1146,1177,6,0
50,749,773,0,5
50,787,837,5,1
50,843,893,1,1
50,899,949,1,1
50,973,1025,1,6
50,1033,1085,6,6
50,1094,1118,6,6
50,1130,1154,6,6
50,1166,1190,6,6
50,1196,1220,6,6
50,1226,1250,6,6
50,1256,1280,6,6
50,1286,1331,6,0
51,1016,1052,0,4
51,1084,1110,4,8
51,1122,1147,8,4
51,1179,1232,4,0
52,1076,1121,0,2
52,1134,1173,2,2
52,1196,1222,2,0
53,1077,1116,0,4
53,1138,1193,4,0
54,1078,1105,0,5
54,1119,1153,5,7
54,1167,1225,7,0
55,1081,1132,0,7
55,1157,1216,7,7
55,1224,1259,7,5
55,1267,1324,5,0
56,1089,1121,0,6
56,1124,1156,6,9
56,1175,1218,9,5
56,1249,1291,5,0
57,1121,1165,0,9
57,1169,1199,9,8
