tour,start,end,startPos,endPos
1,265,289,0,2
1,309,360,2,2
1,387,446,2,0
2,318,342,0,3
2,347,370,3,7
2,389,437,7,3
2,442,482,3,0
3,327,383,0,9
3,415,449,9,0
4,327,363,0,5
4,371,412,5,3
4,439,459,3,0
5,330,378,0,5
5,400,447,5,4
5,474,516,4,1
5,543,564,1,5
5,586,633,5,4
5,660,702,4,1
5,729,750,1,5
5,772,819,5,4
5,846,888,4,1
5,902,923,1,5
5,945,1001,5,5
5,1029,1071,5,1
5,1085,1106,1,5
5,1128,1154,5,0
6,343,399,0,7
6,409,429,7,7
6,438,495,7,7
6,505,525,7,7
6,534,591,7,7
6,601,621,7,7
6,630,687,7,7
6,697,717,7,7
6,726,783,7,7
6,793,813,7,7
6,822,879,7,7
6,889,909,7,7
6,938,995,7,7
6,1005,1025,7,7
6,1054,1111,7,7
6,1121,1178,7,6
6,1194,1251,6,0
7,345,369,0,8
7,400,447,8,0
8,346,389,0,2
8,418,448,2,2
8,477,497,2,0
9,350,399,0,6
9,431,451,6,0
10,350,385,0,1
10,389,430,1,4
10,458,478,4,0
11,353,412,0,7
11,444,485,7,7
11,517,558,7,7
11,590,631,7,7
11,663,704,7,7
11,736,777,7,7
11,808,849,7,0
12,355,380,0,6
12,396,451,6,4
12,486,512,4,1
12,540,570,1,6
12,586,641,6,4
12,676,702,4,1
12,712,742,1,6
12,758,813,6,4
12,848,874,4,1
12,884,914,1,6
12,930,980,6,9
12,990,1016,9,1
12,1026,1056,1,6
12,1072,1122,6,9
12,1132,1158,9,1
12,1168,1198,1,6
12,1214,1264,6,9
12,1274,1300,9,1
12,1310,1340,1,6
12,1367,1387,6,0
13,355,406,0,6
13,423,479,6,0
14,357,410,0,3
14,432,467,3,3
14,481,516,3,3
14,530,565,3,3
14,579,614,3,3
14,628,663,3,3
14,687,722,3,3
14,746,781,3,3
14,805,840,3,3
14,864,899,3,3
14,923,958,3,3
14,982,1017,3,3
14,1041,1076,3,3
14,1103,1138,3,3
14,1171,1206,3,3
14,1239,1274,3,3
14,1307,1342,3,3
14,1372,1407,3,3
14,1437,1471,3,0
15,360,418,0,6
15,448,502,6,2
15,527,552,2,5
15,563,595,5,6
15,625,679,6,2
15,704,729,2,5
15,740,772,5,6
15,802,836,6,7
15,848,873,7,5
15,884,916,5,6
15,946,993,6,4
15,1017,1042,4,5
15,1053,1085,5,6
15,1115,1171,6,1
15,1192,1215,1,0
16,363,389,0,3
16,409,429,3,5
16,447,476,5,9
16,504,557,9,3
16,577,611,3,2
16,617,646,2,9
16,674,701,9,7
16,710,744,7,2
16,750,779,2,9
16,807,834,9,7
16,867,901,7,2
16,907,936,2,9
16,941,984,9,8
16,1014,1048,8,2
16,1054,1083,2,9
16,1088,1131,9,8
16,1161,1195,8,2
16,1219,1239,2,0
17,367,412,0,6
17,438,471,6,0
18,370,407,0,6
18,425,484,6,6
18,502,535,6,9
18,558,591,9,9
18,614,647,9,9
18,670,703,9,9
18,726,759,9,9
18,782,815,9,9
18,838,871,9,9
18,904,935,9,1
18,964,995,1,1
18,1024,1050,1,8
18,1077,1103,8,8
18,1130,1156,8,8
18,1183,1209,8,8
18,1236,1262,8,8
18,1289,1310,8,0
19,372,401,0,5
19,423,477,5,5
19,499,553,5,5
19,575,629,5,5
19,651,705,5,5
19,727,761,5,4
19,789,813,4,7
19,816,859,7,5
19,864,907,5,5
19,912,955,5,5
19,959,1002,5,5
19,1006,1049,5,5
19,1060,1103,5,5
19,1114,1157,5,5
19,1168,1211,5,5
19,1222,1265,5,5
19,1276,1319,5,5
19,1331,1351,5,0
20,377,436,0,3
20,440,498,3,3
20,502,560,3,3
20,564,616,3,6
20,634,674,6,4
20,709,749,4,4
20,768,808,4,4
20,827,867,4,4
20,886,926,4,4
20,945,985,4,4
20,1004,1044,4,4
20,1063,1103,4,4
20,1122,1159,4,6
20,1173,1210,6,6
20,1224,1261,6,6
20,1275,1312,6,6
20,1326,1363,6,6
20,1377,1414,6,6
