tour,start,end,startPos,endPos
1,209,248,0,4
1,264,295,4,9
1,321,370,9,4
1,386,417,4,9
1,443,492,9,4
1,514,534,4,0
2,222,250,0,5
2,264,321,5,5
2,335,392,5,5
2,419,450,5,3
2,469,492,3,0
3,247,275,0,5
3,284,336,5,6
3,355,394,6,5
3,403,455,5,6
3,474,513,6,5
3,522,574,5,6
3,577,616,6,5
3,625,677,5,6
3,680,719,6,5
3,728,780,5,6
3,783,822,6,5
3,831,873,5,5
3,876,915,5,5
3,924,966,5,5
3,969,1008,5,5
3,1017,1059,5,5
3,1062,1101,5,5
3,1110,1152,5,5
3,1155,1194,5,5
3,1203,1262,5,0
4,256,278,0,4
4,288,312,4,5
4,347,368,5,4
4,378,402,4,5
4,437,457,5,0
5,268,308,0,4
5,342,388,4,3
5,417,461,3,0
6,286,334,0,8
6,364,415,8,8
6,445,496,8,8
6,526,557,8,5
6,567,598,5,5
6,608,639,5,5
6,649,701,5,5
6,729,781,5,5
6,809,861,5,5
6,889,941,5,5
6,969,1021,5,5
6,1049,1101,5,5
6,1129,1181,5,5
6,1209,1261,5,5
6,1289,1341,5,8
6,1345,1397,8,8
6,1401,1453,8,8
6,1457,1490,8,0
7,297,318,0,1
7,321,344,1,1
7,347,370,1,1
7,373,396,1,1
7,399,422,1,1
7,450,510,1,0
8,307,332,0,5
8,357,411,5,3
8,421,454,3,5
8,479,533,5,0
9,309,335,0,6
9,366,416,6,6
9,447,477,6,0
10,315,361,0,7
10,370,408,7,5
10,417,476,5,3
10,511,551,3,7
10,560,598,7,5
10,607,666,5,3
10,701,741,3,7
10,750,771,7,9
10,774,833,9,3
10,868,908,3,7
10,917,938,7,9
10,941,1000,9,3
10,1003,1043,3,7
10,1052,1073,7,9
10,1076,1135,9,3
10,1138,1169,3,3
10,1175,1196,3,9
10,1199,1258,9,3
10,1282,1313,3,3
10,1319,1366,3,0
11,321,357,0,7
11,371,393,7,7
11,406,458,7,7
11,472,494,7,7
11,507,559,7,7
11,573,595,7,7
11,608,660,7,7
11,674,696,7,7
11,709,761,7,7
11,775,797,7,7
11,810,862,7,7
11,876,898,7,7
11,923,975,7,7
11,979,1001,7,7
11,1026,1078,7,7
11,1082,1104,7,7
11,1129,1189,7,2
11,1192,1245,2,9
11,1258,1278,9,0
12,321,362,0,8
12,379,413,8,5
12,447,487,5,8
12,520,554,8,5
12,588,628,5,8
12,661,695,8,5
12,729,769,5,8
12,802,836,8,5
12,870,910,5,8
12,943,977,8,5
12,1011,1051,5,8
12,1081,1115,8,5
12,1149,1189,5,8
12,1219,1253,8,0
13,327,361,0,1
13,384,435,1,1
13,458,509,1,1
13,532,583,1,1
13,606,653,1,1
13,675,734,1,7
13,763,822,7,7
13,851,910,7,7
13,939,998,7,7
13,1027,1086,7,7
13,1115,1145,7,4
13,1180,1210,4,4
13,1223,1244,4,0
14,328,383,0,5
14,406,462,5,0
15,331,354,0,2
15,364,410,2,8
15,413,451,8,8
15,482,504,8,2
15,514,560,2,8
15,563,618,8,5
15,644,666,5,2
15,676,722,2,8
15,743,785,8,3
15,796,818,3,2
15,853,899,2,8
15,920,962,8,3
15,973,995,3,2
15,1030,1076,2,8
15,1089,1131,8,3
15,1142,1164,3,2
15,1199,1228,2,8
15,1259,1301,8,3
15,1312,1334,3,2
15,1369,1398,2,8
15,1429,1449,8,0
16,332,371,0,2
16,374,416,2,7
16,423,443,7,0
17,333,390,0,2
17,407,428,2,2
17,445,477,2,0
18,334,355,0,1
18,365,406,1,1
18,416,455,1,0
19,335,357,0,8
19,377,412,8,5
19,436,477,5,0
20,336,394,0,9
20,423,471,9,7
20,490,529,7,9
20,558,606,9,7
20,625,657,7,4
20,685,733,4,7
20,752,784,7,4
20,812,860,4,7
20,879,911,7,4
20,939,987,4,7
20,1006,1038,7,4
20,1066,1114,4,7
20,1133,1165,7,4
20,1193,1236,4,4
20,1248,1280,4,4
20,1308,1328,4,0
21,339,373,0,9
21,384,419,9,1
21,451,488,1,9
21,499,534,9,1
21,566,603,1,9
21,634,669,9,1
21,701,738,1,9
21,769,804,9,1
21,836,873,1,9
21,904,939,9,1
21,961,998,1,9
21,1023,1058,9,1
21,1080,1117,1,9
21,1142,1177,9,1
21,1199,1219,1,0
22,340,382,0,8
22,409,447,8,6
22,452,473,6,2
22,502,548,2,8
22,575,613,8,6
22,618,639,6,2
22,664,710,2,8
22,737,775,8,6
22,780,801,6,2
22,826,872,2,8
22,899,937,8,6
22,942,963,6,2
22,988,1034,2,8
22,1061,1099,8,6
22,1104,1159,6,0
23,341,361,0,6
23,370,399,6,6
23,408,437,6,6
23,446,483,6,2
23,499,536,2,2
23,550,587,2,2
23,601,638,2,2
23,652,689,2,2
23,703,741,2,3
23,747,799,3,3
23,806,858,3,3
23,865,917,3,3
23,924,976,3,3
23,983,1035,3,3
23,1042,1094,3,3
23,1101,1153,3,3
23,1160,1212,3,3
23,1219,1271,3,3
23,1278,1330,3,3
23,1337,1389,3,3
23,1396,1427,3,0
24,341,378,0,4
24,391,426,4,2
24,453,475,2,0
25,342,376,0,9
25,404,449,9,7
25,477,516,7,4
25,525,585,4,9
25,613,658,9,7
25,686,725,7,4
25,734,756,4,3
25,787,832,3,7
25,860,899,7,4
25,908,930,4,3
25,961,1006,3,7
25,1034,1073,7,4
25,1082,1104,4,3
25,1135,1180,3,7
25,1191,1213,7,0
26,342,393,0,9
26,396,416,9,6
26,426,459,6,9
26,462,482,9,6
26,492,525,6,9
26,528,548,9,6
26,558,591,6,9
26,594,614,9,6
26,624,657,6,9
26,660,680,9,6
26,690,723,6,9
26,726,746,9,6
26,756,789,6,9
26,792,812,9,6
26,822,855,6,9
26,858,878,9,6
26,888,921,6,9
26,924,944,9,6
26,966,999,6,9
26,1002,1022,9,6
26,1044,1077,6,9
26,1080,1100,9,6
26,1122,1155,6,9
26,1158,1204,9,8
26,1210,1243,8,9
26,1277,1323,9,8
26,1329,1383,8,0
27,343,379,0,9
27,405,448,9,9
27,474,494,9,0
28,347,405,0,2
28,432,476,2,0
29,348,398,0,6
29,421,475,6,5
29,508,528,5,0
30,348,382,0,7
30,391,417,7,7
30,426,452,7,7
30,461,487,7,7
30,496,522,7,7
30,531,557,7,7
30,566,592,7,7
30,601,627,7,7
30,636,662,7,7
30,671,697,7,7
30,706,732,7,7
30,741,767,7,7
30,776,819,7,0
31,349,393,0,9
31,399,424,9,4
31,458,497,4,0
32,351,379,0,2
32,401,435,2,1
32,455,498,1,2
32,520,554,2,1
32,569,612,1,2
32,634,665,2,5
32,688,731,5,2
32,753,784,2,5
32,807,847,5,4
32,862,893,4,5
32,916,956,5,4
32,971,1002,4,5
32,1025,1065,5,4
32,1080,1111,4,5
32,1143,1183,5,4
