tour,start,end,startPos,endPos
1,223,273,0,2
1,297,325,2,1
1,358,387,1,2
1,411,466,2,0
2,226,286,0,5
2,304,359,5,9
2,377,415,9,4
2,440,476,4,5
2,494,549,5,9
2,567,605,9,4
2,630,666,4,5
2,684,739,5,9
2,757,795,9,4
2,805,841,4,5
2,859,914,5,9
2,932,970,9,4
2,980,1016,4,5
2,1034,1089,5,9
2,1107,1145,9,4
2,1157,1193,4,5
2,1211,1266,5,9
2,1276,1296,9,0
3,242,265,0,8
3,270,292,8,5
3,326,362,5,4
3,389,424,4,8
3,429,451,8,5
3,485,521,5,4
3,548,583,4,8
3,588,610,8,5
3,644,680,5,4
3,707,742,4,8
3,747,769,8,5
3,803,839,5,4
3,866,901,4,8
3,906,928,8,5
3,962,998,5,4
3,1025,1070,4,4
3,1104,1126,4,5
3,1160,1196,5,4
3,1223,1268,4,4
3,1302,1322,4,0
4,248,281,0,5
4,314,352,5,5
4,385,405,5,2
4,418,452,2,0
5,266,293,0,4
5,304,355,4,4
5,366,417,4,4
5,428,479,4,4
5,490,514,4,6
5,536,560,6,6
5,582,606,6,6
5,628,652,6,6
5,674,698,6,6
5,711,735,6,6
5,748,772,6,6
5,785,809,6,6
5,822,846,6,6
5,859,883,6,6
5,896,920,6,6
5,933,957,6,6
5,970,994,6,6
5,1007,1031,6,6
5,1044,1068,6,6
5,1101,1125,6,6
5,1158,1188,6,0
6,271,320,0,4
6,351,391,4,4
6,422,462,4,4
6,493,513,4,0
7,281,302,0,9
7,325,368,9,7
7,398,428,7,4
7,455,499,4,9
7,522,565,9,7
7,595,625,7,4
7,652,696,4,9
7,719,762,9,7
7,792,822,7,4
7,849,893,4,9
7,916,959,9,7
7,989,1019,7,4
7,1046,1090,4,9
7,1113,1156,9,7
7,1186,1211,7,0
8,289,345,0,3
8,361,421,3,8
8,432,462,8,3
8,478,538,3,8
8,549,579,8,3
8,595,655,3,8
8,666,696,8,3
8,712,754,3,1
8,770,800,1,3
8,816,858,3,1
8,874,904,1,3
8,920,962,3,1
8,978,1008,1,3
8,1024,1066,3,1
8,1082,1115,1,6
8,1136,1178,6,1
8,1194,1217,1,0
9,297,323,0,8
9,357,397,8,8
9,431,471,8,0
10,298,335,0,8
10,361,412,8,8
10,438,489,8,8
10,515,540,8,9
10,567,592,9,9
10,619,644,9,9
10,671,696,9,9
10,723,748,9,9
10,775,800,9,9
10,827,852,9,9
10,867,892,9,9
10,907,932,9,9
10,947,972,9,9
10,1001,1026,9,9
10,1055,1080,9,9
10,1109,1134,9,9
10,1163,1188,9,9
10,1217,1242,9,9
10,1271,1296,9,9
10,1325,1345,9,0
11,298,332,0,3
11,357,405,3,3
11,430,478,3,3
11,503,551,3,3
11,576,624,3,3
11,649,697,3,3
11,722,770,3,3
11,790,838,3,3
11,858,884,3,4
11,915,941,4,4
11,951,977,4,4
11,987,1013,4,4
11,1023,1049,4,4
11,1059,1085,4,4
11,1095,1150,4,0
12,308,354,0,5
12,385,436,5,5
12,467,499,5,0
13,319,352,0,4
13,369,419,4,8
13,448,500,8,4
13,519,566,4,4
13,583,633,4,8
13,662,714,8,4
13,733,780,4,4
13,797,847,4,8
13,876,928,8,4
13,947,994,4,4
13,1011,1061,4,8
13,1090,1142,8,4
13,1161,1208,4,4
13,1226,1276,4,8
13,1305,1357,8,4
13,1376,1423,4,4
13,1433,1483,4,0
14,320,345,0,6
14,371,394,6,2
14,412,445,2,4
14,475,495,4,6
14,521,544,6,2
14,562,595,2,4
14,625,645,4,6
14,671,694,6,2
14,712,745,2,4
14,775,795,4,6
14,809,832,6,2
14,850,883,2,4
14,913,933,4,6
14,955,978,6,2
14,1007,1057,2,5
14,1071,1091,5,6
14,1113,1158,6,1
14,1164,1184,1,0
15,320,342,0,6
15,366,392,6,9
15,423,470,9,2
15,493,526,2,0
16,321,344,0,6
16,357,403,6,3
16,431,459,3,6
16,472,518,6,3
16,546,585,3,7
16,610,656,7,3
16,684,731,3,6
16,765,811,6,3
16,839,886,3,6
16,920,966,6,3
16,994,1041,3,6
16,1075,1121,6,3
16,1149,1169,3,0
17,327,366,0,7
17,392,440,7,7
17,449,497,7,7
17,523,571,7,7
17,580,628,7,7
17,654,702,7,7
17,711,759,7,7
17,785,821,7,8
17,853,901,8,7
17,927,963,7,8
17,995,1043,8,7
17,1069,1105,7,8
17,1113,1154,8,0
18,334,378,0,7
18,398,440,7,3
18,444,503,3,0
19,334,354,0,3
19,377,428,3,5
19,440,479,5,3
19,502,532,3,6
19,558,597,6,3
19,620,650,3,6
19,676,715,6,3
19,738,768,3,6
19,794,833,6,3
19,856,914,3,8
19,938,977,8,3
19,1000,1058,3,8
19,1082,1121,8,3
19,1139,1197,3,8
19,1221,1275,8,0
20,335,357,0,7
20,369,399,7,8
20,424,452,8,2
20,472,492,2,7
20,504,534,7,8
20,559,587,8,2
20,607,627,2,7
20,631,661,7,8
20,686,714,8,2
20,734,754,2,7
20,780,810,7,8
20,838,866,8,2
20,886,906,2,7
20,932,974,7,2
20,1003,1031,2,2
20,1051,1071,2,7
20,1097,1139,7,2
20,1168,1226,2,0
21,336,366,0,4
21,394,424,4,3
21,450,483,3,5
21,490,540,5,4
21,568,598,4,3
21,624,657,3,5
21,664,714,5,4
21,742,772,4,3
21,798,831,3,5
21,838,888,5,4
21,911,941,4,3
21,967,1000,3,5
21,1007,1057,5,4
21,1080,1110,4,3
21,1141,1192,3,0
22,338,371,0,5
22,397,444,5,9
22,449,507,9,0
23,345,389,0,6
23,416,475,6,5
23,495,521,5,4
23,555,596,4,6
23,623,682,6,5
23,702,728,5,4
23,762,803,4,6
23,830,889,6,5
23,909,935,5,4
23,969,1010,4,6
23,1037,1096,6,5
23,1116,1142,5,4
23,1176,1217,4,6
23,1244,1303,6,5
23,1323,1349,5,4
23,1383,1424,4,6
23,1451,1471,6,0
24,346,366,0,7
24,386,434,7,7
24,455,492,7,7
24,512,551,7,6
24,567,604,6,7
24,624,663,7,6
24,679,716,6,7
24,736,775,7,6
24,791,828,6,7
24,848,887,7,6
24,893,930,6,7
24,950,989,7,6
24,995,1032,6,7
24,1052,1091,7,6
24,1097,1141,6,1
24,1149,1169,1,0
25,346,392,0,9
25,401,452,9,6
25,462,520,6,0
26,347,387,0,5
26,413,437,5,7
26,446,470,7,7
26,502,526,7,7
26,558,582,7,7
26,614,638,7,7
26,670,694,7,7
26,726,750,7,7
26,782,806,7,7
26,838,862,7,7
26,894,949,7,4
26,953,1008,4,4
26,1012,1067,4,4
26,1071,1126,4,4
26,1130,1174,4,0
27,347,371,0,5
27,401,461,5,5
27,492,522,5,5
27,552,612,5,5
27,619,649,5,5
27,679,721,5,3
27,733,763,3,5
27,793,835,5,3
27,847,877,3,5
27,905,947,5,3
27,968,998,3,5
27,1026,1068,5,3
27,1089,1119,3,5
27,1147,1189,5,3
27,1210,1230,3,0
28,348,397,0,4
28,414,468,4,4
28,471,513,4,7
28,543,580,7,5
28,604,658,5,4
28,661,703,4,7
28,733,781,7,4
28,811,865,4,4
28,868,910,4,7
28,940,988,7,4
28,1018,1072,4,4
28,1075,1117,4,7
28,1147,1195,7,0
29,350,409,0,5
29,435,465,5,7
29,499,533,7,5
29,557,588,5,5
29,614,644,5,7
29,678,712,7,5
29,736,767,5,5
29,785,829,5,3
29,843,877,3,5
29,901,932,5,5
29,950,994,5,3
29,1008,1042,3,5
29,1066,1097,5,5
29,1115,1159,5,3
