tour,start,end,startPos,endPos
1,207,232,0,3
1,239,279,3,3
1,302,342,3,3
1,365,392,3,8
1,396,435,8,0
2,222,272,0,5
2,300,336,5,5
2,364,400,5,5
2,428,474,5,0
3,227,280,0,9
3,286,324,9,4
3,345,385,4,9
3,391,429,9,4
3,450,490,4,9
3,512,550,9,4
3,571,611,4,9
3,633,671,9,4
3,697,743,4,4
3,774,812,4,4
3,838,884,4,4
3,915,953,4,4
3,979,1025,4,4
3,1056,1094,4,4
3,1120,1166,4,4
3,1197,1235,4,4
3,1261,1307,4,4
3,1338,1363,4,0
4,232,257,0,5
4,261,298,5,6
4,329,373,6,1
4,393,449,1,5
4,453,490,5,6
4,518,562,6,1
4,582,638,1,5
4,646,683,5,6
4,711,755,6,1
4,775,831,1,5
4,839,876,5,8
4,896,940,8,1
4,960,1016,1,5
4,1024,1061,5,8
4,1081,1125,8,1
4,1148,1204,1,5
4,1218,1240,5,0
5,241,283,0,9
5,286,311,9,9
5,314,356,9,2
5,368,411,2,8
5,429,465,8,0
6,242,266,0,3
6,280,315,3,3
6,329,364,3,3
6,378,413,3,3
6,427,476,3,0
7,295,339,0,3
7,361,387,3,5
7,391,420,5,3
7,442,468,3,5
7,491,520,5,3
7,542,568,3,5
7,591,620,5,3
7,642,668,3,5
7,703,732,5,3
7,754,780,3,5
7,815,844,5,3
7,866,892,3,5
7,927,956,5,3
7,978,1004,3,5
7,1039,1068,5,3
7,1090,1116,3,5
7,1151,1180,5,3
7,1202,1252,3,0
8,296,345,0,8
8,366,411,8,2
8,416,453,2,8
8,474,519,8,2
8,524,561,2,8
8,582,627,8,2
8,632,669,2,8
8,690,735,8,2
8,740,777,2,8
8,798,843,8,2
8,874,911,2,8
8,932,977,8,2
8,1008,1045,2,8
8,1066,1111,8,2
8,1142,1173,2,0
9,301,360,0,4
9,365,406,4,7
9,425,459,7,9
9,466,515,9,4
9,520,561,4,7
9,580,614,7,9
9,625,674,9,4
9,679,720,4,7
9,739,790,7,8
9,818,867,8,4
9,872,921,4,4
9,936,987,4,8
9,1015,1064,8,4
9,1091,1140,4,4
9,1155,1206,4,8
9,1234,1255,8,0
10,304,328,0,6
10,347,370,6,6
10,384,420,6,6
10,439,487,6,1
10,512,548,1,6
10,567,615,6,1
10,640,676,1,6
10,705,753,6,1
10,778,814,1,6
10,833,881,6,1
10,906,942,1,6
10,961,1009,6,1
10,1034,1070,1,6
10,1089,1137,6,1
10,1162,1198,1,6
10,1217,1265,6,1
10,1290,1326,1,6
10,1345,1381,6,0
11,305,331,0,9
11,350,384,9,5
11,389,442,5,0
12,306,347,0,8
12,378,436,8,1
12,465,488,1,1
12,497,536,1,8
12,567,625,8,1
12,654,713,1,1
12,733,790,1,9
12,793,851,9,1
12,880,939,1,1
12,959,1016,1,9
12,1019,1077,9,1
12,1106,1131,1,2
12,1156,1213,2,9
12,1216,1274,9,1
12,1303,1328,1,2
12,1353,1410,2,9
12,1413,1464,9,0
13,308,351,0,7
13,364,409,7,7
13,422,467,7,7
13,480,525,7,7
13,538,583,7,7
