tour,start,end,startPos,endPos
1,238,279,0,6
1,288,336,6,8
1,356,381,8,8
1,396,447,8,6
1,456,504,6,8
1,524,549,8,8
1,564,615,8,6
1,624,672,6,8
1,692,717,8,8
1,732,783,8,6
1,792,840,6,8
1,860,885,8,8
1,900,951,8,6
1,971,1019,6,8
1,1039,1064,8,8
1,1089,1140,8,6
1,1160,1208,6,8
1,1235,1295,8,0
2,271,306,0,6
2,317,361,6,6
2,372,416,6,6
2,427,471,6,6
2,482,526,6,6
2,537,581,6,6
2,592,636,6,6
2,647,691,6,6
2,702,746,6,6
2,757,801,6,6
2,812,855,6,6
2,886,929,6,6
2,960,1003,6,6
2,1034,1077,6,6
2,1108,1151,6,6
2,1182,1202,6,0
3,293,346,0,6
3,375,431,6,6
3,460,507,6,0
4,294,347,0,6
4,378,404,6,5
4,435,487,5,5
4,509,556,5,6
4,577,612,6,9
4,641,693,9,5
4,715,762,5,6
4,783,822,6,2
4,837,889,2,5
4,908,955,5,6
4,976,1018,6,8
4,1028,1080,8,5
4,1099,1146,5,6
4,1167,1187,6,0
5,295,337,0,4
5,341,372,4,7
5,407,428,7,9
5,449,480,9,7
5,515,562,7,2
5,597,628,2,7
5,663,721,7,4
5,724,755,4,7
5,790,848,7,4
5,851,882,4,7
5,917,975,7,4
5,978,1009,4,7
5,1044,1102,7,4
5,1105,1136,4,7
5,1171,1229,7,4
5,1232,1263,4,7
5,1298,1356,7,4
5,1359,1379,4,0
6,298,355,0,3
6,378,429,3,6
6,440,489,6,0
7,299,353,0,7
7,368,395,7,9
7,398,449,9,7
7,464,491,7,9
7,494,545,9,7
7,560,587,7,9
7,590,641,9,7
7,656,683,7,9
7,686,737,9,7
7,752,779,7,9
7,782,833,9,7
7,848,875,7,9
7,878,929,9,7
7,944,971,7,9
7,1001,1052,9,7
7,1067,1094,7,9
7,1124,1175,9,7
7,1190,1210,7,0
8,311,351,0,5
8,376,405,5,2
8,421,447,2,0
9,312,340,0,7
9,345,379,7,7
9,384,418,7,7
9,423,457,7,7
9,462,496,7,7
9,501,535,7,7
9,540,574,7,7
9,579,613,7,7
9,639,673,7,7
9,699,733,7,7
9,759,793,7,7
9,819,853,7,7
9,879,913,7,7
9,939,973,7,7
9,999,1033,7,7
9,1059,1093,7,7
9,1119,1153,7,7
9,1172,1206,7,7
9,1225,1280,7,0
10,313,358,0,5
10,378,403,5,5
10,418,469,5,5
10,489,524,5,0
11,317,360,0,3
11,366,397,3,3
11,403,434,3,3
11,440,471,3,3
11,477,508,3,3
11,514,545,3,3
11,551,582,3,3
11,588,619,3,3
11,636,667,3,3
11,684,715,3,3
11,732,763,3,3
11,780,811,3,3
11,828,859,3,3
11,876,907,3,3
11,924,955,3,3
11,959,990,3,3
11,994,1036,3,6
11,1064,1106,6,6
11,1134,1176,6,6
11,1204,1258,6,0
12,323,347,0,6
12,373,421,6,5
12,444,475,5,6
12,501,542,6,7
12,561,592,7,6
12,618,646,6,8
12,677,707,8,7
12,713,741,7,8
12,772,800,8,6
12,825,853,6,8
12,884,912,8,6
12,937,965,6,8
12,996,1024,8,6
12,1049,1077,6,8
12,1108,1136,8,6
12,1161,1195,6,0
13,323,354,0,5
13,365,418,5,5
13,429,482,5,5
13,493,546,5,5
13,557,610,5,5
13,621,674,5,5
13,685,728,5,8
13,762,786,8,6
13,818,842,6,6
13,874,898,6,6
13,930,954,6,6
13,969,993,6,6
13,1008,1032,6,6
13,1047,1071,6,6
13,1086,1110,6,6
13,1125,1149,6,6
13,1164,1207,6,0
14,325,362,0,9
14,387,430,9,7
14,440,463,7,9
14,488,531,9,7
14,541,564,7,9
14,589,632,9,7
14,642,665,7,9
14,690,733,9,7
14,743,766,7,9
14,791,834,9,7
14,844,867,7,9
14,892,935,9,7
14,947,970,7,9
14,995,1038,9,7
14,1050,1073,7,9
14,1098,1141,9,7
14,1153,1176,7,9
14,1201,1244,9,7
14,1256,1279,7,9
14,1304,1324,9,0
15,327,355,0,9
15,372,417,9,9
15,434,479,9,9
15,496,516,9,0
16,329,364,0,6
16,381,430,6,9
16,438,480,9,0
17,331,381,0,6
17,391,423,6,8
17,441,484,8,0
18,334,354,0,1
18,376,400,1,1
18,422,446,1,1
18,468,492,1,1
18,514,538,1,1
18,560,584,1,1
18,606,666,1,3
18,676,736,3,3
18,746,806,3,3
18,816,876,3,3
18,886,946,3,3
18,956,1016,3,3
18,1026,1086,3,3
18,1096,1156,3,3
18,1169,1229,3,3
18,1242,1266,3,0
19,336,371,0,4
19,379,430,4,6
19,434,492,6,5
19,505,527,5,4
19,542,593,4,6
19,597,655,6,5
19,668,706,5,4
19,711,762,4,6
19,790,823,6,6
19,837,875,6,4
19,880,931,4,6
19,959,992,6,6
19,1006,1044,6,4
19,1049,1100,4,6
19,1128,1161,6,6
19,1175,1213,6,4
19,1218,1269,4,6
19,1297,1334,6,0
20,338,371,0,7
20,396,450,7,7
20,475,529,7,7
20,551,605,7,7
20,627,681,7,7
20,703,757,7,7
20,779,833,7,7
20,855,909,7,7
20,931,985,7,7
20,1013,1067,7,7
20,1095,1149,7,7
20,1177,1207,7,0
21,339,398,0,6
21,407,452,6,4
21,472,502,4,6
21,532,587,6,6
21,596,630,6,7
