tour,start,end,startPos,endPos
1,209,250,0,7
1,262,313,7,6
1,325,371,6,6
1,386,439,6,7
1,451,502,7,6
1,514,560,6,6
1,575,628,6,7
1,640,691,7,6
1,703,749,6,6
1,764,817,6,7
1,830,881,7,6
1,893,953,6,3
1,967,1020,3,7
1,1033,1084,7,6
1,1096,1156,6,3
1,1170,1223,3,7
1,1236,1273,7,1
1,1294,1354,1,3
1,1383,1407,3,0
2,217,265,0,6
2,296,340,6,4
2,352,389,4,6
2,399,451,6,6
2,482,526,6,4
2,538,575,4,6
2,585,637,6,6
2,668,690,6,4
2,698,735,4,6
2,745,797,6,6
2,828,880,6,8
2,915,952,8,6
2,962,1014,6,6
2,1045,1097,6,8
2,1132,1169,8,6
2,1179,1231,6,6
2,1262,1290,6,0
3,249,292,0,9
3,307,345,9,5
3,362,390,5,6
3,393,430,6,1
3,463,491,1,6
3,494,531,6,1
3,564,592,1,6
3,595,632,6,1
3,665,693,1,6
3,696,733,6,1
3,766,794,1,6
3,797,834,6,1
3,867,895,1,6
3,898,941,6,8
3,944,972,8,6
3,975,1018,6,8
3,1021,1049,8,6
3,1052,1095,6,8
3,1098,1126,8,6
3,1129,1172,6,8
3,1206,1234,8,6
3,1237,1280,6,8
3,1314,1342,8,6
3,1345,1384,6,0
4,252,282,0,4
4,295,329,4,6
4,350,400,6,5
4,433,459,5,0
5,265,299,0,4
5,326,380,4,2
5,413,461,2,0
6,295,348,0,5
6,382,424,5,9
6,454,495,9,5
6,512,538,5,0
7,299,344,0,8
7,353,374,8,8
7,383,404,8,8
7,413,434,8,8
7,443,464,8,8
7,473,494,8,8
7,503,524,8,8
7,533,554,8,8
7,563,584,8,8
7,609,630,8,8
7,655,676,8,8
7,701,722,8,8
7,747,768,8,8
7,793,814,8,8
7,839,860,8,8
7,885,906,8,8
7,931,952,8,8
7,977,998,8,8
7,1023,1044,8,8
7,1069,1111,8,5
7,1122,1164,5,5
7,1175,1217,5,5
7,1228,1248,5,0
8,304,329,0,9
8,343,398,9,9
8,424,464,9,9
8,478,533,9,9
8,559,599,9,9
8,613,668,9,9
8,694,734,9,9
8,748,803,9,9
8,825,865,9,9
8,888,920,9,6
8,923,963,6,9
8,986,1018,9,6
8,1021,1061,6,9
8,1084,1116,9,6
