tour,start,end,startPos,endPos
1,202,231,0,1
1,258,306,1,5
1,312,337,5,1
1,364,412,1,5
1,418,443,5,1
1,470,511,1,4
1,523,548,4,1
1,575,616,1,4
1,628,653,4,1
1,680,721,1,4
1,733,758,4,1
1,785,826,1,4
1,838,863,4,1
1,890,931,1,4
1,943,968,4,1
1,995,1036,1,4
1,1048,1073,4,1
1,1100,1141,1,4
1,1153,1178,4,1
1,1205,1246,1,4
1,1258,1296,4,0
2,227,269,0,3
2,295,318,3,6
2,349,383,6,3
2,409,432,3,6
2,463,497,6,3
2,523,551,3,5
2,586,620,5,3
2,646,674,3,5
2,709,743,5,3
2,769,797,3,5
2,832,866,5,3
2,892,931,3,1
2,941,975,1,3
2,1001,1040,3,1
2,1050,1084,1,3
2,1110,1149,3,1
2,1159,1193,1,3
2,1219,1239,3,0
3,239,284,0,9
3,308,351,9,7
3,361,391,7,6
3,395,436,6,9
3,440,483,9,7
3,493,523,7,6
3,527,568,6,9
3,572,615,9,7
3,625,655,7,6
3,659,700,6,9
3,704,747,9,7
3,757,787,7,6
3,791,834,6,3
3,865,908,3,7
3,918,948,7,6
3,952,995,6,3
3,1026,1069,3,7
3,1079,1109,7,6
3,1113,1143,6,8
3,1167,1210,8,7
3,1220,1261,7,0
4,259,293,0,1
4,297,350,1,2
4,380,439,2,8
4,471,504,8,0
5,284,309,0,4
5,322,375,4,6
5,408,447,6,4
5,460,513,4,6
5,538,561,6,7
5,564,617,7,6
5,642,665,6,7
5,668,711,7,4
5,736,759,4,7
5,762,805,7,4
5,830,853,4,7
5,856,899,7,4
5,924,947,4,7
5,950,993,7,4
5,1018,1041,4,7
5,1044,1087,7,4
5,1112,1135,4,7
5,1138,1183,7,0
6,293,336,0,4
6,342,392,4,7
6,426,454,7,4
6,460,501,4,9
6,504,532,9,4
6,538,579,4,9
6,582,610,9,4
6,616,657,4,9
6,660,688,9,4
6,694,735,4,9
6,738,766,9,4
6,801,842,4,9
6,845,873,9,4
6,908,942,4,2
6,951,979,2,4
6,1014,1048,4,2
6,1057,1085,2,4
6,1120,1154,4,2
6,1163,1191,2,4
6,1226,1256,4,0
7,294,334,0,3
7,339,374,3,3
7,379,414,3,3
7,419,451,3,5
7,462,494,5,5
7,505,537,5,5
7,548,580,5,5
7,591,621,5,5
7,635,665,5,5
7,679,709,5,5
7,723,753,5,5
7,767,797,5,5
7,826,856,5,5
7,885,915,5,5
7,944,974,5,5
7,1003,1033,5,5
7,1062,1092,5,5
7,1121,1169,5,4
7,1172,1220,4,4
7,1223,1271,4,4
7,1274,1322,4,4
7,1325,1373,4,4
7,1376,1407,4,0
8,298,318,0,7
8,322,360,7,1
8,375,419,1,4
8,429,459,4,7
8,463,501,7,1
8,517,556,1,7
8,582,612,7,7
8,616,654,7,1
8,670,709,1,7
8,742,772,7,7
8,776,814,7,1
8,830,869,1,7
8,902,932,7,7
8,936,974,7,1
8,990,1029,1,7
8,1062,1092,7,7
8,1096,1134,7,1
8,1164,1221,1,0
9,302,329,0,4
9,362,400,4,6
9,433,475,6,6
9,494,532,6,6
9,565,609,6,5
9,624,662,5,6
9,695,739,6,5
9,744,782,5,6
9,815,859,6,5
9,864,902,5,6
9,935,993,6,9
9,1013,1051,9,6
9,1084,1142,6,9
9,1162,1212,9,0
10,308,352,0,8
10,374,430,8,8
10,433,457,8,2
10,485,519,2,0
11,312,337,0,4
11,369,401,4,4
11,424,444,4,0
12,316,371,0,8
12,383,432,8,0
13,318,369,0,5
13,384,404,5,7
13,422,478,7,0
14,320,369,0,4
14,404,448,4,4
14,451,501,4,1
14,517,553,1,4
14,586,630,4,4
14,633,683,4,1
14,699,736,1,8
14,766,810,8,4
14,813,863,4,1
14,879,916,1,8
14,946,990,8,4
14,993,1043,4,1
14,1048,1085,1,8
14,1119,1163,8,4
14,1166,1225,4,0
15,321,370,0,8
15,403,453,8,7
15,459,491,7,0
16,323,381,0,3
16,388,427,3,1
16,434,483,1,3
16,490,510,3,0
17,328,381,0,4
17,388,422,4,3
17,451,474,3,4
17,481,515,4,3
17,544,567,3,4
17,574,608,4,3
17,637,660,3,4
17,667,701,4,3
17,714,737,3,4
17,744,778,4,3
17,795,818,3,4
17,825,873,4,0
18,329,374,0,9
18,380,439,9,1
18,444,488,1,0
19,336,357,0,6
19,364,411,6,4
19,414,473,4,0
20,338,366,0,6
20,392,420,6,5
20,453,473,5,3
20,487,524,3,6
20,550,578,6,5
20,611,631,5,3
20,645,682,3,6
20,708,736,6,5
20,764,784,5,3
20,817,854,3,6
20,880,908,6,5
20,936,956,5,3
20,989,1026,3,6
20,1052,1088,6,6
20,1115,1135,6,3
20,1168,1205,3,6
20,1231,1269,6,0
21,339,360,0,7
21,380,435,7,0
22,341,376,0,1
22,386,413,1,2
22,417,450,2,6
22,456,483,6,2
22,487,520,2,6
22,526,553,6,2
22,559,592,2,6
22,598,625,6,2
22,631,670,2,3
22,702,729,3,2
22,735,774,2,3
22,806,833,3,2
22,839,878,2,3
22,882,909,3,2
22,915,954,2,3
22,958,985,3,2
22,991,1030,2,3
22,1034,1061,3,2
22,1094,1133,2,3
22,1137,1164,3,2
22,1197,1236,2,3
22,1262,1303,3,6
22,1318,1346,6,1
22,1374,1415,1,6
22,1430,1454,6,0
23,342,379,0,6
23,400,460,6,0
24,342,362,0,3
24,372,392,3,3
24,402,422,3,3
24,432,452,3,3
24,462,497,3,0
25,343,368,0,7
25,372,393,7,7
25,397,418,7,7
25,422,443,7,7
25,447,468,7,7
25,472,511,7,0
26,344,395,0,7
26,409,436,7,2
26,470,517,2,7
26,531,569,7,6
26,594,641,6,7
26,655,693,7,6
26,718,765,6,7
26,779,817,7,6
26,842,889,6,7
26,903,941,7,6
26,966,1013,6,7
26,1048,1086,7,6
26,1111,1158,6,0
27,344,374,0,6
27,380,424,6,6
27,459,479,6,6
27,485,529,6,6
27,564,584,6,6
27,590,634,6,6
27,669,689,6,6
27,695,739,6,6
27,774,794,6,6
27,800,844,6,6
27,879,899,6,6
27,905,949,6,6
27,984,1004,6,6
27,1010,1054,6,6
27,1089,1109,6,6
27,1115,1159,6,6
27,1194,1214,6,6
27,1220,1264,6,6
27,1299,1319,6,0
28,344,368,0,4
28,383,420,4,4
28,435,455,4,0
29,345,404,0,4
29,412,437,4,4
29,442,475,4,0
30,350,396,0,5
