tour,start,end,startPos,endPos
1,253,287,0,4
1,299,347,4,4
1,359,407,4,4
1,419,439,4,0
2,255,315,0,4
2,341,399,4,6
2,417,475,6,6
2,493,551,6,6
2,569,627,6,6
2,645,703,6,6
2,721,779,6,6
2,797,855,6,6
2,873,931,6,6
2,949,1007,6,6
2,1025,1083,6,6
2,1101,1159,6,6
2,1177,1235,6,6
2,1245,1265,6,0
3,283,336,0,5
3,362,382,5,5
3,405,427,5,5
3,460,480,5,5
3,503,525,5,5
3,558,578,5,5
3,601,623,5,5
3,656,676,5,5
3,699,721,5,5
3,754,774,5,5
3,797,819,5,5
3,852,872,5,5
3,895,917,5,5
3,950,970,5,5
3,992,1014,5,5
3,1047,1067,5,5
3,1089,1111,5,5
3,1144,1164,5,5
3,1186,1216,5,0
4,300,339,0,5
4,361,399,5,5
4,421,442,5,0
5,322,369,0,3
5,374,402,3,2
5,408,462,2,9
5,473,511,9,3
5,523,551,3,2
5,558,612,2,9
5,623,661,9,3
5,673,701,3,2
5,732,786,2,9
5,797,835,9,3
5,847,875,3,2
5,906,949,2,8
5,977,1016,8,7
5,1035,1063,7,2
5,1094,1137,2,8
5,1165,1204,8,7
5,1223,1261,7,0
6,330,368,0,6
6,373,418,6,8
6,445,482,8,7
6,494,533,7,6
6,538,583,6,8
6,610,647,8,7
6,665,708,7,7
6,737,782,7,8
6,809,846,8,7
6,864,907,7,7
6,939,984,7,8
6,1011,1048,8,7
6,1066,1109,7,7
6,1141,1186,7,8
6,1213,1233,8,0
7,332,357,0,6
7,391,424,6,4
7,454,477,4,6
7,511,544,6,4
7,574,597,4,6
7,631,664,6,4
7,694,717,4,6
7,751,784,6,4
7,814,837,4,6
7,871,904,6,4
7,934,957,4,6
7,974,1007,6,4
7,1037,1072,4,9
7,1107,1140,9,4
7,1170,1219,4,0
8,336,378,0,3
8,395,420,3,7
8,439,467,7,6
8,478,535,6,3
8,552,577,3,7
8,596,624,7,6
8,635,692,6,3
8,709,734,3,7
8,753,781,7,6
8,792,840,6,3
8,860,885,3,7
8,908,936,7,6
8,947,995,6,3
8,1015,1040,3,7
8,1063,1111,7,2
8,1138,1186,2,3
8,1206,1226,3,0
9,338,392,0,4
9,415,468,4,4
9,489,509,4,0
10,352,379,0,2
10,390,445,2,2
10,456,511,2,2
10,522,577,2,2
10,588,643,2,2
10,654,709,2,2
10,720,775,2,2
10,786,841,2,2
10,852,907,2,2
10,918,973,2,2
10,984,1039,2,2
10,1050,1105,2,2
10,1116,1171,2,2
10,1182,1237,2,2
10,1248,1303,2,2
10,1314,1360,2,0
11,358,383,0,3
11,396,432,3,4
11,444,478,4,5
11,500,524,5,0
12,369,425,0,6
12,454,504,6,6
12,533,583,6,6
12,612,662,6,6
12,691,741,6,6
12,770,820,6,6
12,849,899,6,6
12,928,978,6,6
12,1007,1057,6,6
12,1086,1107,6,1
12,1132,1153,1,1
12,1178,1198,1,0
13,373,403,0,7
13,433,453,7,0
14,375,421,0,6
14,437,478,6,0
15,376,417,0,6
15,447,502,6,2
15,520,545,2,6
15,575,630,6,2
15,648,673,2,6
15,703,758,6,2
15,776,821,2,0
16,378,400,0,4
16,415,437,4,7
16,471,518,7,8
16,523,570,8,4
16,598,620,4,7
16,654,701,7,8
16,706,753,8,4
16,781,803,4,7
16,837,884,7,8
16,889,936,8,4
16,964,986,4,7
16,1020,1067,7,8
16,1072,1119,8,4
16,1147,1169,4,7
16,1177,1208,7,0
17,382,430,0,8
17,438,490,8,6
17,493,530,6,0
18,385,406,0,6
18,435,479,6,0
19,387,433,0,2
19,438,489,2,2
19,494,545,2,2
19,550,581,2,2
19,588,619,2,2
19,626,677,2,7
19,680,731,7,7
19,734,785,7,7
19,788,839,7,7
19,842,893,7,7
19,896,947,7,7
19,950,1001,7,7
19,1004,1055,7,7
19,1058,1087,7,3
19,1118,1147,3,3
19,1178,1207,3,3
19,1238,1267,3,3
19,1298,1327,3,3
19,1358,1393,3,0
20,388,418,0,8
20,446,485,8,9
20,506,554,9,5
20,557,592,5,8
20,620,659,8,9
20,680,728,9,5
20,731,766,5,8
20,794,833,8,9
20,854,902,9,5
20,905,940,5,8
20,968,1007,8,9
20,1028,1076,9,5
20,1079,1114,5,8
20,1142,1181,8,9
20,1202,1250,9,5
20,1253,1288,5,8
20,1316,1355,8,9
20,1376,1424,9,5
20,1427,1487,5,0
21,395,444,0,5
21,447,506,5,9
21,530,585,9,3
21,610,631,3,5
21,634,693,5,9
21,717,772,9,3
21,797,818,3,5
21,821,880,5,9
21,904,959,9,3
21,984,1005,3,5
21,1008,1067,5,9
21,1091,1146,9,3
21,1171,1192,3,5
21,1195,1254,5,9
21,1278,1333,9,3
21,1358,1379,3,5
21,1382,1441,5,0
22,402,442,0,5
22,445,471,5,0
23,404,442,0,3
23,472,512,3,0
24,687,716,0,3
24,729,764,3,9
24,786,830,9,3
24,843,878,3,9
24,884,928,9,3
24,941,976,3,9
24,982,1026,9,3
24,1039,1074,3,9
24,1080,1116,9,3
24,1123,1158,3,9
24,1164,1200,9,3
24,1207,1242,3,9
24,1248,1284,9,3
24,1291,1321,3,0
25,1012,1039,0,7
25,1072,1096,7,9
25,1112,1138,9,7
25,1171,1227,7,0
26,1022,1074,0,4
26,1097,1143,4,2
26,1175,1228,2,0
27,1032,1088,0,8
27,1117,1155,8,7
27,1182,1218,7,8
27,1247,1285,8,7
27,1312,1348,7,8
27,1377,1397,8,0
28,1073,1119,0,3
28,1146,1179,3,7
28,1207,1259,7,3
28,1268,1294,3,3
28,1321,1363,3,0
29,1089,1142,0,8
29,1158,1195,8,5
29,1226,1274,5,2
29,1277,1297,2,0
