tour,start,end,startPos,endPos
1,208,250,0,6
1,272,299,6,2
1,315,358,2,6
1,380,407,6,2
1,423,460,2,8
1,474,501,8,2
1,517,554,2,8
1,568,605,8,5
1,632,669,5,8
1,683,720,8,5
1,747,784,5,8
1,802,839,8,5
1,866,903,5,8
1,921,958,8,5
1,985,1022,5,8
1,1040,1077,8,5
1,1110,1147,5,8
1,1165,1202,8,5
1,1235,1272,5,8
1,1290,1327,8,0
2,209,244,0,6
2,262,302,6,7
2,322,377,7,9
2,383,429,9,6
2,447,487,6,7
2,507,562,7,9
2,568,602,9,6
2,633,673,6,7
2,693,748,7,9
2,754,788,9,6
2,819,859,6,7
2,879,920,7,4
2,938,972,4,6
2,1003,1043,6,7
2,1063,1103,7,3
2,1130,1189,3,0
3,216,238,0,5
3,267,295,5,7
3,318,363,7,5
3,392,420,5,7
3,443,474,7,0
4,239,267,0,7
4,294,331,7,7
4,360,397,7,7
4,426,463,7,7
4,492,529,7,7
4,558,595,7,7
4,624,661,7,7
4,671,708,7,7
4,718,755,7,7
4,765,802,7,7
4,812,849,7,7
4,859,896,7,7
4,906,943,7,7
4,953,990,7,7
4,1000,1037,7,7
4,1047,1084,7,7
4,1094,1131,7,7
4,1141,1178,7,7
4,1188,1225,7,7
4,1235,1272,7,7
4,1282,1319,7,7
4,1329,1351,7,0
5,270,328,0,2
5,359,395,2,6
5,402,460,6,2
5,491,519,2,0
6,277,326,0,3
6,340,368,3,4
6,393,445,4,3
6,459,479,3,0
7,292,324,0,7
7,335,374,7,8
7,387,437,8,7
7,448,473,7,0
8,305,365,0,5
8,386,410,5,5
8,431,455,5,5
8,476,500,5,5
8,521,545,5,5
8,566,590,5,5
8,611,635,5,5
8,656,680,5,5
8,701,725,5,5
8,746,770,5,5
8,791,817,5,7
8,840,866,7,7
8,899,941,7,7
8,970,1000,7,9
8,1019,1049,9,9
8,1068,1098,9,9
8,1117,1147,9,9
8,1166,1196,9,9
8,1215,1245,9,9
8,1264,1294,9,9
8,1313,1343,9,9
8,1362,1399,9,0
9,313,362,0,6
9,386,418,6,7
9,448,479,7,0
10,313,335,0,4
10,339,392,4,3
10,425,477,3,3
10,509,550,3,4
10,554,607,4,3
10,640,692,3,3
10,724,765,3,4
10,769,822,4,3
10,855,907,3,3
10,939,980,3,4
10,984,1037,4,3
10,1070,1122,3,3
10,1154,1196,3,0
11,317,354,0,3
11,363,408,3,7
11,436,457,7,3
11,466,511,3,7
11,539,560,7,3
11,569,614,3,7
11,642,663,7,3
11,672,717,3,7
11,745,766,7,3
11,775,820,3,7
11,848,869,7,3
11,878,923,3,7
11,951,972,7,3
11,981,1026,3,7
11,1054,1075,7,3
11,1084,1129,3,7
11,1157,1178,7,3
11,1187,1232,3,7
11,1260,1281,7,0
12,324,364,0,8
12,374,433,8,4
12,439,482,4,8
12,492,551,8,4
12,585,628,4,8
12,638,697,8,4
12,731,774,4,8
12,784,843,8,4
12,877,920,4,8
12,938,997,8,4
