tour,start,end,startPos,endPos
1,200,224,0,4
1,245,279,4,4
1,300,334,4,4
1,355,389,4,4
1,410,444,4,4
1,465,499,4,4
1,520,554,4,4
1,575,609,4,4
1,630,664,4,4
1,685,719,4,4
1,740,774,4,4
1,795,829,4,4
1,850,884,4,4
1,905,939,4,4
1,960,994,4,4
1,1015,1049,4,4
1,1070,1104,4,4
1,1125,1159,4,4
1,1180,1214,4,4
1,1235,1269,4,4
1,1290,1324,4,4
1,1345,1401,4,0
2,224,280,0,2
2,295,339,2,5
2,350,376,5,9
2,406,462,9,2
2,477,521,2,5
2,532,558,5,9
2,588,644,9,2
2,659,703,2,5
2,714,740,5,9
2,770,826,9,2
2,841,885,2,5
2,896,922,5,9
2,952,1008,9,2
2,1023,1067,2,5
2,1078,1104,5,9
2,1134,1161,9,0
3,229,283,0,2
3,311,363,2,2
3,391,443,2,0
4,231,252,0,3
4,267,297,3,4
4,311,334,4,3
4,349,379,3,4
4,393,416,4,3
4,442,483,3,0
5,239,276,0,7
5,285,320,7,8
5,352,375,8,6
5,403,446,6,7
5,455,490,7,8
5,522,577,8,7
5,592,635,7,7
5,644,679,7,8
5,711,766,8,7
5,781,824,7,7
5,833,868,7,8
5,900,955,8,7
5,970,1013,7,7
5,1022,1057,7,8
5,1089,1144,8,7
5,1159,1202,7,7
5,1211,1246,7,8
5,1278,1305,8,0
6,262,296,0,9
6,299,322,9,9
6,325,348,9,9
6,351,374,9,9
6,377,400,9,9
6,421,444,9,9
6,465,488,9,9
6,509,532,9,9
6,553,576,9,9
6,585,608,9,9
6,617,640,9,9
6,649,705,9,7
6,709,765,7,7
6,769,817,7,0
7,263,310,0,8
7,342,401,8,2
7,426,472,2,4
7,485,532,4,8
7,564,623,8,2
7,648,694,2,4
7,697,744,4,8
7,776,835,8,2
7,860,906,2,4
7,909,956,4,8
7,988,1047,8,2
7,1072,1118,2,4
7,1121,1168,4,8
7,1200,1259,8,2
7,1284,1330,2,4
7,1333,1377,4,0
8,284,337,0,8
8,366,417,8,8
8,446,506,8,0
9,288,317,0,1
9,340,372,1,1
9,395,442,1,0
10,299,348,0,6
10,359,402,6,7
10,411,448,7,6
