tour,start,end,startPos,endPos
1,211,265,0,8
1,290,326,8,7
1,361,382,7,7
1,402,435,7,8
1,460,496,8,7
1,531,552,7,7
1,572,605,7,8
1,630,666,8,7
1,701,754,7,7
1,775,808,7,8
1,833,867,8,2
1,879,932,2,7
1,953,986,7,8
1,1011,1045,8,2
1,1057,1110,2,7
1,1131,1164,7,8
1,1189,1223,8,2
1,1235,1288,2,7
1,1309,1342,7,8
1,1367,1401,8,2
1,1413,1462,2,0
2,237,280,0,5
2,285,310,5,9
2,327,357,9,1
2,370,407,1,5
2,412,437,5,9
2,454,514,9,0
3,276,304,0,1
3,327,381,1,7
3,386,415,7,5
3,433,465,5,0
4,313,361,0,7
4,383,440,7,7
4,462,489,7,0
5,316,358,0,4
5,390,424,4,4
5,456,476,4,0
6,319,346,0,5
6,361,389,5,4
6,416,467,4,5
6,498,526,5,4
6,553,604,4,5
6,635,663,5,4
6,690,741,4,5
6,772,800,5,4
6,827,878,4,5
6,909,937,5,4
6,964,1015,4,5
6,1046,1074,5,4
6,1077,1128,4,5
6,1159,1196,5,3
6,1214,1234,3,0
7,324,371,0,4
7,375,401,4,8
7,415,443,8,4
7,447,505,4,3
7,529,557,3,4
7,561,582,4,6
7,592,620,6,4
7,652,673,4,6
7,683,711,6,4
7,743,764,4,6
7,784,811,6,3
7,817,838,3,6
7,848,875,6,3
7,881,902,3,6
7,912,939,6,3
7,955,976,3,6
7,986,1013,6,3
7,1029,1050,3,6
7,1060,1087,6,3
7,1103,1124,3,6
7,1134,1161,6,3
7,1177,1198,3,6
7,1208,1235,6,3
7,1251,1296,3,0
8,329,359,0,8
8,393,445,8,8
8,479,532,8,6
8,562,615,6,6
8,645,698,6,6
8,728,781,6,6
8,811,864,6,6
8,883,936,6,6
8,955,1008,6,6
8,1027,1081,6,9
8,1088,1142,9,9
8,1173,1227,9,9
8,1258,1278,9,0
9,329,373,0,3
9,396,450,3,0
10,334,379,0,2
10,395,421,2,9
10,429,458,9,2
10,491,526,2,2
10,542,592,2,4
10,597,626,4,2
10,659,694,2,2
10,710,760,2,4
10,765,793,4,3
10,814,849,3,2
10,865,915,2,4
10,920,948,4,3
10,969,1004,3,2
10,1020,1070,2,4
10,1075,1095,4,5
10,1106,1141,5,2
10,1157,1207,2,4
10,1212,1232,4,5
10,1243,1278,5,2
10,1294,1319,2,0
11,341,365,0,6
11,390,419,6,6
11,444,494,6,0
12,342,383,0,4
12,397,449,4,6
12,454,474,6,0
13,347,372,0,8
13,403,454,8,7
13,459,518,7,2
13,534,574,2,8
13,605,641,8,6
13,664,723,6,2
13,739,779,2,8
13,810,846,8,6
13,869,918,6,3
13,934,974,3,8
13,1005,1064,8,2
13,1086,1135,2,3
13,1151,1191,3,8
13,1202,1222,8,0
14,347,374,0,7
14,405,447,7,8
14,466,486,8,0
15,349,373,0,4
15,399,419,4,9
15,448,492,9,0
16,352,383,0,6
16,416,467,6,0
17,355,398,0,4
17,408,432,4,4
17,442,466,4,4
17,476,500,4,4
17,510,534,4,4
17,562,586,4,4
17,614,638,4,4
17,666,690,4,4
17,718,742,4,4
17,770,794,4,4
17,822,846,4,4
17,874,898,4,4
17,926,950,4,4
17,978,1002,4,4
17,1030,1054,4,4
17,1082,1102,4,9
17,1112,1132,9,9
17,1142,1199,9,0
18,363,416,0,4
18,421,473,4,5
18,481,536,5,3
18,560,612,3,5
18,620,675,5,3
18,699,731,3,1
18,745,800,1,3
18,824,883,3,8
18,916,971,8,3
18,995,1054,3,3
18,1071,1126,3,3
18,1150,1209,3,3
18,1226,1271,3,0
19,365,408,0,5
19,433,464,5,1
19,497,536,1,5
19,551,590,5,2
19,600,639,2,5
19,654,709,5,3
19,739,778,3,5
19,793,848,5,3
19,878,917,3,5
19,932,987,5,3
19,1017,1062,3,3
19,1090,1145,3,3
19,1175,1198,3,4
19,1224,1271,4,0
20,366,409,0,7
20,444,478,7,0
21,367,388,0,7
21,419,478,7,0
22,367,427,0,0
23,375,402,0,8
23,412,467,8,3
23,475,513,3,8
23,523,578,8,3
23,586,624,3,8
23,634,689,8,3
23,697,748,3,5
23,757,803,5,0
24,375,429,0,3
24,441,480,3,3
24,501,540,3,3
24,561,605,3,1
24,637,684,1,4
24,696,743,4,4
24,755,802,4,4
24,814,861,4,4
24,873,920,4,4
24,932,979,4,4
24,991,1038,4,4
24,1050,1097,4,4
24,1109,1156,4,4
24,1168,1225,4,0
25,390,440,0,5
25,459,502,5,7
25,519,558,7,5
25,586,629,5,7
25,646,685,7,5
25,713,756,5,7
25,773,812,7,5
25,840,883,5,7
25,900,939,7,5
25,967,1010,5,7
25,1027,1066,7,5
25,1094,1137,5,7
25,1154,1193,7,5
25,1221,1264,5,7
25,1281,1320,7,5
25,1348,1391,5,7
25,1408,1447,7,5
25,1475,1495,5,0
26,391,434,0,8
26,456,501,8,0
27,397,425,0,2
27,450,499,2,2
27,524,573,2,2
27,598,647,2,2
27,672,721,2,2
27,732,781,2,2
27,792,841,2,2
27,852,901,2,2
27,912,961,2,2
27,972,1021,2,2
27,1032,1081,2,2
27,1092,1141,2,2
27,1152,1194,2,0
28,400,428,0,5
28,442,502,5,4
28,511,570,4,5
28,584,644,5,4
28,648,707,4,5
28,721,781,5,4
28,785,816,4,2
28,847,907,2,4
28,911,942,4,2
28,973,1033,2,4
28,1037,1068,4,2
28,1099,1132,2,7
28,1143,1174,7,2
28,1205,1238,2,7
28,1249,1280,7,2
28,1311,1344,2,7
28,1355,1386,7,0
29,406,460,0,3
29,488,520,3,3
29,548,580,3,3
29,608,653,3,2
29,667,712,2,2
29,726,771,2,2
29,785,830,2,2
29,842,887,2,2
29,899,944,2,2
29,956,1001,2,2
29,1013,1058,2,2
29,1070,1115,2,2
29,1145,1190,2,2
29,1220,1265,2,2
29,1295,1340,2,2
29,1370,1415,2,2
29,1445,1494,2,0
30,406,445,0,5
30,450,476,5,1
30,488,535,1,4
30,559,585,4,1
30,597,644,1,4
30,668,694,4,1
30,706,753,1,4
30,762,788,4,1
30,800,847,1,4
30,856,882,4,1
30,894,941,1,4
30,950,976,4,1
30,988,1035,1,4
30,1044,1070,4,1
30,1082,1129,1,4
30,1138,1164,4,1
30,1176,1200,1,8
30,1224,1250,8,1
30,1262,1286,1,8
30,1310,1336,8,1
30,1348,1384,1,0
31,419,462,0,6
31,474,522,6,8
31,543,599,8,4
31,621,672,4,6
31,684,732,6,8
31,753,809,8,4
31,831,882,4,6
31,911,959,6,8
31,980,1036,8,4
31,1060,1111,4,6
31,1140,1188,6,8
31,1209,1265,8,0
32,736,758,0,8
32,793,836,8,6
32,871,926,6,4
32,930,950,4,8
32,985,1028,8,6
32,1063,1118,6,4
32,1122,1142,4,8
32,1177,1220,8,6
32,1255,1310,6,4
32,1314,1341,4,1
32,1365,1408,1,6
32,1434,1485,6,0
33,777,828,0,6
33,834,854,6,7
33,883,921,7,6
33,927,947,6,7
33,976,1014,7,6
33,1020,1040,6,7
33,1069,1107,7,6
33,1113,1133,6,7
33,1165,1203,7,6
33,1209,1229,6,7
33,1261,1299,7,6
33,1305,1325,6,7
33,1357,1377,7,0
34,987,1019,0,9
34,1033,1091,9,7
34,1107,1152,7,9
34,1161,1192,9,9
34,1206,1232,9,0
35,1038,1088,0,9
35,1121,1151,9,8
35,1168,1222,8,9
35,1235,1264,9,9
35,1297,1337,9,1
35,1348,1402,1,9
35,1415,1441,9,0
36,1082,1127,0,3
36,1151,1199,3,7
36,1225,1259,7,3
36,1283,1331,3,7
36,1357,1413,7,0
37,1087,1114,0,4
37,1126,1180,4,7
37,1187,1207,7,0
38,1110,1165,0,0
39,1116,1151,0,0
