tour,start,end,startPos,endPos
1,200,232,0,5
1,251,282,5,6
1,307,329,6,2
1,355,405,2,5
1,424,455,5,6
1,480,527,6,8
1,536,586,8,5
1,605,636,5,6
1,661,708,6,8
1,717,767,8,5
1,786,817,5,6
1,842,889,6,8
1,898,948,8,5
1,967,998,5,6
1,1023,1070,6,8
1,1083,1133,8,5
1,1152,1183,5,6
1,1208,1255,6,8
1,1268,1318,8,5
1,1337,1368,5,6
1,1393,1413,6,0
2,200,221,0,4
2,245,296,4,4
2,320,371,4,4
2,395,446,4,4
2,470,530,4,0
3,214,269,0,1
3,277,311,1,7
3,341,364,7,4
3,391,449,4,1
3,457,490,1,2
3,497,520,2,4
3,547,605,4,1
3,621,654,1,2
3,661,684,2,4
3,711,752,4,5
3,760,793,5,2
3,800,823,2,4
3,850,891,4,5
3,899,932,5,2
3,939,962,2,4
3,989,1030,4,5
3,1038,1071,5,2
3,1078,1101,2,4
3,1128,1169,4,5
3,1177,1216,5,0
4,221,272,0,9
4,281,316,9,7
4,337,376,7,9
4,385,420,9,7
4,441,478,7,0
5,229,263,0,6
5,286,307,6,3
5,315,365,3,9
5,383,403,9,6
5,426,447,6,3
5,469,519,3,9
5,537,576,9,5
5,604,625,5,3
5,647,672,3,6
5,697,736,6,5
5,764,815,5,6
5,840,860,6,0
6,240,291,0,6
6,320,374,6,8
6,381,417,8,6
6,446,473,6,0
7,246,295,0,4
7,314,335,4,4
7,340,371,4,3
7,396,435,3,4
7,454,474,4,0
8,258,278,0,3
8,307,334,3,9
8,366,398,9,3
8,427,455,3,0
9,268,312,0,6
9,316,366,6,3
9,387,440,3,6
9,444,494,6,0
10,270,322,0,4
10,352,383,4,4
10,413,433,4,0
11,275,298,0,7
11,310,335,7,4
11,340,371,4,7
11,382,405,7,7
11,417,467,7,0
12,281,336,0,2
12,354,376,2,2
12,389,432,2,5
12,464,497,5,4
12,523,543,4,0
13,292,317,0,5
13,351,386,5,5
13,406,452,5,7
13,477,517,7,0
14,294,315,0,4
14,347,390,4,5
14,403,432,5,4
14,464,507,4,5
14,520,549,5,4
14,581,624,4,5
14,637,666,5,4
14,698,743,4,9
14,754,783,9,4
14,815,860,4,9
14,871,900,9,4
14,932,977,4,9
14,988,1017,9,4
14,1049,1094,4,9
14,1105,1134,9,4
14,1166,1211,4,9
14,1222,1251,9,4
14,1283,1328,4,9
14,1339,1368,9,4
14,1400,1420,4,0
15,304,328,0,7
15,341,377,7,7
15,399,424,7,2
15,441,501,2,7
15,514,550,7,7
15,572,597,7,2
15,614,674,2,7
15,687,723,7,7
15,745,770,7,2
15,787,847,2,7
15,860,896,7,7
15,918,943,7,2
15,960,1020,2,7
15,1033,1069,7,7
15,1091,1150,7,1
15,1173,1233,1,7
15,1246,1266,7,0
16,305,325,0,4
16,354,401,4,8
16,431,478,8,4
16,507,554,4,8
16,584,637,8,3
16,666,713,3,8
16,743,796,8,3
16,825,872,3,8
16,902,955,8,3
16,984,1031,3,8
16,1061,1114,8,3
16,1143,1175,3,0
17,307,340,0,6
17,351,404,6,6
17,415,468,6,6
17,473,526,6,6
17,531,583,6,5
17,602,654,5,5
17,673,725,5,7
17,741,793,7,7
17,809,861,7,7
17,877,929,7,7
17,945,995,7,4
17,1020,1070,4,4
17,1095,1145,4,4
17,1170,1203,4,0
18,312,350,0,5
18,365,408,5,7
18,432,477,7,9
18,506,533,9,5
18,548,591,5,7
18,615,664,7,6
18,699,726,6,5
18,741,784,5,7
18,808,857,7,6
18,892,919,6,5
18,934,977,5,7
18,1001,1050,7,6
18,1085,1112,6,5
18,1127,1170,5,7
18,1194,1243,7,6
18,1278,1298,6,0
19,315,363,0,9
19,390,449,9,0
20,324,378,0,4
20,382,420,4,0
21,331,384,0,4
21,387,422,4,8
21,436,485,8,0
22,331,386,0,3
22,416,447,3,3
22,477,501,3,0
23,336,368,0,7
23,401,456,7,1
23,482,537,1,1
23,563,618,1,1
23,644,699,1,1
23,725,780,1,1
23,802,857,1,1
23,879,915,1,6
23,918,959,6,6
23,963,1004,6,6
23,1008,1049,6,6
23,1053,1094,6,6
23,1098,1139,6,6
23,1143,1184,6,6
23,1188,1229,6,6
23,1233,1274,6,6
23,1278,1319,6,6
23,1323,1364,6,6
23,1368,1427,6,0
24,337,393,0,5
24,421,475,5,0
25,338,368,0,7
25,403,441,7,4
25,475,516,4,7
25,519,550,7,7
25,585,623,7,4
25,657,698,4,7
25,701,732,7,7
25,767,805,7,4
25,839,895,4,4
25,928,959,4,7
25,994,1032,7,4
25,1066,1122,4,4
25,1155,1186,4,7
25,1221,1252,7,0
26,340,397,0,6
26,416,444,6,6
26,463,491,6,6
26,510,538,6,6
26,557,594,6,8
26,626,649,8,1
26,674,697,1,1
26,722,745,1,1
26,770,793,1,1
26,818,841,1,1
26,866,889,1,1
26,914,937,1,1
26,962,985,1,1
26,1001,1024,1,1
26,1040,1063,1,1
26,1079,1102,1,1
26,1118,1141,1,1
26,1157,1204,1,0
27,341,371,0,4
27,376,413,4,7
27,419,442,7,4
27,447,484,4,7
27,490,517,7,4
27,521,558,4,7
27,564,591,7,4
27,595,632,4,7
27,638,665,7,4
27,669,706,4,7
27,712,739,7,4
27,743,780,4,7
27,786,813,7,4
27,817,842,4,5
27,852,879,5,4
27,883,908,4,5
27,943,970,5,4
27,974,999,4,5
27,1034,1058,5,1
27,1090,1115,1,5
27,1150,1174,5,1
27,1206,1259,1,0
28,344,384,0,9
28,390,430,9,4
28,446,506,4,7
28,539,576,7,9
28,582,622,9,4
28,638,697,4,2
28,725,762,2,9
28,768,808,9,4
28,822,881,4,2
28,909,946,2,9
28,969,1009,9,4
28,1023,1082,4,2
28,1100,1137,2,9
28,1160,1200,9,4
28,1214,1258,4,0
29,345,374,0,7
29,392,422,7,7
29,440,474,7,5
29,494,535,5,0
30,348,373,0,8
30,405,446,8,8
30,481,522,8,7
30,526,547,7,8
30,579,620,8,8
30,655,696,8,7
30,700,721,7,8
30,753,794,8,8
30,829,870,8,7
30,874,895,7,8
30,927,968,8,8
30,1003,1044,8,7
30,1048,1069,7,8
30,1101,1142,8,8
30,1177,1197,8,0
31,348,406,0,9
31,437,490,9,6
31,494,514,6,0
32,349,398,0,7
32,418,463,7,7
32,483,528,7,7
32,548,593,7,7
32,613,658,7,7
32,678,723,7,7
32,743,788,7,7
32,808,853,7,7
32,873,918,7,7
32,938,983,7,7
32,1003,1048,7,7
32,1068,1113,7,7
32,1133,1178,7,7
32,1195,1240,7,7
32,1257,1302,7,7
32,1307,1360,7,0
33,351,408,0,7
33,417,441,7,0
34,352,400,0,5
34,420,461,5,5
34,481,522,5,5
34,542,583,5,5
34,603,637,5,6
34,665,699,6,6
34,707,741,6,6
34,765,799,6,6
34,823,857,6,6
34,881,915,6,6
34,939,973,6,6
34,997,1031,6,6
34,1055,1089,6,6
34,1113,1147,6,6
34,1171,1205,6,6
34,1229,1249,6,0
35,353,388,0,3
35,408,429,3,0
36,353,387,0,6
36,417,473,6,5
36,486,506,5,0
37,354,405,0,4
37,435,487,4,0
38,356,379,0,5
38,401,446,5,2
38,464,510,2,0
39,359,390,0,5
39,400,453,5,5
39,463,495,5,9
39,528,560,9,9
39,593,625,9,9
39,658,690,9,9
39,723,755,9,9
39,786,818,9,9
39,849,881,9,9
39,909,941,9,9
39,969,1001,9,9
39,1029,1061,9,9
39,1089,1121,9,9
39,1149,1181,9,9
39,1209,1241,9,9
39,1269,1301,9,9
39,1329,1361,9,9
39,1389,1421,9,9
39,1449,1471,9,0
40,360,417,0,7
40,442,464,7,5
40,494,543,5,7
40,568,590,7,5
40,607,656,5,7
40,681,703,7,5
40,720,769,5,7
40,794,816,7,5
40,833,882,5,7
40,907,929,7,5
40,946,995,5,7
40,1020,1042,7,5
40,1072,1121,5,7
40,1146,1168,7,5
40,1198,1247,5,0
41,360,399,0,6
41,429,449,6,2
41,461,508,2,0
42,361,411,0,9
42,429,483,9,6
42,499,522,6,9
42,540,594,9,6
42,610,633,6,9
42,651,705,9,6
42,721,748,6,3
42,752,806,3,6
42,822,849,6,3
42,853,907,3,6
42,923,950,6,3
42,954,1008,3,6
42,1024,1051,6,3
42,1055,1109,3,6
42,1125,1152,6,3
42,1156,1210,3,6
42,1226,1264,6,8
42,1292,1346,8,6
42,1362,1400,6,8
42,1432,1473,8,0
43,362,397,0,4
43,410,457,4,4
43,487,543,4,4
43,556,603,4,4
43,633,689,4,4
43,702,749,4,4
43,779,835,4,4
43,848,872,4,7
43,888,944,7,4
43,957,981,4,7
43,997,1053,7,4
43,1066,1090,4,7
43,1106,1162,7,4
43,1170,1194,4,7
43,1210,1256,7,9
43,1290,1314,9,7
43,1330,1372,7,0
44,363,390,0,6
44,393,428,6,6
44,431,466,6,6
44,469,504,6,6
44,507,542,6,6
44,545,580,6,6
44,583,618,6,6
44,621,656,6,6
44,659,694,6,6
44,704,739,6,6
44,749,784,6,6
44,794,829,6,6
44,839,874,6,6
44,884,919,6,6
44,929,964,6,6
44,974,1009,6,6
44,1019,1054,6,6
44,1064,1099,6,6
44,1109,1144,6,6
44,1154,1198,6,0
45,365,414,0,6
45,447,471,6,9
45,488,509,9,0
46,365,393,0,2
46,425,458,2,2
46,490,523,2,2
46,555,588,2,2
46,620,653,2,2
46,685,718,2,2
46,750,783,2,2
46,815,848,2,2
46,880,913,2,2
46,941,974,2,2
46,1002,1035,2,2
46,1063,1096,2,2
46,1124,1157,2,2
46,1185,1218,2,2
46,1246,1292,2,0
47,370,397,0,3
47,429,452,3,3
47,484,531,3,0
48,371,397,0,5
48,416,451,5,3
48,477,514,3,5
48,542,577,5,3
48,603,640,3,5
48,668,703,5,3
48,716,753,3,5
48,781,804,5,1
48,817,854,1,5
48,882,905,5,1
48,918,955,1,5
48,983,1006,5,1
48,1019,1056,1,5
48,1061,1084,5,1
48,1099,1136,1,5
48,1141,1197,5,6
48,1206,1243,6,5
48,1248,1304,5,6
48,1317,1340,6,5
48,1372,1410,5,9
48,1416,1439,9,5
48,1471,1491,5,0
49,372,422,0,6
49,437,466,6,5
49,476,504,5,7
49,530,562,7,6
49,577,606,6,5
49,616,644,5,7
49,670,702,7,6
49,717,746,6,5
49,756,784,5,7
49,810,842,7,6
49,857,913,6,9
49,933,961,9,7
49,987,1019,7,6
49,1034,1090,6,9
49,1110,1138,9,7
49,1164,1193,7,0
50,372,396,0,4
50,410,452,4,4
50,466,508,4,4
50,522,564,4,4
50,578,620,4,4
50,634,664,4,7
50,693,723,7,7
50,752,782,7,7
50,811,841,7,7
50,870,900,7,7
50,919,949,7,7
50,968,998,7,7
50,1017,1047,7,7
50,1066,1096,7,7
50,1115,1157,7,0
51,372,405,0,9
51,418,468,9,9
51,481,531,9,9
51,544,593,9,7
51,615,664,7,7
51,684,729,7,3
51,758,815,3,6
51,842,899,6,6
51,926,983,6,6
51,1010,1067,6,6
51,1094,1151,6,6
51,1178,1235,6,6
51,1262,1282,6,0
52,374,426,0,9
52,429,483,9,9
52,504,558,9,9
52,561,615,9,9
52,636,690,9,9
52,693,747,9,9
52,768,801,9,7
52,830,884,7,9
52,905,938,9,7
52,967,1021,7,9
52,1042,1075,9,7
52,1104,1158,7,9
52,1179,1211,9,5
52,1244,1264,5,0
53,375,424,0,9
53,443,464,9,8
53,468,489,8,8
53,493,538,8,3
53,564,609,3,3
53,635,680,3,3
53,706,751,3,3
53,777,822,3,3
53,848,893,3,3
53,919,968,3,5
53,978,1027,5,5
53,1037,1086,5,5
53,1096,1145,5,5
53,1155,1204,5,5
53,1214,1263,5,5
53,1273,1322,5,5
53,1332,1381,5,5
53,1391,1445,5,0
54,376,433,0,6
54,468,496,6,0
55,376,433,0,2
55,466,514,2,4
55,537,593,4,2
55,626,669,2,9
55,693,749,9,2
55,782,825,2,9
55,849,905,9,2
55,938,981,2,9
55,997,1053,9,2
55,1086,1144,2,4
55,1169,1225,4,2
55,1258,1278,2,0
56,377,417,0,8
56,435,479,8,7
56,490,534,7,7
56,556,600,7,7
56,622,666,7,7
56,684,728,7,7
56,746,790,7,7
56,823,867,7,7
56,900,944,7,7
56,977,1021,7,7
56,1054,1098,7,7
56,1127,1171,7,7
56,1201,1222,7,0
57,378,399,0,8
57,417,475,8,0
58,382,411,0,7
58,436,494,7,7
58,528,586,7,7
58,620,678,7,7
58,712,770,7,7
58,804,862,7,7
58,896,954,7,7
58,988,1046,7,7
58,1080,1138,7,7
58,1172,1230,7,7
58,1264,1285,7,0
59,383,410,0,5
59,414,441,5,3
59,462,488,3,5
59,492,519,5,3
59,540,566,3,5
59,570,597,5,3
59,618,644,3,5
59,648,675,5,3
59,696,722,3,5
59,726,753,5,3
59,774,800,3,5
59,804,855,5,3
59,868,894,3,5
59,898,949,5,3
59,962,988,3,5
59,992,1043,5,3
59,1056,1082,3,5
59,1086,1137,5,3
59,1150,1176,3,5
59,1180,1231,5,3
59,1244,1270,3,5
59,1274,1299,5,3
59,1327,1357,3,0
60,384,432,0,0
61,386,416,0,6
61,439,482,6,4
61,506,559,4,6
61,582,625,6,4
61,649,702,4,6
61,725,768,6,4
61,792,845,4,6
61,861,904,6,4
61,928,981,4,6
61,1015,1058,6,4
61,1082,1135,4,6
61,1141,1184,6,4
61,1208,1261,4,6
61,1267,1310,6,4
61,1334,1387,4,6
61,1393,1433,6,7
61,1458,1489,7,0
62,388,441,0,7
62,453,482,7,5
62,506,563,5,4
62,590,610,4,7
62,622,651,7,5
62,675,717,5,9
62,732,752,9,7
62,764,793,7,5
62,817,859,5,9
62,874,894,9,7
62,906,935,7,5
62,959,1001,5,9
62,1016,1036,9,7
62,1048,1077,7,5
62,1092,1134,5,9
62,1149,1169,9,7
62,1181,1227,7,7
62,1241,1283,7,9
62,1298,1318,9,7
62,1330,1384,7,0
63,391,420,0,8
63,434,489,8,8
63,503,558,8,8
63,572,627,8,8
63,641,696,8,8
63,710,765,8,8
63,779,834,8,8
63,848,903,8,8
63,917,946,8,9
63,981,1010,9,9
63,1045,1087,9,8
63,1120,1162,8,8
63,1195,1237,8,8
63,1267,1310,8,0
64,393,417,0,5
64,435,460,5,2
64,478,505,2,5
64,523,548,5,2
64,566,593,2,5
64,611,636,5,2
64,654,681,2,5
64,699,724,5,2
64,742,769,2,5
64,787,812,5,2
64,830,857,2,5
64,889,914,5,2
64,932,962,2,9
64,972,997,9,2
64,1015,1045,2,9
64,1055,1080,9,2
64,1098,1128,2,9
64,1138,1195,9,3
64,1200,1230,3,9
64,1241,1298,9,3
64,1303,1333,3,9
64,1344,1399,9,0
65,396,420,0,2
65,447,487,2,0
66,397,450,0,3
66,471,491,3,0
67,399,420,0,0
68,401,425,0,5
68,432,464,5,4
68,481,510,4,5
68,517,549,5,4
68,566,595,4,5
68,602,634,5,4
68,651,680,4,5
68,687,719,5,4
68,736,765,4,5
68,772,804,5,4
68,821,850,4,5
68,857,901,5,1
68,928,957,1,5
68,964,1008,5,1
68,1036,1065,1,5
68,1072,1116,5,1
68,1144,1173,1,5
68,1180,1224,5,1
68,1252,1272,1,0
69,403,453,0,4
69,468,502,4,4
69,517,551,4,4
69,566,600,4,4
69,615,649,4,4
69,664,698,4,4
69,713,747,4,4
69,762,808,4,6
69,821,867,6,6
69,880,926,6,6
69,939,985,6,6
69,998,1044,6,6
69,1057,1103,6,6
69,1116,1162,6,6
69,1175,1221,6,6
69,1234,1254,6,0
70,407,437,0,6
70,446,487,6,8
70,504,533,8,7
70,537,570,7,6
70,579,620,6,8
70,637,666,8,7
70,670,703,7,6
70,706,747,6,8
70,764,793,8,7
70,797,830,7,6
70,833,874,6,8
70,891,920,8,7
70,924,957,7,6
70,960,1001,6,8
70,1018,1047,8,7
70,1051,1084,7,6
70,1087,1135,6,8
70,1170,1199,8,7
70,1203,1236,7,6
70,1239,1287,6,8
70,1322,1351,8,7
70,1355,1388,7,6
70,1391,1444,6,0
71,668,727,0,3
71,738,760,3,5
71,787,840,5,0
72,706,736,0,6
72,748,793,6,6
72,823,862,6,2
72,866,911,2,6
72,941,980,6,2
72,984,1029,2,6
72,1059,1098,6,2
72,1102,1132,2,7
72,1139,1178,7,2
72,1182,1212,2,7
72,1219,1263,7,0
73,716,736,0,6
73,763,794,6,3
73,823,874,3,5
73,882,913,5,3
73,942,983,3,1
73,1005,1036,1,3
73,1065,1125,3,5
73,1134,1165,5,3
73,1194,1254,3,5
73,1263,1294,5,3
73,1323,1343,3,0
74,749,804,0,2
74,821,861,2,7
74,872,925,7,2
74,942,982,2,7
74,993,1046,7,2
74,1063,1103,2,7
74,1114,1167,7,2
74,1184,1224,2,7
74,1235,1288,7,2
74,1305,1340,2,5
74,1366,1386,5,0
75,989,1021,0,5
75,1040,1088,5,5
75,1107,1155,5,5
75,1174,1194,5,0
76,1005,1028,0,2
76,1034,1083,2,2
76,1089,1138,2,2
76,1144,1193,2,2
76,1199,1219,2,0
77,1011,1043,0,2
77,1047,1090,2,2
