tour,start,end,startPos,endPos
1,313,370,0,9
1,393,427,9,3
1,456,487,3,0
2,331,355,0,4
2,363,406,4,7
2,418,444,7,7
2,475,531,7,4
2,561,609,4,5
2,627,653,5,7
2,684,740,7,4
2,770,818,4,5
2,836,867,5,5
2,881,937,5,4
2,967,1015,4,5
2,1033,1064,5,5
2,1078,1134,5,4
2,1164,1212,4,5
2,1230,1261,5,5
2,1275,1331,5,4
2,1361,1381,4,0
3,338,368,0,4
3,402,447,4,4
3,481,530,4,0
4,354,384,0,8
4,415,437,8,8
4,440,464,8,6
4,470,516,6,8
4,547,569,8,8
4,572,596,8,6
4,602,648,6,8
4,672,694,8,8
4,697,721,8,6
4,727,773,6,8
4,785,807,8,8
4,810,834,8,6
4,840,896,6,1
4,929,951,1,8
4,954,978,8,6
4,984,1040,6,1
4,1073,1095,1,8
4,1098,1122,8,6
4,1131,1169,6,9
4,1182,1204,9,8
4,1207,1239,8,3
4,1264,1302,3,9
4,1315,1354,9,5
4,1386,1418,5,3
4,1443,1463,3,0
5,357,412,0,2
5,428,455,2,1
5,458,517,1,6
5,546,589,6,2
5,605,632,2,1
5,635,694,1,6
5,723,766,6,2
5,782,809,2,1
5,812,871,1,6
5,900,943,6,2
5,959,986,2,1
5,989,1048,1,6
5,1077,1120,6,2
5,1136,1163,2,1
5,1166,1225,1,0
6,359,402,0,3
6,430,488,3,0
7,360,418,0,5
7,440,480,5,5
7,502,542,5,5
7,564,604,5,5
7,626,666,5,5
7,688,728,5,5
7,750,790,5,5
7,812,852,5,5
7,874,931,5,7
7,935,992,7,7
7,996,1053,7,7
7,1076,1133,7,7
7,1156,1213,7,7
7,1236,1256,7,0
8,367,427,0,7
8,440,498,7,5
8,523,544,5,9
8,579,606,9,7
8,619,677,7,5
8,702,750,5,7
8,783,810,7,7
8,824,882,7,5
8,907,955,5,7
8,990,1017,7,7
8,1031,1089,7,5
8,1114,1145,5,6
8,1160,1203,6,0
9,372,416,0,3
9,422,461,3,2
9,478,509,2,7
9,518,548,7,3
9,554,576,3,6
9,604,635,6,7
9,644,674,7,3
9,680,702,3,6
9,730,761,6,7
9,770,800,7,3
9,806,828,3,6
9,856,887,6,7
9,896,926,7,3
9,932,954,3,6
9,982,1009,6,1
9,1027,1057,1,3
9,1063,1085,3,6
9,1113,1140,6,1
9,1158,1188,1,3
9,1221,1241,3,0
10,378,408,0,5
10,435,461,5,5
10,488,513,5,0
11,381,427,0,0
12,396,451,0,5
12,455,476,5,5
12,506,547,5,3
12,561,583,3,5
12,587,617,5,9
12,621,662,9,3
12,676,698,3,5
12,702,732,5,9
12,736,777,9,3
12,791,813,3,5
12,817,847,5,9
12,851,892,9,3
12,902,924,3,5
12,928,958,5,9
12,962,1003,9,3
12,1013,1035,3,5
12,1039,1069,5,9
12,1073,1114,9,3
12,1124,1146,3,5
12,1150,1193,5,6
12,1200,1241,6,3
12,1251,1273,3,5
12,1277,1316,5,5
12,1328,1369,5,3
12,1379,1414,3,0
13,399,420,0,0
14,401,453,0,8
14,465,488,8,9
14,494,554,9,8
14,566,589,8,9
14,595,655,9,8
14,667,690,8,9
14,696,756,9,8
14,768,791,8,9
14,797,857,9,8
14,869,892,8,9
14,898,958,9,8
14,970,993,8,9
14,999,1059,9,8
14,1071,1094,8,9
14,1100,1160,9,8
14,1172,1195,8,9
14,1201,1261,9,8
14,1273,1293,8,0
15,685,725,0,6
15,748,771,6,8
15,795,848,8,3
15,854,903,3,6
15,926,949,6,8
15,954,1007,8,3
15,1033,1082,3,6
15,1105,1128,6,8
15,1136,1189,8,3
15,1221,1263,3,0
16,1068,1128,0,2
16,1156,1207,2,0
17,1149,1184,0,6
17,1196,1216,6,0
