tour,start,end,startPos,endPos
1,268,298,0,6
1,323,344,6,6
1,369,390,6,6
1,415,436,6,6
1,461,481,6,0
2,271,300,0,4
2,317,375,4,5
2,386,445,5,4
2,468,526,4,5
2,537,596,5,4
2,619,677,4,5
2,688,747,5,4
2,770,828,4,5
2,839,898,5,4
2,921,979,4,5
2,990,1049,5,4
2,1072,1130,4,5
2,1137,1196,5,4
2,1219,1251,4,0
3,272,329,0,6
3,332,382,6,6
3,385,435,6,6
3,438,488,6,6
3,491,541,6,6
3,544,594,6,6
3,597,647,6,6
3,650,700,6,6
3,703,753,6,6
3,756,806,6,6
3,809,859,6,6
3,886,936,6,6
3,963,983,6,6
3,993,1040,6,7
3,1061,1108,7,7
3,1129,1176,7,7
3,1197,1253,7,0
4,297,340,0,2
4,365,387,2,7
4,401,444,7,6
4,457,492,6,0
5,301,354,0,1
5,368,420,1,1
5,434,454,1,0
6,302,327,0,4
6,339,398,4,3
6,432,491,3,7
6,502,542,7,4
6,554,613,4,3
6,623,682,3,7
6,693,733,7,4
6,750,809,4,3
6,819,878,3,7
6,889,929,7,4
6,946,1005,4,3
6,1015,1074,3,7
6,1085,1125,7,4
6,1142,1184,4,4
6,1218,1263,4,0
7,308,367,0,5
7,379,434,5,0
8,308,364,0,5
8,399,434,5,8
8,467,500,8,1
8,521,545,1,5
8,580,615,5,8
8,648,681,8,1
8,702,726,1,5
8,761,791,5,1
8,813,846,1,1
8,867,891,1,5
8,926,956,5,1
8,978,1011,1,1
8,1032,1056,1,5
8,1091,1121,5,1
8,1143,1176,1,1
8,1197,1221,1,5
8,1256,1286,5,1
8,1308,1341,1,1
8,1362,1386,1,5
8,1421,1449,5,0
9,320,348,0,3
9,356,391,3,5
9,402,448,5,3
9,456,491,3,5
9,502,548,5,3
9,556,591,3,5
9,602,633,5,2
9,664,699,2,5
9,710,741,5,2
9,772,807,2,5
9,818,849,5,2
9,880,915,2,5
9,942,973,5,2
9,1004,1039,2,5
9,1066,1097,5,2
9,1128,1163,2,5
9,1190,1221,5,2
9,1255,1290,2,5
9,1317,1348,5,2
9,1376,1411,2,5
9,1436,1456,5,0
10,322,380,0,7
10,404,438,7,0
11,326,351,0,3
11,362,384,3,6
11,391,443,6,0
12,326,373,0,1
12,407,448,1,1
12,465,490,1,3
12,514,539,3,3
12,563,588,3,3
12,612,637,3,3
12,661,686,3,3
12,713,738,3,3
12,765,790,3,3
12,818,843,3,3
12,863,888,3,3
12,908,933,3,3
12,953,978,3,3
12,998,1023,3,3
12,1043,1068,3,3
12,1088,1113,3,3
12,1133,1158,3,3
12,1178,1237,3,0
13,328,366,0,5
13,397,422,5,4
13,438,465,4,7
13,499,523,7,5
13,553,578,5,4
13,594,621,4,7
13,655,679,7,5
13,709,734,5,4
13,750,805,4,2
13,839,863,2,5
13,893,918,5,4
13,934,955,4,3
13,971,995,3,5
13,1025,1050,5,4
13,1066,1087,4,3
13,1103,1127,3,5
13,1157,1182,5,4
13,1198,1219,4,3
13,1235,1270,3,0
14,331,355,0,4
14,369,429,4,5
14,456,487,5,4
14,501,561,4,5
14,588,613,5,4
14,616,676,4,5
14,703,728,5,4
14,731,791,4,5
14,818,843,5,4
14,846,906,4,5
14,933,958,5,4
14,961,1021,4,5
14,1048,1073,5,4
14,1076,1136,4,5
14,1163,1188,5,4
14,1191,1251,4,5
14,1278,1299,5,0
15,334,366,0,5
15,386,408,5,8
15,437,459,8,8
15,490,512,8,8
15,543,565,8,8
15,596,618,8,8
15,649,671,8,8
15,702,723,8,7
15,740,764,7,7
15,772,796,7,7
15,804,828,7,7
15,859,883,7,7
15,914,938,7,7
15,969,993,7,7
15,1024,1048,7,7
15,1079,1103,7,7
15,1134,1183,7,0
16,337,363,0,7
16,372,402,7,7
16,411,441,7,7
16,450,472,7,0
17,338,383,0,3
17,387,418,3,7
17,447,496,7,3
17,500,531,3,7
17,560,609,7,3
17,613,644,3,7
17,673,700,7,8
17,728,759,8,7
17,788,815,7,8
17,843,874,8,7
17,903,930,7,8
17,958,989,8,7
17,1018,1045,7,8
17,1073,1104,8,7
17,1128,1155,7,8
17,1183,1214,8,7
17,1238,1262,7,0
18,339,372,0,4
18,399,441,4,3
18,463,484,3,3
18,487,537,3,4
18,564,606,4,3
18,615,636,3,3
18,639,689,3,4
18,717,759,4,3
18,786,807,3,3
18,810,860,3,4
18,888,930,4,3
18,957,978,3,3
18,981,1031,3,4
18,1059,1101,4,3
18,1128,1149,3,3
18,1152,1202,3,4
18,1230,1272,4,3
18,1299,1319,3,6
18,1349,1399,6,4
18,1427,1447,4,0
19,339,391,0,8
19,406,449,8,7
19,469,491,7,9
19,525,569,9,8
19,584,627,8,7
19,647,669,7,9
19,703,747,9,8
19,762,805,8,7
19,825,847,7,9
19,881,925,9,8
19,940,994,8,1
19,1008,1030,1,9
19,1064,1108,9,8
19,1123,1181,8,6
19,1192,1214,6,9
19,1248,1280,9,0
20,340,367,0,5
20,372,417,5,5
20,422,467,5,5
20,472,517,5,5
20,537,582,5,5
20,602,647,5,5
20,667,712,5,5
20,732,777,5,5
20,797,842,5,5
20,862,907,5,5
20,927,972,5,5
20,992,1037,5,5
20,1057,1102,5,5
20,1123,1168,5,5
20,1189,1210,5,0
21,343,391,0,8
21,418,466,8,8
21,493,541,8,8
21,568,616,8,8
21,643,691,8,8
21,718,766,8,8
21,793,841,8,8
21,868,908,8,3
21,941,981,3,3
21,1012,1052,3,3
21,1083,1123,3,3
21,1154,1194,3,3
21,1225,1285,3,0
22,350,370,0,2
22,383,405,2,2
22,418,440,2,2
22,453,475,2,2
22,488,510,2,2
22,523,545,2,2
22,558,580,2,2
22,593,615,2,2
22,628,650,2,2
22,663,685,2,2
22,698,720,2,2
22,733,755,2,2
22,768,790,2,2
22,798,820,2,2
22,828,850,2,2
22,858,880,2,2
22,888,910,2,2
22,918,940,2,2
22,948,970,2,2
22,978,1000,2,2
22,1008,1030,2,2
