Field|NAMES,ModelName,InstanceName,Parameters,TimeLimit,CostLimit
Field|KEYS,1,1,1,0,0
OpenShop,Taillard/tail20_20_1,,200,-1
OpenShop,Taillard/tail20_20_2,,200,-1
OpenShop,Taillard/tail20_20_3,,200,-1
OpenShop,Taillard/tail20_20_4,,200,-1
OpenShop,Taillard/tail20_20_5,,200,-1
OpenShop,Taillard/tail20_20_6,,200,-1
OpenShop,Taillard/tail20_20_7,,200,-1
OpenShop,Taillard/tail20_20_8,,200,-1
OpenShop,Taillard/tail20_20_9,,200,-1
OpenShop,Taillard/tail20_20_10,,200,-1
OpenShop,GueretPrins/gp10-01,,500,-1
OpenShop,GueretPrins/gp10-02,,500,-1
OpenShop,GueretPrins/gp10-03,,500,-1
OpenShop,GueretPrins/gp10-04,,500,-1
OpenShop,GueretPrins/gp10-05,,500,-1
OpenShop,GueretPrins/gp10-06,,500,-1
OpenShop,GueretPrins/gp10-07,,500,-1
OpenShop,GueretPrins/gp10-08,,500,-1
OpenShop,GueretPrins/gp10-09,,500,-1
OpenShop,GueretPrins/gp10-10,,500,-1
OpenShop,Brucker/j8-per0-1,,320,-1
OpenShop,Brucker/j8-per0-2,,320,-1
OpenShop,Brucker/j8-per10-0,,320,-1
OpenShop,Brucker/j8-per10-1,,320,-1
OpenShop,Brucker/j8-per10-2,,320,-1
OpenShop,Brucker/j8-per20-0,,320,-1
OpenShop,Brucker/j8-per20-1,,320,-1
OpenShop,Brucker/j8-per20-2,,320,-1
