ILOG_CSV_FORMAT,1.1

GENERAL|NAMES,date,time,hostName,CPU,MHz,memory,search,comment,timeLimit,commandLine
GENERAL|KEYS,0,0,0,0,0,0,0,0,0,0
GENERAL,,,,,,,SchedulerLNS,,1.#INF,-search SchedulerLNS -scenarii X:\dev\scheduler-papers\mista-2007\scenarii\OpenShop\scenario.csv

RESULT|NAMES, modeler, instance, modelParams, time, numberOfSolutions, acceptable, lb, ub, completion, objectiveSense, runId
RESULT|KEYS, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
RESULT, OpenShop, Taillard/tail20_20_1, , 19.7656, 11, 0, 99, 1155, 100, -1, 0
RESULT, OpenShop, Taillard/tail20_20_2, , 30.1406, 8, 0, 99, 1241, 100, -1, 0
RESULT, OpenShop, Taillard/tail20_20_3, , 19.7188, 9, 0, 99, 1257, 100, -1, 0
RESULT, OpenShop, Taillard/tail20_20_4, , 0.90625, 2, 0, 99, 1248, 100, -1, 0
RESULT, OpenShop, Taillard/tail20_20_5, , 1.60938, 2, 0, 99, 1256, 100, -1, 0
RESULT, OpenShop, Taillard/tail20_20_6, , 12.5781, 9, 0, 99, 1204, 100, -1, 0
RESULT, OpenShop, Taillard/tail20_20_7, , 118.859, 8, 0, 99, 1294, 100, -1, 0
RESULT, OpenShop, Taillard/tail20_20_8, , 195.078, 19, 0, 99, 1169, 100, -1, 0
RESULT, OpenShop, Taillard/tail20_20_9, , 35.125, 4, 0, 99, 1289, 100, -1, 0
RESULT, OpenShop, Taillard/tail20_20_10, , 1.23438, 2, 0, 99, 1241, 100, -1, 0
RESULT, OpenShop, GueretPrins/gp10-01, , 12.7969, 25, 0, 600, 1108, 100, -1, 0
RESULT, OpenShop, GueretPrins/gp10-02, , 401.672, 29, 0, 615, 1097, 100, -1, 0
RESULT, OpenShop, GueretPrins/gp10-03, , 13.8906, 30, 0, 591, 1127, 100, -1, 0
RESULT, OpenShop, GueretPrins/gp10-04, , 19.875, 22, 0, 659, 1083, 100, -1, 0
RESULT, OpenShop, GueretPrins/gp10-05, , 21.8125, 42, 0, 695, 1074, 100, -1, 0
RESULT, OpenShop, GueretPrins/gp10-06, , 52.5625, 17, 0, 699, 1112, 100, -1, 0
RESULT, OpenShop, GueretPrins/gp10-07, , 17.8594, 32, 0, 782, 1081, 100, -1, 0
RESULT, OpenShop, GueretPrins/gp10-08, , 15.625, 35, 0, 605, 1107, 100, -1, 0
RESULT, OpenShop, GueretPrins/gp10-09, , 13.2656, 22, 0, 659, 1138, 100, -1, 0
RESULT, OpenShop, GueretPrins/gp10-10, , 27.3594, 30, 0, 676, 1092, 100, -1, 0
RESULT, OpenShop, Brucker/j8-per0-1, , 51.1406, 17, 0, 350, 1051, 100, -1, 0
RESULT, OpenShop, Brucker/j8-per0-2, , 17.4688, 9, 0, 536, 1080, 100, -1, 0
RESULT, OpenShop, Brucker/j8-per10-0, , 168.563, 17, 0, 436, 1037, 100, -1, 0
RESULT, OpenShop, Brucker/j8-per10-1, , 19.5, 9, 0, 430, 1029, 100, -1, 0
RESULT, OpenShop, Brucker/j8-per10-2, , 288.219, 3, 0, 384, 1035, 100, -1, 0
RESULT, OpenShop, Brucker/j8-per20-0, , 10.4219, 3, 0, 444, 1004, 100, -1, 0
RESULT, OpenShop, Brucker/j8-per20-1, , 0.40625, 2, 0, 459, 1000, 100, -1, 0
RESULT, OpenShop, Brucker/j8-per20-2, , 57.0625, 15, 0, 395, 1000, 100, -1, 0
