0	1362.07	67.2023
0	1360.33	65.9354
28.331	1361.51	66.5685
65.678	1304.74	61.0941
73.083	1306.23	60.3003
88.412	1305.89	61.5968
91.125	1311.5	57.0283
107.648	1309.84	55.2041
136.814	1311.96	53.8289
143.12	1292.14	55.643
151.008	1353.08	61.4365
163.1	1356.59	62.3004
188.457	1310.56	53.754
188.826	1310.2	56.8718
217.896	1287.6	56.9454
233.201	1284.6	57.3858
234.334	1283.06	57.1202
241.848	1283.12	58.0481
251.697	1292.57	50.0205
252.291	1293.33	50.979
272.708	1277.88	52.4529
290.477	1279.22	54.6823
293.584	1281.68	53.1177
330.341	1281.42	53.9972
353.849	1303.49	52.2633
355.723	1307.75	53.1113
370.427	1299.1	52.5843
377.722	1302.98	54.5751
391.686	1295.99	52.2674
409.592	1300.45	51.8318
413.093	1297.23	51.1272
448.984	1305.98	51.7137
452.131	1289.27	49.3243
455.281	1287.71	51.3424
465.15	1289.81	49.83
465.901	1287.59	51.11
479.541	1286.7	50.1598
493.449	1293.82	46.6834
497.56	1293.66	49.2811
501.298	1294.01	49.9557
507.328	1292.58	49.6008
551.954	1288.37	48.6562
555.416	1286.83	46.4056
563.001	1290.63	47.0417
569.266	1291.88	48.1818
586.367	1291.56	48.1668
608.752	1264.74	44.5408
616.26	1268.25	44.8685
620.004	1268.03	43.9453
622.315	1260.34	44.1298
657.753	1265.23	42.7186
664.334	1269	42.5267
667.306	1270.73	39.9226
674.473	1268.7	42.8518
680.471	1268.99	40.4573
687.651	1271.2	42.5139
696.553	1272.72	43.4377
716.829	1270.63	39.9148
731.22	1273.11	38.5645
747.168	1269.33	39.4273
759.082	1267.99	37.9723
763.539	1271.28	41.3274
769.481	1268.21	39.7898
770.27	1267.65	40.9831
788.926	1275.21	38.4212
808.523	1279.1	38.6315
812.773	1278.03	36.6124
828.383	1275.21	35.3554
853.582	1265.47	37.7968
860.585	1269.84	39.8065
875.265	1265.55	34.7477
896.235	1268.57	36.3577
896.35	1264.62	35.9488
897.614	1260.51	34.043
905.506	1260.21	34.0468
906.01	1257.69	33.0361
917.648	1261.47	36.0403
956.622	1261.62	30.4095
957.565	1254.12	31.7959
959.168	1252.97	32.5214
967.49	1254.49	31.3076
1009.53	1258.24	29.2314
1016.82	1262.54	30.3794
1034.57	1267.13	29.5645
1036.64	1266.59	30.2251
1055.49	1277.96	31.0466
1061.93	1273.64	28.4535
1073.42	1272.46	27.8078
1073.96	1271.67	28.3892
1083.37	1273.42	29.0497
1113.26	1275.72	27.665
1129.77	1255.82	16.2414
1135.33	1247.06	15.9418
1148.72	1244.55	15.7576
1160.45	1243.04	17.6892
1186.57	1255.18	16.7617
1189.16	1256.46	18.3617
1194.55	1254.7	16.6998
1202.01	1255.35	17.1582
1207.86	1254.4	17.8578
1217.36	1255.3	17.1204
1249.72	1249.72	0
