n= 10;
m= 40;
sizeOfTimeStep= 6;
costMatrix=[	[	[35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 ]
	[33 34 36 37 38 40 41 42 44 45 47 48 49 51 52 53 53 53 53 53 53 53 53 52 52 52 52 52 52 52 52 51 51 51 51 51 51 51 51 50 ]
	[11 11 12 13 14 14 15 16 16 17 18 18 19 20 20 21 21 21 21 21 21 21 21 21 21 21 21 20 20 20 20 20 20 20 20 20 20 20 20 20 ]
	[13 14 15 16 17 17 18 19 20 21 22 23 23 24 25 26 26 26 26 26 26 26 26 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 25 24 ]
	[8 9 9 10 11 12 12 13 14 15 15 16 17 17 18 19 19 19 19 19 19 19 19 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 18 ]
	[24 25 26 28 29 30 32 33 34 36 37 38 40 41 42 44 43 43 43 43 43 43 43 43 43 42 42 42 42 42 42 42 42 42 41 41 41 41 41 41 ]
	[21 23 24 25 26 28 29 30 31 33 34 35 36 38 39 40 40 40 40 40 40 39 39 39 39 39 39 39 39 39 39 38 38 38 38 38 38 38 38 38 ]
	[40 41 43 44 45 47 48 49 51 52 53 55 56 58 59 60 60 60 60 60 60 59 59 59 59 59 59 59 59 58 58 58 58 58 58 58 58 57 57 57 ]
	[11 11 12 13 14 15 16 16 17 18 19 20 20 21 22 23 23 23 23 23 23 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 22 21 21 ]
	[3 3 3 4 4 4 5 5 5 6 6 6 6 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 7 ]
]
	[	[33 35 36 37 39 40 41 43 44 45 47 48 49 51 52 53 53 53 53 53 53 53 53 52 52 52 52 52 52 52 52 51 51 51 51 51 51 51 51 50 ]
