n= 10;
m= 40;
sizeOfTimeStep= 6;
costMatrix=[	[	[35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 ]
	[29 30 32 33 35 36 38 39 41 42 44 45 47 48 50 51 51 51 51 51 51 51 50 50 50 50 50 50 50 50 49 49 49 49 49 49 49 49 48 48 ]
	[20 21 22 24 25 26 28 29 30 32 33 34 35 37 38 39 39 39 39 39 39 39 39 39 38 38 38 38 38 38 38 38 38 38 37 37 37 37 37 37 ]
	[34 35 36 37 38 40 41 42 43 45 46 47 48 50 51 52 52 52 52 52 52 51 51 51 51 51 51 51 51 51 50 50 50 50 50 50 50 50 50 50 ]
	[20 21 22 24 25 26 27 28 30 31 32 33 34 35 37 38 38 38 38 37 37 37 37 37 37 37 37 37 37 37 36 36 36 36 36 36 36 36 36 36 ]
	[23 24 25 27 28 29 30 31 32 33 35 36 37 38 39 40 40 40 40 40 40 40 40 40 40 40 39 39 39 39 39 39 39 39 39 39 39 38 38 38 ]
	[25 26 27 29 30 31 33 34 35 37 38 39 41 42 43 45 45 44 44 44 44 44 44 44 44 44 44 43 43 43 43 43 43 43 43 43 42 42 42 42 ]
	[8 9 9 10 11 11 12 12 13 13 14 15 15 16 16 17 17 17 17 17 17 17 17 17 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 16 ]
	[35 37 38 39 41 42 44 45 46 48 49 51 52 53 55 56 56 56 56 56 56 56 55 55 55 55 55 55 55 55 54 54 54 54 54 54 54 54 53 53 ]
	[36 38 39 41 42 43 45 46 48 49 50 52 53 55 56 57 57 57 57 57 57 57 57 56 56 56 56 56 56 56 56 55 55 55 55 55 55 55 54 54 ]
]
	[	[27 29 30 32 33 35 36 38 39 41 42 44 45 47 48 50 50 50 50 49 49 49 49 49 49 49 49 48 48 48 48 48 48 48 48 47 47 47 47 47 ]
	[35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 ]
	[11 11 12 13 14 15 16 17 18 19 20 20 21 22 23 24 24 24 24 24 24 24 24 24 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 ]
	[15 16 18 19 20 21 22 23 24 25 26 27 28 29 30 31 31 31 31 31 31 31 31 31 31 31 31 31 30 30 30 30 30 30 30 30 30 30 30 30 ]
	[12 13 14 14 15 16 17 18 19 20 20 21 22 23 24 25 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 24 23 23 23 23 23 23 23 ]
	[15 16 17 19 20 21 22 24 25 26 27 29 30 31 32 34 33 33 33 33 33 33 33 33 33 33 33 32 32 32 32 32 32 32 32 32 32 32 31 31 ]
	[16 17 19 20 21 22 23 24 25 26 27 28 29 30 31 32 32 32 32 32 32 32 32 32 32 31 31 31 31 31 31 31 31 31 31 31 31 31 30 30 ]
	[39 40 42 43 45 46 48 49 51 52 54 55 57 58 60 61 61 61 61 61 61 61 60 60 60 60 60 60 60 59 59 59 59 59 59 59 58 58 58 58 ]
	[28 30 31 33 34 35 37 38 40 41 43 44 45 47 48 50 50 50 49 49 49 49 49 49 49 49 49 48 48 48 48 48 48 48 48 47 47 47 47 47 ]
	[24 26 27 29 30 31 33 34 36 37 38 40 41 43 44 45 45 45 45 45 45 45 45 44 44 44 44 44 44 44 44 44 44 43 43 43 43 43 43 43 ]
]
	[	[18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 32 32 32 32 32 32 32 32 32 32 32 32 32 32 31 31 31 31 31 31 31 31 31 31 ]
	[11 12 13 14 14 15 16 17 18 19 20 21 21 22 23 24 24 24 24 24 24 24 24 24 24 23 23 23 23 23 23 23 23 23 23 23 23 23 23 23 ]
	[35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 35791394 ]
	[17 18 19 20 21 22 23 24 25 27 28 29 30 31 32 33 33 33 33 33 33 33 33 33 32 32 32 32 32 32 32 32 32 32 32 32 31 31 31 31 ]
	[6 6 7 7 8 8 8 9 9 9 10 10 11 11 11 12 12 12 12 12 12 12 12 12 12 11 11 11 11 11 11 11 11 11 11 11 11 11 11 11 ]
