100 0
39 225 0
34 278 0
193 103 0
158 135 0
219 122 0
1 281 0
94 247 0
80 158 0
181 214 0
134 200 0
216 276 0
110 170 0
36 169 0
106 214 0
180 229 0
188 118 0
245 295 0
66 231 0
58 140 0
64 271 0
29 247 0
145 168 0
101 101 0
167 138 0
160 71 0
60 222 0
235 162 0
78 139 0
201 257 0
65 189 0
141 230 0
226 132 0
172 188 0
200 250 0
140 174 0
171 123 0
254 294 0
146 242 0
246 295 0
56 63 0
252 177 0
163 252 0
17 107 0
132 188 0
79 251 0
121 188 0
47 158 0
133 108 0
125 291 0
248 233 0
46 88 0
87 161 0
119 72 0
223 242 0
95 212 0
152 112 0
51 68 0
28 125 0
208 121 0
186 128 0
122 121 0
166 128 0
198 166 0
175 164 0
105 107 0
187 132 0
52 179 0
214 277 0
195 222 0
55 166 0
244 133 0
117 148 0
206 273 0
232 191 0
23 163 0
14 254 0
138 92 0
139 231 0
92 135 0
109 288 0
13 69 0
26 101 0
118 183 0
131 61 0
230 233 0
98 122 0
115 293 0
33 238 0
169 250 0
183 144 0
194 131 0
21 89 0
97 68 0
161 125 0
159 251 0
215 102 0
12 212 0
222 236 0
53 270 0
247 142 0
