50 0
193 156 0
144 182 0
116 73 0
36 298 0
27 285 0
68 177 0
87 298 0
103 291 0
71 61 0
218 190 0
166 110 0
93 200 0
211 233 0
43 227 0
161 259 0
9 96 0
79 97 0
44 178 0
134 258 0
76 237 0
243 281 0
96 285 0
2 292 0
119 293 0
230 111 0
81 76 0
35 166 0
226 294 0
3 62 0
61 61 0
157 89 0
235 197 0
72 82 0
118 108 0
52 142 0
223 168 0
222 252 0
219 276 0
254 80 0
191 117 0
228 169 0
104 84 0
102 81 0
99 138 0
78 286 0
124 181 0
97 250 0
247 127 0
89 198 0
30 139 0
