50 0
77 171 0
69 68 0
210 126 0
31 190 0
156 119 0
117 144 0
175 140 0
217 208 0
86 78 0
203 248 0
60 272 0
226 261 0
184 170 0
13 61 0
32 179 0
134 192 0
121 118 0
106 270 0
15 156 0
245 225 0
181 292 0
202 249 0
10 159 0
197 169 0
176 108 0
179 162 0
8 243 0
185 177 0
189 261 0
102 275 0
92 281 0
227 187 0
95 281 0
75 243 0
99 89 0
93 264 0
219 244 0
180 297 0
52 271 0
12 204 0
59 141 0
40 290 0
120 166 0
170 207 0
38 248 0
158 274 0
26 147 0
249 229 0
236 187 0
188 151 0
