50 0
5 139 0
85 210 0
174 136 0
61 101 0
161 291 0
86 229 0
47 270 0
183 234 0
74 92 0
15 291 0
157 249 0
68 247 0
31 110 0
169 179 0
134 73 0
219 233 0
207 83 0
55 181 0
96 283 0
105 185 0
111 236 0
81 299 0
25 75 0
248 199 0
44 128 0
152 138 0
230 263 0
176 179 0
144 295 0
150 81 0
138 293 0
3 286 0
186 182 0
210 138 0
116 168 0
233 161 0
0 219 0
141 158 0
195 191 0
103 123 0
167 123 0
101 174 0
223 143 0
16 209 0
151 122 0
10 127 0
209 162 0
66 241 0
88 187 0
187 246 0
