100 0
118 274 0
117 286 0
164 114 0
218 219 0
14 176 0
206 277 0
97 174 0
119 120 0
137 279 0
58 149 0
166 287 0
130 227 0
1 270 0
254 104 0
242 261 0
48 234 0
112 104 0
31 201 0
168 183 0
22 126 0
207 71 0
53 225 0
35 146 0
100 257 0
224 175 0
29 195 0
233 243 0
34 193 0
191 124 0
80 121 0
221 214 0
197 196 0
90 198 0
163 189 0
68 80 0
59 84 0
124 100 0
13 220 0
93 266 0
114 269 0
247 175 0
196 264 0
49 191 0
70 100 0
210 297 0
18 142 0
219 88 0
159 251 0
205 77 0
45 152 0
108 245 0
179 82 0
215 184 0
239 131 0
36 192 0
229 224 0
57 104 0
217 163 0
40 141 0
167 275 0
47 148 0
138 293 0
182 100 0
200 180 0
83 93 0
136 197 0
126 82 0
120 222 0
19 180 0
132 290 0
139 204 0
72 64 0
186 284 0
24 287 0
78 133 0
33 65 0
149 224 0
245 139 0
62 99 0
184 180 0
76 104 0
60 211 0
222 221 0
37 252 0
158 104 0
220 294 0
156 231 0
183 146 0
141 250 0
194 266 0
71 274 0
51 244 0
187 238 0
171 77 0
190 109 0
91 272 0
16 222 0
46 286 0
5 288 0
243 82 0
