100 0
243 167 0
149 115 0
194 132 0
121 97 0
5 109 0
104 130 0
180 228 0
137 284 0
189 206 0
155 69 0
174 137 0
227 148 0
135 164 0
82 176 0
117 88 0
3 106 0
57 230 0
110 216 0
87 239 0
244 246 0
61 178 0
226 298 0
70 233 0
253 181 0
159 105 0
35 109 0
229 114 0
168 229 0
156 76 0
28 70 0
95 267 0
80 255 0
26 86 0
27 187 0
234 129 0
145 260 0
59 282 0
14 265 0
73 265 0
125 60 0
249 142 0
56 73 0
97 95 0
139 122 0
120 199 0
153 177 0
136 239 0
77 180 0
16 120 0
184 152 0
86 99 0
72 65 0
68 213 0
11 60 0
187 79 0
209 244 0
166 285 0
98 151 0
142 185 0
101 264 0
42 264 0
127 254 0
105 220 0
241 220 0
48 220 0
88 236 0
219 159 0
15 146 0
20 182 0
93 127 0
69 146 0
22 195 0
133 200 0
128 98 0
124 297 0
246 229 0
239 62 0
96 299 0
183 236 0
164 223 0
254 261 0
53 117 0
113 157 0
79 203 0
169 285 0
193 160 0
23 156 0
85 285 0
213 286 0
247 104 0
0 183 0
126 196 0
163 138 0
204 164 0
175 214 0
94 287 0
211 82 0
41 112 0
132 231 0
106 178 0
