50 0
25 81 0
34 273 0
39 195 0
127 233 0
30 147 0
230 287 0
159 272 0
110 244 0
63 291 0
156 272 0
106 299 0
55 135 0
21 268 0
124 179 0
54 89 0
238 280 0
243 234 0
27 196 0
213 231 0
75 221 0
119 95 0
65 141 0
173 147 0
229 108 0
194 165 0
166 256 0
47 78 0
96 179 0
165 196 0
130 275 0
240 241 0
180 154 0
81 214 0
13 90 0
153 110 0
239 85 0
149 138 0
147 171 0
61 296 0
99 270 0
6 151 0
117 174 0
38 214 0
71 243 0
183 129 0
169 276 0
68 243 0
152 220 0
140 176 0
137 250 0
