100 0
243 133 0
230 236 0
12 273 0
8 281 0
15 248 0
212 296 0
189 80 0
142 239 0
249 167 0
234 117 0
38 92 0
177 158 0
224 149 0
0 232 0
14 233 0
215 278 0
55 99 0
96 98 0
122 226 0
165 150 0
171 222 0
93 295 0
82 187 0
205 277 0
167 234 0
246 194 0
5 212 0
247 62 0
250 126 0
118 294 0
64 145 0
46 74 0
25 208 0
19 103 0
43 264 0
154 181 0
174 115 0
194 170 0
198 107 0
61 298 0
16 158 0
89 187 0
37 214 0
109 272 0
110 127 0
164 158 0
102 91 0
47 169 0
126 128 0
104 120 0
179 172 0
117 120 0
135 72 0
195 94 0
159 297 0
151 115 0
139 117 0
41 110 0
200 107 0
144 90 0
53 120 0
108 125 0
9 64 0
31 263 0
49 114 0
11 64 0
57 280 0
254 278 0
34 62 0
147 175 0
204 190 0
20 103 0
74 238 0
226 151 0
178 124 0
77 177 0
79 283 0
125 80 0
130 104 0
238 297 0
132 167 0
50 190 0
73 259 0
44 195 0
203 117 0
52 187 0
23 165 0
36 280 0
162 108 0
155 149 0
219 273 0
202 298 0
166 104 0
140 259 0
1 270 0
160 116 0
76 225 0
94 190 0
232 88 0
56 133 0
