50 0
187 146 0
55 245 0
166 83 0
25 280 0
214 178 0
149 213 0
224 84 0
119 225 0
185 291 0
65 95 0
202 176 0
172 220 0
211 191 0
245 85 0
33 67 0
113 138 0
99 193 0
15 164 0
11 209 0
161 252 0
191 187 0
41 204 0
112 142 0
234 275 0
95 276 0
79 95 0
23 275 0
30 168 0
236 230 0
251 248 0
37 80 0
115 94 0
192 263 0
177 207 0
212 125 0
53 212 0
193 262 0
129 90 0
42 182 0
156 143 0
18 297 0
60 85 0
235 182 0
151 200 0
70 165 0
28 229 0
145 226 0
29 130 0
178 221 0
173 89 0
