50 0
176 213 0
210 88 0
77 198 0
106 118 0
81 250 0
189 70 0
49 186 0
238 163 0
138 170 0
121 191 0
116 279 0
159 121 0
182 274 0
161 170 0
125 131 0
7 199 0
170 98 0
124 191 0
136 238 0
205 285 0
245 156 0
236 193 0
111 280 0
39 283 0
52 188 0
86 252 0
194 228 0
78 169 0
83 94 0
98 159 0
214 139 0
67 265 0
89 220 0
157 91 0
209 212 0
95 218 0
57 263 0
227 94 0
15 162 0
133 79 0
61 169 0
59 217 0
13 62 0
216 223 0
32 201 0
211 120 0
97 215 0
143 126 0
175 238 0
144 147 0
