50 0
209 98 0
18 187 0
106 160 0
187 289 0
37 129 0
11 263 0
90 166 0
227 227 0
114 113 0
124 203 0
233 155 0
179 108 0
89 186 0
196 144 0
243 72 0
252 196 0
43 295 0
141 298 0
3 127 0
181 146 0
42 228 0
242 285 0
122 243 0
127 269 0
113 267 0
143 130 0
34 155 0
65 244 0
102 191 0
174 186 0
128 211 0
9 223 0
189 168 0
240 178 0
244 211 0
53 181 0
44 161 0
14 215 0
201 99 0
15 239 0
249 110 0
159 252 0
228 239 0
41 285 0
218 114 0
109 250 0
226 232 0
57 247 0
248 160 0
125 296 0
