100 0
96 267 0
41 226 0
42 70 0
153 208 0
177 226 0
105 88 0
211 179 0
202 284 0
32 243 0
121 149 0
8 173 0
239 63 0
189 170 0
183 180 0
39 207 0
31 70 0
58 107 0
198 222 0
77 293 0
231 207 0
103 243 0
81 261 0
2 225 0
9 99 0
37 111 0
27 258 0
16 141 0
158 258 0
62 83 0
133 178 0
238 178 0
227 278 0
78 244 0
155 237 0
74 152 0
55 81 0
245 182 0
25 136 0
241 127 0
69 200 0
60 238 0
94 203 0
34 254 0
149 261 0
23 79 0
205 212 0
179 202 0
246 71 0
164 71 0
82 253 0
108 185 0
134 221 0
237 111 0
122 140 0
212 198 0
15 211 0
180 62 0
33 234 0
159 104 0
92 235 0
101 240 0
196 215 0
166 255 0
130 223 0
126 230 0
100 268 0
10 239 0
98 230 0
222 157 0
201 112 0
53 128 0
43 70 0
21 195 0
46 79 0
186 68 0
221 169 0
111 151 0
12 71 0
102 155 0
225 243 0
209 97 0
235 149 0
86 260 0
215 227 0
176 114 0
18 224 0
106 197 0
138 232 0
203 61 0
144 164 0
135 236 0
44 182 0
178 117 0
63 131 0
59 231 0
47 152 0
76 185 0
193 278 0
146 145 0
248 168 0
