100 0
219 181 0
147 194 0
44 66 0
85 233 0
202 266 0
135 105 0
33 199 0
47 85 0
139 229 0
98 91 0
208 280 0
250 196 0
9 104 0
252 97 0
133 276 0
93 278 0
70 291 0
138 111 0
71 130 0
57 214 0
62 245 0
58 196 0
15 116 0
121 237 0
159 212 0
128 222 0
25 158 0
69 261 0
34 287 0
66 211 0
116 210 0
234 272 0
171 161 0
161 237 0
193 222 0
129 235 0
238 88 0
123 198 0
235 105 0
178 77 0
60 231 0
29 277 0
137 233 0
30 148 0
253 201 0
170 231 0
32 153 0
65 259 0
201 232 0
80 81 0
216 249 0
42 100 0
12 205 0
218 197 0
166 214 0
24 116 0
194 120 0
94 276 0
79 252 0
162 95 0
231 209 0
68 67 0
86 185 0
5 170 0
61 112 0
163 256 0
204 83 0
50 64 0
141 75 0
28 135 0
0 93 0
203 222 0
189 190 0
103 288 0
136 198 0
181 211 0
213 208 0
144 75 0
46 66 0
92 66 0
22 67 0
142 79 0
89 190 0
156 299 0
112 252 0
1 175 0
164 142 0
206 281 0
222 100 0
186 255 0
13 265 0
232 76 0
230 222 0
221 85 0
59 103 0
48 298 0
55 298 0
254 259 0
149 74 0
20 129 0
