100 0
80 153 0
110 94 0
73 169 0
162 154 0
241 254 0
168 73 0
83 129 0
138 238 0
113 285 0
140 93 0
39 178 0
50 291 0
240 112 0
26 283 0
149 88 0
151 249 0
45 108 0
176 65 0
84 291 0
8 60 0
25 86 0
218 131 0
133 188 0
185 241 0
93 198 0
132 137 0
3 107 0
2 242 0
21 298 0
62 182 0
223 263 0
188 246 0
12 286 0
104 169 0
214 176 0
7 165 0
184 171 0
193 263 0
172 218 0
11 170 0
236 237 0
115 136 0
137 91 0
89 266 0
178 250 0
198 193 0
150 71 0
102 260 0
233 64 0
109 83 0
177 121 0
142 265 0
95 238 0
99 209 0
182 165 0
0 94 0
206 165 0
163 167 0
179 284 0
235 224 0
135 96 0
224 217 0
155 287 0
160 135 0
252 82 0
245 186 0
33 88 0
208 238 0
74 159 0
116 111 0
86 69 0
124 258 0
23 110 0
186 115 0
237 150 0
101 152 0
165 269 0
19 236 0
134 250 0
129 132 0
191 262 0
103 109 0
156 292 0
254 216 0
38 97 0
220 93 0
213 116 0
164 170 0
75 265 0
194 72 0
246 131 0
65 217 0
243 131 0
32 261 0
34 255 0
44 193 0
136 252 0
190 216 0
228 296 0
28 188 0
