100 0
224 108 0
181 134 0
50 230 0
82 110 0
184 234 0
111 238 0
79 142 0
194 88 0
120 268 0
24 156 0
46 293 0
110 97 0
51 214 0
229 134 0
67 86 0
16 118 0
5 199 0
106 291 0
151 117 0
230 82 0
87 253 0
10 87 0
118 251 0
198 261 0
199 183 0
204 178 0
154 64 0
186 198 0
206 174 0
18 106 0
12 127 0
201 186 0
7 214 0
9 181 0
179 292 0
223 294 0
65 241 0
69 75 0
248 120 0
73 97 0
108 198 0
63 251 0
75 129 0
135 173 0
72 240 0
126 94 0
62 211 0
250 184 0
249 297 0
122 265 0
43 268 0
196 126 0
2 265 0
164 183 0
28 63 0
58 177 0
68 106 0
100 230 0
161 271 0
251 299 0
232 222 0
176 192 0
228 206 0
254 147 0
182 290 0
99 285 0
107 150 0
123 111 0
96 212 0
93 215 0
162 184 0
109 73 0
197 164 0
49 126 0
222 116 0
225 213 0
6 231 0
211 93 0
226 248 0
97 114 0
247 178 0
13 77 0
57 124 0
21 111 0
220 117 0
36 216 0
238 93 0
172 63 0
14 133 0
78 81 0
88 248 0
98 160 0
241 174 0
132 290 0
42 106 0
3 233 0
157 265 0
242 102 0
112 278 0
45 98 0
