10	5	3	5	31820712.1695827	962.2942
70935	16715	65491	19338	58301	
113018	106957	55685	35679	49654	
48636	5750	29627	39920	115788	
19591	16115	10924	71260	48200	
18518	98364	84026	53540	90325	
30118	20271	94184	110701	93362	
29107	13974	114460	100686	66352	
103798	44685	34825	41053	911	
85294	36023	70472	84673	66950	
109503	3320	74619	71710	51717	
218695	164471	1260998	126542	2217437	168838	3267881	91183	4128398	131458	5119767	147183	5826632	130610	6720848	149495	7603422	149499	8512327	145849	9401277	121993	10361631	92162	11100380	138815	
0	125783	661597	119482	1266874	109442	1683517	170416	2232265	173688	2970284	185615	3601603	163049	4418250	195788	5279703	82497	5898973	236715	6566059	167162	7272444	164569	7995651	140860	8848250	198415	9473107	192667	10211379	142835	11012609	154574	
115077	85022	727042	68209	1258741	52297	1794341	47853	2184150	49708	2701183	42061	3397697	63269	4009674	68853	4515358	51234	5059380	67820	5596201	43095	5857013	48982	6323208	50109	6818219	45294	7413030	52352	7777690	45777	8283987	62045	8874272	62271	9396628	59830	9857004	66438	10440677	46679	10931856	49273	
0	164809	1032199	218405	1812871	214857	2790065	182846	3473929	199078	4480456	122987	5386137	170724	6074281	220410	7071624	103909	7900477	125955	8512435	108039	9744812	158308	10675786	179631	
538432	110783	1081819	163951	2021020	200745	2895996	149688	3774951	156558	4466601	175753	5361299	117193	6146738	151911	6895303	183031	7480202	199442	8176678	176064	9028889	184970	9794833	181651	10501558	225827	11249038	172115	
