# INSTANCE: InstancesTDTSP/NewTWinstances/inst_20_2_TW.txt InstancesTDTSP/tdtsp_bench_255_6h00_12h30_20p_ti_mirrored.txt
# ALGORITHM: TDNOOVERLAP RESTART
# NUMBER OF VISITS: 20
# NUMBER OF TIME WINDOWS: 130
# TIME LIMIT: 6000
# EXTRACTION TIME: 0.909
* 0.002 48360
* 0.003 48347
* 0.003 47666
* 0.004 15058
* 0.013 14555
* 0.208 14534
* 0.211 14513
* 1.322 14509
* 1.434 14482
* 1.89 14192
* 2.029 14139
* 2.048 14135
* 2.348 13732
* 2.369 13543
# SOLUTION FOUND
# OPTIMALITY PROVED
# BEST SOLUTION: 13543
# NUMBER OF BRANCHES: 57211
# END TIME: 4.216
## Solution: 
20
26 0
47 586
43 734
232 1236
35 1809
163 3217
147 3925
154 4043
208 4608
67 5421
81 6126
76 6831
235 7200
139 8651
115 9505
110 9963
2 10377
6 10566
247 11440
173 12512
# BEST TD SOLUTION: 13543
