50 0
235 202 0
5 70 0
205 296 0
174 277 0
15 149 0
222 284 0
229 158 0
218 197 0
65 153 0
114 215 0
96 177 0
204 295 0
152 72 0
112 250 0
176 67 0
26 270 0
216 297 0
29 181 0
141 245 0
151 236 0
190 134 0
136 122 0
11 277 0
19 293 0
30 147 0
148 268 0
61 260 0
68 243 0
219 145 0
118 217 0
182 253 0
221 235 0
199 177 0
226 234 0
103 115 0
249 193 0
149 108 0
20 264 0
168 266 0
242 72 0
193 179 0
115 257 0
171 88 0
27 220 0
1 131 0
36 283 0
245 173 0
25 179 0
85 187 0
138 72 0
